source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_164029_0.png,asset_ba122ebcde3b79b0,1,1,close,0.959369,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00737_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260610_153906.png,asset_5c6d076a9a21278e,1,1,close,0.991910,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00732_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260613_064842.png,asset_00f02ef77adb18c4,1,1,close,0.991258,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00731_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260613_153604.png,asset_5b3fbaac886e6b1c,1,1,close,0.998137,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00730_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260614_154628.png,asset_de631495415cb9f3,1,0,not_close,0.354251,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00728_not_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260615_082502.png,asset_781a510f3a857316,1,1,close,0.998983,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00724_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260625_144957.png,asset_e3aa0c73c537c671,1,1,close,0.984585,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00718_close.png,,
D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260630_190348.png,asset_927b02d71a0d5e87,1,1,close,0.984504,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00716_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_042257_roi_0.png,asset_0db3aa10d25f2d41,1,1,close,0.984126,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00711_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_043419_roi_0.png,asset_98e1db61d8ee29c9,1,1,close,0.584829,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00708_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\ad_issue_20260606_044156_roi_0.png,asset_c889af42d3e373fc,1,1,close,0.998544,1,1,1,0,0,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00706_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000184_score_0.937_x599_y56_w31_h32_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000151_20260711_111355_after_tap_830_48.png.png,asset_2326f561c7868924,1,0,not_close,0.294139,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00685_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000293_score_0.921_x453_y147_w16_h17_log__20260710_125824_2204__000504_20260711_145942_before_tap_51_22.png.png,asset_058d38681e45d169,1,0,not_close,0.000316,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00676_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000310_score_0.920_x377_y404_w16_h17_log__20260711_104153_50836_afk_20260711_104153_311_每日簽到_route_enter__000003_20260711_104158_before_tap_69_277.png.png,asset_998b73fc2323cc1c,1,0,not_close,0.093438,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00669_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000321_score_0.919_x45_y177_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000001_20260711_105220_before_tap_80_124.png.png,asset_6ccbdd66b93bf61e,1,0,not_close,0.000076,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00665_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000323_score_0.919_x263_y339_w48_h44_log__20260710_125824_2204__000570_20260711_150706_after_tap_467_446.png.png,asset_66beed10e1cf9992,1,0,not_close,0.013043,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00663_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000375_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000006_20260711_095239_abyss_rental_scan_01.png.png,asset_7048eb0232135294,1,0,not_close,0.063399,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00647_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000377_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000005_20260711_095229_after_tap_507_466.png.png,asset_ef6037b5d7996500,1,0,not_close,0.306968,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00645_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000398_score_0.914_x175_y456_w18_h18_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000027_20260711_084708_after_tap_49_172.png.png,asset_c38d57a6776bde0b,1,0,not_close,0.001972,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00638_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000423_score_0.914_x537_y126_w51_h51_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000044_20260711_112131_after_tap_368_478.png.png,asset_d20a125da4881367,1,0,not_close,0.000812,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00637_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000443_score_0.913_x118_y243_w16_h17_log__20260711_100310_38732_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000028_20260711_100401_after_swipe_86_430_86_130_420.png.png,asset_faf4a5387ddce0d3,1,0,not_close,0.000002,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00635_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000807_score_0.912_x82_y276_w16_h17_log__20260711_153753_50456_kingdom_vault__000052_20260711_153946_after_tap_80_164.png.png,asset_934b246a992d2240,1,0,not_close,0.000005,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00630_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000809_score_0.912_x118_y312_w16_h17_log__20260711_154545_35900_kingdom_vault__000001_20260711_154547_before_swipe_86_430_86_130_420.png.png,asset_8947ecd7070c25e2,1,0,not_close,0.000008,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00629_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000827_score_0.910_x741_y305_w38_h39_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000046_20260711_112134_after_tap_368_478.png.png,asset_a30f9cd36342a38c,1,0,not_close,0.000261,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00626_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000977_score_0.909_x359_y344_w13_h13_log__20260711_111910_56400_afk_20260711_111910_tiger_每日簽到_route_enter__000007_20260711_111922_before_tap_480_158.png.png,asset_edd9787ab510bbac,1,0,not_close,0.861928,1,1,0,0,0,1,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00620_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001033_score_0.906_x467_y222_w15_h15_log__20260711_112339_34208_afk_20260711_112330_tiger_看廣告_task__000023_20260711_112545_before_tap_483_157.png.png,asset_18e8ba0348ebe540,1,0,not_close,0.005542,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00613_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001034_score_0.906_x194_y483_w40_h40_log__20260711_102525_74772_afk_20260711_102332_em3_廣告時間沙漏_task__000015_20260711_102904_before_tap_924_33.png.png,asset_5395ee86bea4f636,1,0,not_close,0.000512,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00612_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001036_score_0.906_x126_y204_w21_h20_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000078_20260711_103538_before_tap_481_515.png.png,asset_0aa476d5b7120603,1,0,not_close,0.000015,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00610_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001054_score_0.905_x381_y188_w45_h44_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000044_20260711_104350_before_tap_904_490.png.png,asset_570f2a62b087fc92,1,0,not_close,0.000133,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00600_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001061_score_0.904_x263_y339_w46_h44_log__20260707_160103_33324__000954_20260709_150421_before_tap_678_446.png.png,asset_cc523cdee2bd5e8d,1,0,not_close,0.026274,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00594_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001417_score_0.903_x454_y394_w25_h19_log__20260711_095611_39776_afk_20260711_095602_em3_看廣告_task__000034_20260711_100243_after_tap_925_35.png.png,asset_1519803abe129e00,1,0,not_close,0.016830,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00589_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001418_score_0.903_x318_y136_w35_h37_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000038_20260711_094519_before_tap_495_170.png.png,asset_652b47f8422b502f,1,0,not_close,0.000073,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00588_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001422_score_0.902_x505_y332_w22_h21_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000017_20260711_004141_before_tap_67_40.png.png,asset_6fdbe422d2a68d81,1,0,not_close,0.000340,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00585_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001428_score_0.902_x453_y372_w16_h17_log__20260710_125824_2204__000505_20260711_145944_after_tap_51_22.png.png,asset_1163f5ea95d063a8,1,0,not_close,0.000308,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00583_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001574_score_0.900_x45_y125_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000026_20260711_105304_after_swipe_86_130_86_430_420.png.png,asset_5542cac0894cfc41,1,0,not_close,0.000002,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00580_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001585_score_0.899_x741_y300_w38_h45_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000050_20260711_112146_after_tap_368_478.png.png,asset_d1a679a138c080fd,1,0,not_close,0.000005,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00573_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001586_score_0.899_x82_y312_w49_h52_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000002_20260711_095225_before_tap_781_504.png.png,asset_a1dc42c183e30516,1,0,not_close,0.000001,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00572_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001597_score_0.898_x82_y312_w49_h51_log__20260711_095500_69352_afk_20260711_095203_em3_深淵_route_exit_fail_route_exit_after_task_success__000002_20260711_095502_after_tap_57_19.png.png,asset_832711dbd218c139,1,0,not_close,0.000001,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00564_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001601_score_0.898_x512_y147_w28_h27_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000005_20260711_004007_before_tap_483_157.png.png,asset_9d8c9e3be696bd74,1,0,not_close,0.000578,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00560_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001696_score_0.896_x82_y276_w16_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000006_20260711_100551_after_tap_80_164.png.png,asset_de059db815fc80d5,1,0,not_close,0.000044,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00549_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001708_score_0.895_x613_y100_w39_h45_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000004_20260711_011203_after_tap_67_40.png.png,asset_324d64920bce152a,1,0,not_close,0.000432,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00538_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001709_score_0.895_x454_y349_w20_h23_log__20260707_160103_33324__000909_20260709_150124_before_tap_80_500.png.png,asset_e9db27e958979822,1,0,not_close,0.001325,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00537_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001713_score_0.894_x613_y100_w39_h45_log__20260711_004437_69372_afk_20260711_004419_tiger_廣告時間沙漏_task__000024_20260711_004802_after_tap_67_40.png.png,asset_b99f8cf07f5b1384,1,0,not_close,0.000447,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00533_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001718_score_0.893_x424_y265_w23_h23_log__20260711_010520_33712_afk_20260711_010506_em3_廣告探寶鏟_task__000028_20260711_011003_after_tap_67_40.png.png,asset_d7325b503fd4b488,1,0,not_close,0.002197,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00529_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001719_score_0.893_x424_y265_w23_h23_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000020_20260711_011428_after_tap_67_40.png.png,asset_e683135cedeb88ab,1,0,not_close,0.002036,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00528_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001722_score_0.893_x432_y206_w17_h15_log__20260707_160103_33324__001010_20260709_150815_before_tap_80_500.png.png,asset_6c6e85a1c2b6af88,1,0,not_close,0.011551,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00525_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001726_score_0.893_x613_y101_w39_h44_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000030_20260711_004338_after_tap_67_40.png.png,asset_677508292f27ca92,1,0,not_close,0.000141,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00521_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001734_score_0.892_x613_y101_w39_h44_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000018_20260711_011414_after_tap_67_40.png.png,asset_a4fe4da33abcc6f0,1,0,not_close,0.000137,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00517_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001736_score_0.892_x432_y205_w17_h16_log__20260707_160103_33324__000813_20260709_070552_before_tap_80_500.png.png,asset_c9ae165139bb479e,1,0,not_close,0.036373,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00515_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001897_score_0.892_x459_y89_w21_h22_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000011_20260711_084027_after_tap_331_69.png.png,asset_961c20766842fdbc,1,0,not_close,0.000192,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00511_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001987_score_0.890_x45_y192_w17_h17_log__20260711_100901_69040_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_100903_before_swipe_86_430_86_130_420.png.png,asset_b3d2dc810356b37f,1,0,not_close,0.000021,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00500_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001990_score_0.890_x742_y309_w38_h38_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000055_20260711_112202_before_tap_368_478.png.png,asset_84759960ef7863b0,1,0,not_close,0.000081,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00497_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001999_score_0.889_x432_y206_w17_h15_log__20260707_160103_33324__000948_20260709_150412_before_tap_80_500.png.png,asset_b2c2279a78b7a46c,1,0,not_close,0.013836,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00489_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002000_score_0.889_x432_y205_w17_h16_log__20260707_160103_33324__000747_20260709_070101_before_tap_80_500.png.png,asset_732f825176ff671f,1,0,not_close,0.039130,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00488_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002026_score_0.888_x549_y486_w16_h17_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000023_20260711_084049_after_tap_25_20.png.png,asset_9e5678d3de44482f,1,0,not_close,0.000016,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00482_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002082_score_0.888_x482_y145_w28_h28_log__20260707_160103_33324__000559_20260708_230005_before_tap_80_500.png.png,asset_c92c57313866e757,1,0,not_close,0.000846,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00478_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002239_score_0.888_x118_y246_w16_h17_log__20260711_093513_29888_kingdom_vault__000018_20260711_093637_after_tap_80_134.png.png,asset_354ac35fb539e988,1,0,not_close,0.000011,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00476_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002247_score_0.887_x84_y72_w16_h17_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000092_20260711_084917_before_tap_349_253.png.png,asset_d0037e3a2d056477,1,0,not_close,0.000013,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00472_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002523_score_0.886_x824_y277_w23_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000068_20260711_084301_before_tap_481_515.png.png,asset_0ee9d32784c8bd75,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00467_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002549_score_0.886_x99_y252_w17_h18_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_100542_before_swipe_86_430_86_130_420.png.png,asset_b1e08b7c14d07245,1,0,not_close,0.000009,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00458_not_close.png,,
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002556_score_0.885_x561_y478_w32_h29_log__20260711_095128_67140_afk_20260711_094338_em3_每日任務_route_exit__000001_20260711_095128_before_tap_544_493.png.png,asset_67278f6c90140a17,1,0,not_close,0.000109,0,0,0,0,1,0,D:\Projects\adb_vl\vision_platform\ads\pilot\action_classifier_dataset\images\ads_action_00451_not_close.png,,
