candidate_id,crop_path,source_screen,source_instance_id,source_content_id,source_session,bbox,bbox_x,bbox_y,bbox_w,bbox_h,proposal_source,proposal_score,initial_label,review_status,max_iou_positive
hn_000010,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000010.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[631, 146, 14, 14]",631,146,14,14,geometry_close_hard_negative,0.8596117640859525,pending_non_action_candidate,pending,0.0000
hn_000017,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000017.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,ads2\assets\2_communication,"[631, 146, 14, 14]",631,146,14,14,geometry_close_hard_negative,0.8596117640859525,pending_non_action_candidate,pending,0.0000
hn_000024,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000024.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_original.png,file_e86ea26f36534291,asset_b867455dd1ee49b4,ads2\assets\2_communication,"[631, 146, 14, 14]",631,146,14,14,geometry_close_hard_negative,0.8596117640859525,pending_non_action_candidate,pending,0.0000
hn_000005,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000005.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[771, 383, 17, 20]",771,383,17,20,geometry_close_hard_negative,0.8468988091645386,pending_non_action_candidate,pending,0.0000
hn_000031,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000031.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,file_b7ee94d02191862f,asset_636cdeb26ca95f12,ads2\assets\2_communication,"[166, 126, 14, 17]",166,126,14,17,geometry_close_hard_negative,0.8393002525003037,pending_non_action_candidate,pending,0.0000
hn_000011,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000011.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[789, 254, 23, 20]",789,254,23,20,geometry_close_hard_negative,0.813696263090994,pending_non_action_candidate,pending,0.0000
hn_000018,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000018.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,ads2\assets\2_communication,"[789, 254, 23, 20]",789,254,23,20,geometry_close_hard_negative,0.813696263090994,pending_non_action_candidate,pending,0.0000
hn_000025,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000025.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_original.png,file_e86ea26f36534291,asset_b867455dd1ee49b4,ads2\assets\2_communication,"[789, 254, 23, 20]",789,254,23,20,geometry_close_hard_negative,0.813696263090994,pending_non_action_candidate,pending,0.0000
hn_000032,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000032.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,file_b7ee94d02191862f,asset_636cdeb26ca95f12,ads2\assets\2_communication,"[800, 191, 17, 17]",800,191,17,17,geometry_close_hard_negative,0.7980826126269658,pending_non_action_candidate,pending,0.0000
hn_000012,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000012.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[889, 103, 17, 11]",889,103,17,11,geometry_close_hard_negative,0.7947630851052795,pending_non_action_candidate,pending,0.0000
hn_000019,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000019.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,ads2\assets\2_communication,"[889, 103, 17, 11]",889,103,17,11,geometry_close_hard_negative,0.7947630851052795,pending_non_action_candidate,pending,0.0000
hn_000026,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000026.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_original.png,file_e86ea26f36534291,asset_b867455dd1ee49b4,ads2\assets\2_communication,"[889, 103, 17, 11]",889,103,17,11,geometry_close_hard_negative,0.7947630851052795,pending_non_action_candidate,pending,0.0000
hn_000006,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000006.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[420, 151, 23, 26]",420,151,23,26,geometry_close_hard_negative,0.793807308235452,pending_non_action_candidate,pending,0.0000
hn_000007,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000007.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[826, 383, 14, 20]",826,383,14,20,geometry_close_hard_negative,0.7916528437007848,pending_non_action_candidate,pending,0.0000
hn_000033,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000033.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,file_b7ee94d02191862f,asset_636cdeb26ca95f12,ads2\assets\2_communication,"[286, 294, 14, 11]",286,294,14,11,geometry_close_hard_negative,0.7909011647428568,pending_non_action_candidate,pending,0.0000
hn_000020,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000020.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,ads2\assets\2_communication,"[580, 209, 31, 31]",580,209,31,31,geometry_close_hard_negative,0.7435871916742554,pending_non_action_candidate,pending,0.0000
hn_000027,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000027.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_original.png,file_e86ea26f36534291,asset_b867455dd1ee49b4,ads2\assets\2_communication,"[580, 209, 31, 31]",580,209,31,31,geometry_close_hard_negative,0.7435871916742554,pending_non_action_candidate,pending,0.0000
hn_000013,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000013.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[791, 474, 20, 20]",791,474,20,20,geometry_close_hard_negative,0.7404643918089217,pending_non_action_candidate,pending,0.0000
hn_000021,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000021.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,ads2\assets\2_communication,"[791, 474, 20, 20]",791,474,20,20,geometry_close_hard_negative,0.7404643918089217,pending_non_action_candidate,pending,0.0000
hn_000028,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000028.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_original.png,file_e86ea26f36534291,asset_b867455dd1ee49b4,ads2\assets\2_communication,"[791, 474, 20, 20]",791,474,20,20,geometry_close_hard_negative,0.7404643918089217,pending_non_action_candidate,pending,0.0000
hn_000014,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_quick_5\crops\hn_000014.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[580, 209, 31, 31]",580,209,31,31,geometry_close_hard_negative,0.7363004532160854,pending_non_action_candidate,pending,0.0000
