instance_id,content_id,relative_path,event_id,review_reasons,proposal_source,template_name,expected_family,expected_p,top_family,top_p,suggestion_family,bbox_crop
file_bf7e23eae7ce4295,asset_dfe2e766e76863a7,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084627_993\crops\bbox.png,20260722_084627_993,,close_template,close_2.png,x_mark,0.9987550377845764,x_mark,0.9987550377845764,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084627_993\crops\bbox.png
file_2f065d2b216ad0ba,asset_7b46d005b0c81e07,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084632_732\crops\bbox.png,20260722_084632_732,,got_template,got2.png,got,0.999708871046702,got,0.999708871046702,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084632_732\crops\bbox.png
file_046badc7cccbec1f,asset_f969550042dd8a5c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084638_788\crops\bbox.png,20260722_084638_788,,free_ad_template,close_26.png,free,0.9985783894856771,free,0.9985783894856771,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084638_788\crops\bbox.png
file_94fc3dd7277cec1b,asset_e9a31cd691f5a239,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084656_405\crops\bbox.png,20260722_084656_405,,close_template,close_2.png,x_mark,0.9994734128316244,x_mark,0.9994734128316244,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084656_405\crops\bbox.png
file_b50e3f671ab54339,asset_9e99362115ac26d7,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084701_097\crops\bbox.png,20260722_084701_097,,got_template,got2.png,got,0.999932328859965,got,0.999932328859965,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084701_097\crops\bbox.png
file_0d768d205f9f4312,asset_0f62c98e529b3d06,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084707_507\crops\bbox.png,20260722_084707_507,,free_ad_template,free_ad_3.png,free,0.9965973496437073,free,0.9965973496437073,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084707_507\crops\bbox.png
file_e03da43814de81ed,asset_ce680f4a5707b5b4,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084725_400\crops\bbox.png,20260722_084725_400,,close_template,close_2.png,x_mark,0.9324928124745687,x_mark,0.9324928124745687,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084725_400\crops\bbox.png
file_f644813841aa460f,asset_2db774e8e7023fc0,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084730_153\crops\bbox.png,20260722_084730_153,,got_template,got2.png,got,0.9999157190322876,got,0.9999157190322876,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084730_153\crops\bbox.png
file_b8bc947d9f2ebca6,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084736_587\crops\bbox.png,20260722_084736_587,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084736_587\crops\bbox.png
file_08ed755cf78c265e,asset_e9a31cd691f5a239,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084754_172\crops\bbox.png,20260722_084754_172,,close_template,close_2.png,x_mark,0.9994734128316244,x_mark,0.9994734128316244,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084754_172\crops\bbox.png
file_ace507dc649f4157,asset_e66d9ad3397e576a,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084758_913\crops\bbox.png,20260722_084758_913,,got_template,got2.png,got,0.9997634490331014,got,0.9997634490331014,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084758_913\crops\bbox.png
file_06587b1e226e8a41,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084805_308\crops\bbox.png,20260722_084805_308,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084805_308\crops\bbox.png
file_2120343c126cdd08,asset_dfe2e766e76863a7,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084822_961\crops\bbox.png,20260722_084822_961,,close_template,close_2.png,x_mark,0.9987550377845764,x_mark,0.9987550377845764,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084822_961\crops\bbox.png
file_d83e75a00bec6fdf,asset_fc48558bea5b545a,vision_platform\ads\runtime_collection\click_success\click_success_20260722_084827_663\crops\bbox.png,20260722_084827_663,,got_template,got2.png,got,0.9992719093958536,got,0.9992719093958536,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_084827_663\crops\bbox.png
file_5d7877bfe3a6fa0e,asset_d14bfb62e403a0a7,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085102_853\crops\bbox.png,20260722_085102_853,,free_ad_template,close_26.png,free,0.9968229134877523,free,0.9968229134877523,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085102_853\crops\bbox.png
file_500981e3b9b4901b,asset_ca8a60c250d70700,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085121_189\crops\bbox.png,20260722_085121_189,,got_template,got2.png,got,0.999300499757131,got,0.999300499757131,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085121_189\crops\bbox.png
file_ee30e66679d89351,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085126_455\crops\bbox.png,20260722_085126_455,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085126_455\crops\bbox.png
file_50f6b7cae42b609d,asset_94adc811552e5325,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085144_212\crops\bbox.png,20260722_085144_212,,close_template,close_2.png,x_mark,0.9967982371648153,x_mark,0.9967982371648153,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085144_212\crops\bbox.png
file_69fb067fd5344464,asset_2c628e6b70ff656b,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085149_148\crops\bbox.png,20260722_085149_148,,got_template,got2.png,got,0.9952917098999023,got,0.9952917098999023,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085149_148\crops\bbox.png
file_5a75e713b1efc2e4,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085154_467\crops\bbox.png,20260722_085154_467,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085154_467\crops\bbox.png
file_c82b9ed7e9a87c67,asset_30c8ee229aa044f4,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085212_155\crops\bbox.png,20260722_085212_155,,close_template,close_2.png,x_mark,0.9911307891209921,x_mark,0.9911307891209921,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085212_155\crops\bbox.png
file_38dee1151d8d427e,asset_78dbfa60e5ded119,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085217_157\crops\bbox.png,20260722_085217_157,,got_template,got2.png,got,0.9992377956708273,got,0.9992377956708273,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085217_157\crops\bbox.png
file_455920f5169e0577,asset_fac9e420afb5975f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085222_577\crops\bbox.png,20260722_085222_577,,free_ad_template,close_26.png,free,0.9990888039271036,free,0.9990888039271036,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085222_577\crops\bbox.png
file_525bb9a6f5d3b3e3,asset_b76e507ac9aae79a,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085240_295\crops\bbox.png,20260722_085240_295,,close_template,close_2.png,x_mark,0.9938921928405762,x_mark,0.9938921928405762,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085240_295\crops\bbox.png
file_d0c383255f34997f,asset_b8289ba62ac2231f,vision_platform\ads\runtime_collection\click_success\click_success_20260722_085245_257\crops\bbox.png,20260722_085245_257,,got_template,got2.png,got,0.9984004298845927,got,0.9984004298845927,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_085245_257\crops\bbox.png
file_645123cbf25ed061,asset_368f590dc52d4fd4,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091318_297\crops\bbox.png,20260722_091318_297,,free_ad_template,close_26.png,free,0.99949049949646,free,0.99949049949646,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091318_297\crops\bbox.png
file_8ea977c8c0f96f83,asset_3ff952559d185050,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091335_870\crops\bbox.png,20260722_091335_870,,close_template,close_11.png,x_mark,0.10878034308552742,arrow,0.9954823851585388,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091335_870\crops\bbox.png
file_31ec813492857b44,asset_e07becefeb150319,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091352_509\crops\bbox.png,20260722_091352_509,,close_template,close_11.png,x_mark,0.1096237376332283,arrow,0.5510627031326294,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091352_509\crops\bbox.png
file_cc31df14ec192b16,asset_a0898287b49a6424,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091357_292\crops\bbox.png,20260722_091357_292,,got_template,got2.png,got,0.9998650550842285,got,0.9998650550842285,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091357_292\crops\bbox.png
file_eea315e4c64cc96d,asset_83b91869426baa8c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091403_590\crops\bbox.png,20260722_091403_590,,free_ad_template,close_26.png,free,0.999026377995809,free,0.999026377995809,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091403_590\crops\bbox.png
file_8c573a469ebd9e84,asset_579630ec1a744d13,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091421_145\crops\bbox.png,20260722_091421_145,,close_template,close_11.png,x_mark,0.11674276118477185,arrow,0.9965770840644836,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091421_145\crops\bbox.png
file_f6da828953845191,asset_73b7cba1de92b95a,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091441_562\crops\bbox.png,20260722_091441_562,,close_template,close_11.png,x_mark,0.23638086517651877,arrow,0.9938244223594666,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091441_562\crops\bbox.png
file_4795e9482001f046,asset_743728f16e2a46c9,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091446_252\crops\bbox.png,20260722_091446_252,,got_template,got2.png,got,0.9998005628585815,got,0.9998005628585815,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091446_252\crops\bbox.png
file_3966f02081d3ef51,asset_f969550042dd8a5c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091452_918\crops\bbox.png,20260722_091452_918,,free_ad_template,close_26.png,free,0.9985783894856771,free,0.9985783894856771,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091452_918\crops\bbox.png
file_8241d5f71cda8aa9,asset_58cfab65632c497c,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091510_500\crops\bbox.png,20260722_091510_500,,close_template,close_11.png,x_mark,0.11300235738356908,arrow,0.9960491259892782,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091510_500\crops\bbox.png
file_073cbefc43fbd602,asset_993eb8c392bc393e,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091527_194\crops\bbox.png,20260722_091527_194,,close_template,close_11.png,x_mark,0.13341394811868668,arrow,0.9990209341049194,arrow,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091527_194\crops\bbox.png
file_1651622f0daba05d,asset_34703c5daa5df667,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091531_885\crops\bbox.png,20260722_091531_885,,got_template,got2.png,got,0.9998453656832377,got,0.9998453656832377,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091531_885\crops\bbox.png
file_7b3322e19d525410,asset_0f62c98e529b3d06,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091538_937\crops\bbox.png,20260722_091538_937,,free_ad_template,free_ad_3.png,free,0.9965973496437073,free,0.9965973496437073,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091538_937\crops\bbox.png
file_5d088e9e88754275,asset_876bfbf87bdf7afa,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091608_461\crops\bbox.png,20260722_091608_461,,close_template,ad_issue_20260606_052002_roi_15.png,x_mark,0.9374335805575053,x_mark,0.9374335805575053,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091608_461\crops\bbox.png
file_484c937cdf69b4a9,asset_f6cb1da85f0477ba,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091613_186\crops\bbox.png,20260722_091613_186,,got_template,got2.png,got,0.9998701214790344,got,0.9998701214790344,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091613_186\crops\bbox.png
file_c582b61768450c00,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091619_943\crops\bbox.png,20260722_091619_943,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091619_943\crops\bbox.png
file_2fcadd32b5ece7b4,asset_45f49d6b7a3a28fb,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091636_947\crops\bbox.png,20260722_091636_947,,close_template,ad_issue_20260606_052002_roi_15.png,x_mark,0.9606466293334961,x_mark,0.9606466293334961,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091636_947\crops\bbox.png
file_14b35d85c238ebe0,asset_09af4b027dfdb16a,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091641_672\crops\bbox.png,20260722_091641_672,,got_template,got2.png,got,0.9997561971346537,got,0.9997561971346537,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091641_672\crops\bbox.png
file_7544333e021dd103,asset_cd28afeb00146427,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091648_379\crops\bbox.png,20260722_091648_379,,free_ad_template,free_ad_3.png,free,0.9982103109359741,free,0.9982103109359741,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091648_379\crops\bbox.png
file_016184cec62a2589,asset_7d641ce2c95a5c88,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091717_655\crops\bbox.png,20260722_091717_655,,close_template,ad_issue_20260606_052002_roi_15.png,x_mark,0.937424103418986,x_mark,0.937424103418986,x_mark,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091717_655\crops\bbox.png
file_9ffdf679c887c4a3,asset_c1083db82868cc78,vision_platform\ads\runtime_collection\click_success\click_success_20260722_091722_332\crops\bbox.png,20260722_091722_332,,got_template,got2.png,got,0.9997589190800985,got,0.9997589190800985,got,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_091722_332\crops\bbox.png
file_9a67e0526136e60b,asset_7a0c262a60cfc102,vision_platform\ads\runtime_collection\click_success\click_success_20260722_092007_912\crops\bbox.png,20260722_092007_912,,free_ad_template,close_26.png,free,0.9977811376253763,free,0.9977811376253763,free,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260722_092007_912\crops\bbox.png
