pair_id,bbox_id,annotated_instance_id,clean_instance_id,annotated_content_id,clean_content_id,annotated_path,clean_path,x,y,w,h,red_ratio,pair_reason
pair_asset_8cc868336d8add69_asset_391384dd5e30726d,66,file_7b1e49249bd69d55,file_e75ab06843e8ce99,asset_8cc868336d8add69,asset_391384dd5e30726d,ads2\assets\2_communication\manual_rescue_20260608_082319_edit.png,ads2\assets\2_communication\manual_rescue_20260608_082319_original.png,911.4114572864319,25.93447236180904,29.639396984924588,18.524623115577885,0.29374,filename_clean_pair
pair_asset_a5f588e5f344bd43_asset_c43fdae72ed2e2d5,101,file_88fcbdea1d5d9255,file_fb32fd3ff288c730,asset_a5f588e5f344bd43,asset_c43fdae72ed2e2d5,ads2\assets\2_communication\manual_rescue_20260613_145759_edit.png,ads2\assets\2_communication\manual_rescue_20260613_145759_original.png,908.1407035175879,21.708542713567837,34.9748743718593,21.708542713567837,0.36538,filename_clean_pair
pair_asset_36bc47380f8b1aa2_asset_e944939861a0d57c,37,file_8a31e0f727b3b9cb,file_6498acc37b738765,asset_36bc47380f8b1aa2,asset_e944939861a0d57c,ads2\assets\2_communication\manual_rescue_20260607_150759_edit.png,ads2\assets\2_communication\manual_rescue_20260607_150759_original.png,916.5829145728642,24.120603015075375,20.261306532663298,18.33165829145728,0.30270,filename_clean_pair
pair_asset_4cc22374792bd870_asset_adbff24fa4cef34d,115,file_8b220e19790c2298,file_36d2228858cb0cce,asset_4cc22374792bd870,asset_adbff24fa4cef34d,ads2\assets\2_communication\manual_rescue_20260614_150919_edit.png,ads2\assets\2_communication\manual_rescue_20260614_150919_original.png,908.3240201005023,24.699497487437178,35.19678391959792,18.52462311557788,0.37927,filename_clean_pair
pair_asset_952d77d5dade7206_asset_105b675b3aaac632,21,file_921bc8370c557d92,file_fdb8b473ec271a1b,asset_952d77d5dade7206,asset_105b675b3aaac632,ads2\assets\2_communication\manual_rescue_20260607_085540_edit.png,ads2\assets\2_communication\manual_rescue_20260607_085540_original.png,428.1407035175879,143.51758793969847,97.6884422110553,31.356783919598,0.16667,filename_clean_pair
pair_asset_278755527ca1a3e5_asset_517dffb127e8e353,27,file_930ab51f7142d475,file_e0303f06c1dea025,asset_278755527ca1a3e5,asset_517dffb127e8e353,ads2\assets\2_communication\manual_rescue_20260607_144904_edit.png,ads2\assets\2_communication\manual_rescue_20260607_144904_original.png,911.7587939698492,21.708542713567837,31.356783919598,21.708542713567837,0.36839,filename_clean_pair
pair_asset_3205a944e419dafa_asset_9a48f187dd79d17e,57,file_958cead94d8e1841,file_fb0a9f57a7a57a2c,asset_3205a944e419dafa,asset_9a48f187dd79d17e,ads2\assets\2_communication\manual_rescue_20260607_163135_edit.png,ads2\assets\2_communication\manual_rescue_20260607_163135_original.png,912.9648241206029,21.708542713567837,26.53266331658301,21.708542713567837,0.24009,filename_clean_pair
pair_asset_fa172a2f563a6c00_asset_ae18f7ee593c2fee,19,file_a3ae38fcad2f22f2,file_243b7b7509dbd3e4,asset_fa172a2f563a6c00,asset_ae18f7ee593c2fee,ads2\assets\2_communication\manual_rescue_20260607_085221_edit.png,ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,428.1407035175879,143.51758793969847,97.6884422110553,31.356783919598,0.20833,filename_clean_pair
pair_asset_bec79d4dc79846ec_asset_404f88ea5573b3a0,88,file_af69e9cd56b95901,file_66430019a71b7b32,asset_bec79d4dc79846ec,asset_404f88ea5573b3a0,ads2\assets\2_communication\manual_rescue_20260610_161942_edit.png,ads2\assets\2_communication\manual_rescue_20260610_161942_original.png,441.40703517587934,475.1758793969849,78.39195979899495,19.2964824120603,0.32778,filename_clean_pair
pair_asset_636cdeb26ca95f12_asset_18251ebb4fbe0ec2,7,file_b7ee94d02191862f,file_a38025dbb89180ef,asset_636cdeb26ca95f12,asset_18251ebb4fbe0ec2,ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,ads2\assets\2_communication\manual_rescue_20260606_232156_original.png,434.0080971659919,145.1012145748988,103.64372469635623,29.79757085020242,0.23587,filename_clean_pair
pair_asset_74d5a532c042508d_asset_d38989a326a68217,94,file_bd70b239a5fbea1e,file_c1fdec59744aed96,asset_74d5a532c042508d,asset_d38989a326a68217,ads2\assets\2_communication\manual_rescue_20260611_111745_edit.png,ads2\assets\2_communication\manual_rescue_20260611_111745_original.png,557.1859296482412,354.572864321608,33.768844221105496,22.9145728643216,0.07250,filename_clean_pair
pair_asset_cdf3bcbb678fb092_asset_88d4e00731bb83a4,33,file_c888bac3e43fdb07,file_836b44de324f1b1a,asset_cdf3bcbb678fb092,asset_88d4e00731bb83a4,ads2\assets\2_communication\manual_rescue_20260607_145608_edit.png,ads2\assets\2_communication\manual_rescue_20260607_145608_original.png,916.5829145728642,24.120603015075375,20.261306532663298,18.33165829145728,0.42471,filename_clean_pair
pair_asset_256291946681e495_asset_e7315be7635cfbe4,61,file_cd7e7dc9299374b5,file_d81dd31cef471171,asset_256291946681e495,asset_e7315be7635cfbe4,ads2\assets\2_communication\manual_rescue_20260607_164029_edit.png,ads2\assets\2_communication\manual_rescue_20260607_164029_original.png,911.4114572864319,25.93447236180904,29.639396984924588,18.524623115577885,0.36643,filename_clean_pair
pair_asset_36d0173a1ee8f012_asset_a8624d3b6b62bbd3,9,file_d212015305644917,file_dd3404a95461a35b,asset_36d0173a1ee8f012,asset_a8624d3b6b62bbd3,ads2\assets\2_communication\manual_rescue_20260607_082421_edit.png,ads2\assets\2_communication\manual_rescue_20260607_082421_original.png,909.8734177215191,18.227848101265824,36.45569620253161,30.37974683544304,0.11348,filename_clean_pair
pair_asset_be156523a3ab5abe_asset_784538fdbee4d196,82,file_d3915cb50f438194,file_5f84afe3e6c04d9a,asset_be156523a3ab5abe,asset_784538fdbee4d196,ads2\assets\2_communication\manual_rescue_20260610_151458_edit.png,ads2\assets\2_communication\manual_rescue_20260610_151458_original.png,809.2462311557788,467.9396984924623,49.44723618090461,26.532663316582898,0.23829,filename_clean_pair
pair_asset_327e4b7be8c60bf7_asset_62b34680da624599,103,file_d5d7c89bd289b315,file_9d1febe871779b70,asset_327e4b7be8c60bf7,asset_62b34680da624599,ads2\assets\2_communication\manual_rescue_20260613_145852_edit.png,ads2\assets\2_communication\manual_rescue_20260613_145852_original.png,908.1407035175879,21.708542713567837,34.9748743718593,21.708542713567837,0.32544,filename_clean_pair
pair_asset_452c73fab94708e2_asset_6b5f8cdfb057831b,42,file_ec7b16077fbaef43,file_1f61fa69df283b55,asset_452c73fab94708e2,asset_6b5f8cdfb057831b,ads2\assets\2_communication\manual_rescue_20260607_153732_edit.png,ads2\assets\2_communication\manual_rescue_20260607_153732_original.png,908.1407035175879,24.120603015075375,34.9748743718593,20.50251256281407,0.30146,filename_clean_pair
pair_asset_54284dbf33086654_asset_7711801e12745d2a,29,file_f79203642ccdd8a7,file_e277a86da364ce73,asset_54284dbf33086654,asset_7711801e12745d2a,ads2\assets\2_communication\manual_rescue_20260607_145346_edit.png,ads2\assets\2_communication\manual_rescue_20260607_145346_original.png,911.7587939698492,21.708542713567837,31.356783919598,21.708542713567837,0.16797,filename_clean_pair
