source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001008_score_0.908_x82_y252_w16_h17_log__20260711_153753_50456_kingdom_vault__000012_20260711_153828_after_tap_495_170.png.png,20260711_153753_50456,1,0,not_close,0.000163,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00072_not_close.png,"48,48,16,17",0.908
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001038_score_0.906_x118_y305_w16_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,1,0,not_close,0.002174,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00079_not_close.png,"48,48,16,16",0.906
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001040_score_0.906_x461_y404_w15_h15_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000048_20260711_094550_before_tap_80_500.png.png,20260711_094400_67140,1,0,not_close,0.007728,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00080_not_close.png,"48,48,15,15",0.906
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001041_score_0.906_x461_y404_w15_h15_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000047_20260711_094548_after_tap_615_460.png.png,20260711_094400_67140,1,0,not_close,0.006669,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00081_not_close.png,"48,48,15,15",0.906
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001046_score_0.905_x817_y313_w20_h20_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000182_20260711_095028_before_tap_478_150.png.png,20260711_094400_67140,1,0,not_close,0.000605,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00229_not_close.png,"48,48,20,20",0.856
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001057_score_0.905_x395_y422_w14_h13_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000011_20260711_112016_after_swipe_455_430_455_170_520.png.png,20260711_111953_39056,1,0,not_close,0.447650,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00088_not_close.png,"48,48,14,13",0.905
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001059_score_0.905_x432_y206_w17_h15_log__20260707_160103_33324__000571_20260708_230022_before_tap_80_500.png.png,20260707_160103_33324,1,0,not_close,0.194358,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00231_not_close.png,"48,48,17,15",0.855
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001575_score_0.900_x45_y125_w17_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,1,0,not_close,0.004731,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00095_not_close.png,"45,48,17,16",0.9
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001587_score_0.899_x472_y261_w18_h18_log__20260711_004437_69372_afk_20260711_004419_tiger_廣告時間沙漏_task__000026_20260711_004816_after_tap_67_40.png.png,20260711_004437_69372,1,0,not_close,0.000019,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00098_not_close.png,"48,48,18,18",0.899
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001594_score_0.898_x82_y312_w49_h52_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000029_20260711_112049_before_tap_913_288.png.png,20260711_111953_39056,1,0,not_close,0.012289,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00194_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001596_score_0.898_x472_y261_w18_h18_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000032_20260711_011602_after_tap_42_42.png.png,20260711_011142_36488,1,0,not_close,0.106135,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00099_not_close.png,"48,48,18,18",0.898
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001600_score_0.898_x472_y261_w18_h18_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000048_20260711_112136_after_tap_368_478.png.png,20260711_111953_39056,1,0,not_close,0.000013,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00100_not_close.png,"48,48,18,18",0.898
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001688_score_0.897_x300_y498_w13_h14_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000210_20260711_095117_before_swipe_360_430_360_230_700.png.png,20260711_094400_67140,1,0,not_close,0.318812,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00101_not_close.png,"48,48,13,14",0.897
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001704_score_0.895_x126_y204_w21_h20_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000074_20260711_094657_before_tap_481_515.png.png,20260711_094400_67140,1,0,not_close,0.087699,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00224_not_close.png,"48,48,21,20",0.858
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001719_score_0.893_x424_y265_w23_h23_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000020_20260711_011428_after_tap_67_40.png.png,20260711_011142_36488,1,0,not_close,0.104082,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00188_not_close.png,"48,48,23,23",0.868
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001724_score_0.893_x82_y312_w49_h51_log__20260711_112228_39056_afk_20260711_111931_tiger_深淵_route_exit_fail_route_exit_after_task_success__000006_20260711_112245_after_tap_57_19.png.png,20260711_112228_39056,1,0,not_close,0.012289,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00198_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001992_score_0.890_x432_y206_w17_h15_log__20260707_160103_33324__000860_20260709_070811_before_tap_80_500.png.png,20260707_160103_33324,1,0,not_close,0.325978,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00132_not_close.png,"48,48,17,15",0.89
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002001_score_0.888_x82_y312_w49_h51_log__20260711_112228_39056_afk_20260711_111931_tiger_深淵_route_exit_fail_route_exit_after_task_success__000014_20260711_112311_after_tap_57_19.png.png,20260711_112228_39056,1,0,not_close,0.012289,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00199_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002240_score_0.888_x118_y246_w16_h17_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000018_20260711_112838_after_tap_80_134.png.png,20260711_112714_67508,1,0,not_close,0.000123,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00141_not_close.png,"48,48,16,17",0.888
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002241_score_0.888_x118_y246_w16_h17_log__20260711_141026_2432_kingdom_vault__000004_20260711_141032_after_tap_80_134.png.png,20260711_141026_2432,1,0,not_close,0.000123,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00142_not_close.png,"48,48,16,17",0.888
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002544_score_0.886_x636_y243_w12_h12_log__20260707_160103_33324__001327_20260710_070736_after_tap_782_79.png.png,20260707_160103_33324,1,0,not_close,0.952229,1,1,0,0,0,1,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00146_not_close.png,"48,48,12,12",0.886
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002608_score_0.884_x395_y131_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000017_20260711_112026_after_swipe_455_430_455_170_520.png.png,20260711_111953_39056,2,0,not_close,0.498667,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00120_not_close.png,"33,48,14,14",0.893
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002621_score_0.883_x80_y312_w51_h52_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000028_20260711_112043_after_tap_809_65.png.png,20260711_111953_39056,1,0,not_close,0.012289,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00202_not_close.png,"135,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002626_score_0.882_x81_y280_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000010_20260711_112822_after_tap_80_408.png.png,20260711_112714_67508,1,0,not_close,0.000024,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00152_not_close.png,"48,48,17,16",0.882
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002628_score_0.882_x682_y190_w24_h26_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,20260711_155245_32320,1,0,not_close,0.757788,1,1,0,0,0,1,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00064_not_close.png,"0,2,17,16",0.91
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002636_score_0.881_x395_y131_w14_h13_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000019_20260711_112030_abyss_rental_scan_01.png.png,20260711_111953_39056,1,0,not_close,0.010825,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00156_not_close.png,"48,48,14,13",0.881
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002641_score_0.880_x432_y206_w17_h15_log__20260707_160103_33324__001311_20260710_070713_before_tap_80_500.png.png,20260707_160103_33324,1,0,not_close,0.360742,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00157_not_close.png,"48,48,17,15",0.88
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002646_score_0.880_x472_y261_w18_h18_log__tiger_廣告探寶鏟_task_fail_stuck_static__000050_20260711_015228_after_tap_301_350.png.png,20260711_015228_after,1,0,not_close,0.000011,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00158_not_close.png,"48,48,18,18",0.88
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002665_score_0.876_x675_y499_w12_h15_log__20260711_004437_69372_afk_20260711_004419_tiger_廣告時間沙漏_task__000024_20260711_004802_after_tap_67_40.png.png,20260711_004437_69372,1,0,not_close,0.222586,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00160_not_close.png,"48,48,12,15",0.876
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002666_score_0.876_x675_y499_w12_h15_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000004_20260711_011203_after_tap_67_40.png.png,20260711_011142_36488,1,0,not_close,0.273580,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00161_not_close.png,"48,48,12,15",0.876
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002894_score_0.874_x82_y461_w15_h15_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000008_20260711_112818_after_tap_495_170.png.png,20260711_112714_67508,1,0,not_close,0.013602,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00172_not_close.png,"48,48,15,15",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002895_score_0.874_x82_y461_w15_h15_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000014_20260711_112829_after_tap_495_170.png.png,20260711_112714_67508,1,0,not_close,0.013602,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00171_not_close.png,"48,48,15,15",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002896_score_0.874_x82_y461_w15_h15_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000015_20260711_112833_before_swipe_86_430_86_130_420.png.png,20260711_112714_67508,1,0,not_close,0.013602,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00173_not_close.png,"48,48,15,15",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002897_score_0.874_x82_y461_w15_h15_log__20260711_141026_2432_kingdom_vault__000001_20260711_141027_before_swipe_86_430_86_130_420.png.png,20260711_141026_2432,1,0,not_close,0.013602,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00174_not_close.png,"48,48,15,15",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003045_score_0.873_x81_y400_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000011_20260711_112824_before_tap_441_229.png.png,20260711_112714_67508,1,0,not_close,0.000548,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00176_not_close.png,"48,48,17,16",0.873
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003046_score_0.873_x81_y400_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000012_20260711_112826_after_tap_441_229.png.png,20260711_112714_67508,1,0,not_close,0.000713,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00178_not_close.png,"48,48,17,16",0.873
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003048_score_0.873_x675_y499_w12_h15_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000018_20260711_011414_after_tap_67_40.png.png,20260711_011142_36488,1,0,not_close,0.161656,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00179_not_close.png,"48,48,12,15",0.873
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003272_score_0.869_x81_y100_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000010_20260711_112822_after_tap_80_408.png.png,20260711_112714_67508,1,0,not_close,0.000027,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00182_not_close.png,"48,48,17,16",0.869
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003295_score_0.865_x82_y443_w15_h13_log__20260711_155245_32320_kingdom_vault__000002_20260711_155248_after_swipe_86_430_86_130_420.png.png,20260711_155245_32320,1,0,not_close,0.006158,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00205_not_close.png,"48,48,15,13",0.865
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003301_score_0.865_x45_y155_w17_h16_log__20260711_153753_50456_kingdom_vault__000054_20260711_153950_after_tap_80_164.png.png,20260711_153753_50456,1,0,not_close,0.704257,1,1,0,0,0,1,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00211_not_close.png,"45,48,17,16",0.865
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003389_score_0.858_x433_y206_w15_h15_log__20260707_160103_33324__000637_20260708_230504_before_tap_80_500.png.png,20260707_160103_33324,1,0,not_close,0.198450,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00225_not_close.png,"48,48,15,15",0.858
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003472_score_0.852_x63_y182_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000016_20260711_112835_after_swipe_86_430_86_130_420.png.png,20260711_112714_67508,1,0,not_close,0.002225,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00234_not_close.png,"48,48,17,16",0.852
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003473_score_0.852_x63_y182_w17_h16_log__20260711_112714_67508_afk_20260711_112709_tiger_王國金庫_task__000044_20260711_112927_after_swipe_86_430_86_130_420.png.png,20260711_112714_67508,1,0,not_close,0.002225,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00235_not_close.png,"48,48,17,16",0.852
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003474_score_0.852_x63_y182_w17_h16_log__20260711_141026_2432_kingdom_vault__000012_20260711_141046_after_swipe_86_430_86_130_420.png.png,20260711_141026_2432,1,0,not_close,0.002225,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00236_not_close.png,"48,48,17,16",0.852
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\review\close\ad_issue_20260606_042429_roi_0.png,20260606_042429_roi,1,1,close,0.997597,1,1,1,0,0,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00003_close.png,,
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\review\close\ad_issue_20260606_044717_roi_0.png,20260606_044717_roi,1,1,close,0.999974,1,1,1,0,0,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00006_close.png,,
