source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
click_success_20260713_080545_818,asset_fb6f9655e9c30e97,1,1,close,0.881613,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01070_close_asset_fb6f9655e9c30e97.png,,
click_success_20260713_081203_020,asset_56f1aad4a5d1e8bc,1,1,close,0.999801,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01076_close_asset_56f1aad4a5d1e8bc.png,,
click_success_20260713_081300_633,asset_052743a3536937ab,1,1,close,0.959570,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01077_close_asset_052743a3536937ab.png,,
click_success_20260713_081645_261,asset_30c8ee229aa044f4,1,1,close,0.982544,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00138_close_asset_30c8ee229aa044f4.png,,
click_success_20260713_082026_800,asset_e18d2d36b4462d42,1,1,close,0.999491,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00141_close_asset_e18d2d36b4462d42.png,,
click_success_20260713_082031_822,asset_649ddbb0bb1f8942,1,1,close,0.985483,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01085_close_asset_649ddbb0bb1f8942.png,,
click_success_20260713_082129_269,asset_bac6666a761e1adc,1,1,close,0.954062,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01087_close_asset_bac6666a761e1adc.png,,
click_success_20260713_085652_323,asset_f969550042dd8a5c,1,1,close,0.996057,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01091_close_asset_f969550042dd8a5c.png,,
click_success_20260713_085722_178,asset_0f62c98e529b3d06,1,1,close,0.996563,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01093_close_asset_0f62c98e529b3d06.png,,
click_success_20260713_085740_231,asset_186ef5c07473c5f7,1,1,close,0.998819,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00145_close_asset_186ef5c07473c5f7.png,,
click_success_20260713_090237_721,asset_6245704c040830e6,1,1,close,0.999926,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00151_close_asset_6245704c040830e6.png,,
click_success_20260713_090340_942,asset_49afee44f4eb1fa6,1,1,close,0.867704,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01103_close_asset_49afee44f4eb1fa6.png,,
click_success_20260713_092259_291,asset_eaa49f6694344ff9,1,1,close,0.972883,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00153_close_asset_eaa49f6694344ff9.png,,
click_success_20260713_092358_638,asset_507e8cbb255ddbba,1,1,close,0.999985,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00154_close_asset_507e8cbb255ddbba.png,,
click_success_20260713_092403_554,asset_ff4135452321c27d,1,1,close,0.907037,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01107_close_asset_ff4135452321c27d.png,,
click_success_20260713_092651_933,asset_5d48d448576b133c,1,1,close,0.599762,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01112_close_asset_5d48d448576b133c.png,,
click_success_20260713_092939_863,asset_fe628b894f9e9d17,1,1,close,0.910464,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01115_close_asset_fe628b894f9e9d17.png,,
click_success_20260713_093009_136,asset_9e94bd7f0e647f3d,1,1,close,0.939555,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01116_close_asset_9e94bd7f0e647f3d.png,,
click_success_20260713_094919_639,asset_ff5fa003b27b535b,1,1,close,0.986074,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00162_close_asset_ff5fa003b27b535b.png,,
click_success_20260713_095502_252,asset_c5baf12d61cdbd4b,1,1,close,0.978114,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01123_close_asset_c5baf12d61cdbd4b.png,,
click_success_20260713_095617_140,asset_c7e460477e6815ca,1,1,close,0.975642,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00166_close_asset_c7e460477e6815ca.png,,
click_success_20260713_100156_787,asset_55fbb5e834c0e298,1,1,close,0.949585,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00168_close_asset_55fbb5e834c0e298.png,,
click_success_20260713_100202_021,asset_fe9d31d6ed9b602d,1,1,close,0.845250,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01130_close_asset_fe9d31d6ed9b602d.png,,
click_success_20260713_100244_003,asset_7b1a58c3ef6bea6c,1,1,close,0.858142,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00169_close_asset_7b1a58c3ef6bea6c.png,,
click_success_20260713_100456_732,asset_b1f9c1b9f8fac2f0,1,1,close,0.625380,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01135_close_asset_b1f9c1b9f8fac2f0.png,,
click_success_20260713_102305_939,asset_263d9bbf7a74f119,1,1,close,0.859615,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01139_close_asset_263d9bbf7a74f119.png,,
click_success_20260713_102831_533,asset_673e1ce09b1c7183,1,1,close,0.825166,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01145_close_asset_673e1ce09b1c7183.png,,
click_success_20260713_102840_468,asset_13fae01f38c68d9b,1,0,not_close,0.839114,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01032_not_close_asset_13fae01f38c68d9b.png,,
close_x_classifier/data/review_batch_001/patches,asset_3a2cb213268fa6ee,33,0,not_close,0.643807,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00759_not_close_asset_3a2cb213268fa6ee.png,,
close_x_classifier/data/review_batch_001/review/close,asset_c3fea2567743cc49,1,1,close,0.359161,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00107_close_asset_c3fea2567743cc49.png,,
close_x_classifier/data/stage0_6_canonical_object_poc/images,asset_9a10780f2d36ab87,10,1,close,0.999326,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00110_close_asset_9a10780f2d36ab87.png,,
close_x_classifier/runtime_collection_dryrun/runtime_20260711_233828_059/candidates,asset_44352ab29c2d05f4,1,0,not_close,0.826278,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00852_not_close_asset_44352ab29c2d05f4.png,,
