instance_id,content_id,families,relative_path,image_path,seeds_wrong,max_wrong_prob,min_true_prob,is_hard_negative,score,seed_details
file_17d3cc87b3c2ec90,asset_0f3b38cb29c91625,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000038.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00113_x_mark_asset_0f3b38cb29c91625.png,3,0.7340624332427979,0.959071159362793,0,373,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.97 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.96 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.96
file_f7dfb27948729023,asset_0f3b38cb29c91625,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000047.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00122_x_mark_asset_0f3b38cb29c91625.png,3,0.7340624332427979,0.959071159362793,0,373,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.97 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.96 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.96
file_ebae8724ba32676c,asset_a7d9dca074810b98,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135913_569\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01083_got_asset_a7d9dca074810b98.png,3,0.5208746194839478,0.19274093210697174,0,372,s42 true=got pred=negative top=x_mark:0.50 ; s43 true=got pred=negative top=arrow:0.46 ; s44 true=got pred=x_mark top=x_mark:0.52
file_0796700f3e89b234,asset_62c0598db37c8764,x_mark,ads2\assets\1_templates\close_icons\ad_issue_20260606_042429_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00003_x_mark_asset_62c0598db37c8764.png,3,0.7219864726066589,0.5074920654296875,0,372,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.75 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.51 ; s44 true=x_mark pred=arrow|x_mark top=arrow:0.72
file_8ffbba45af380a08,asset_02c72c16cadd5f8d,free|got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135749_996\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01075_free_got_x_mark_asset_02c72c16cadd5f8d.png,3,0.5142726302146912,0.10003574937582016,0,371,s42 true=free|got|x_mark pred=arrow|free top=free:0.91 ; s43 true=free|got|x_mark pred=arrow|free top=free:0.80 ; s44 true=free|got|x_mark pred=free top=free:0.94
file_4f0533509dde0ef4,asset_83893a37ecb22a22,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095949_902\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01004_arrow_asset_83893a37ecb22a22.png,3,0.6938888430595398,0.6312402486801147,0,369,s42 true=arrow pred=arrow|x_mark top=arrow:0.80 ; s43 true=arrow pred=arrow|next|x_mark top=x_mark:0.69 ; s44 true=arrow pred=arrow|x_mark top=arrow:0.86
file_4bf30da4820066e0,asset_15eafa6f6d0ede04,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000043.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00340_negative_asset_15eafa6f6d0ede04.png,3,0.6914030313491821,1.0,0,369,s42 true=negative pred=play_triangle top=play_triangle:0.69 ; s43 true=negative pred=play_triangle top=play_triangle:0.57 ; s44 true=negative pred=play_triangle top=play_triangle:0.60
file_53b0e2ed15343d57,asset_15eafa6f6d0ede04,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000051.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00348_negative_asset_15eafa6f6d0ede04.png,3,0.6914030313491821,1.0,0,369,s42 true=negative pred=play_triangle top=play_triangle:0.69 ; s43 true=negative pred=play_triangle top=play_triangle:0.57 ; s44 true=negative pred=play_triangle top=play_triangle:0.60
file_61a3dc2e4a8cfa70,asset_6788df1119bb2c5c,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000198.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00273_x_mark_asset_6788df1119bb2c5c.png,3,0.6907801628112793,0.3775882124900818,0,369,s42 true=x_mark pred=arrow|x_mark top=arrow:0.68 ; s43 true=x_mark pred=arrow|next|x_mark top=x_mark:0.64 ; s44 true=x_mark pred=arrow top=arrow:0.69
file_2aa5e3355a1f71c5,asset_31c3f0fd5986e5c4,arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000082.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00157_arrow_asset_31c3f0fd5986e5c4.png,3,0.6878535747528076,0.7456550002098083,0,368,s42 true=arrow pred=arrow|next top=arrow:0.80 ; s43 true=arrow pred=arrow|next top=arrow:0.75 ; s44 true=arrow pred=arrow|next top=arrow:0.91
