instance_id,content_id,families,relative_path,image_path,seeds_wrong,max_wrong_prob,min_true_prob,is_hard_negative,score,seed_details
file_99de56bfa2edab5c,asset_d049e2e5337d8fee,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000343.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00640_negative_asset_d049e2e5337d8fee.png,3,0.6379058957099915,1.0,0,363,s42 true=negative pred=x_mark top=x_mark:0.64 ; s43 true=negative pred=x_mark top=x_mark:0.50 ; s44 true=negative pred=x_mark top=x_mark:0.63
file_8bd6e958d40d0a1b,asset_3911db3a08d8407c,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00941_got_asset_3911db3a08d8407c.png,3,0.628002941608429,0.34824320673942566,0,362,s42 true=got pred=got|x_mark top=got:0.68 ; s43 true=got pred=x_mark top=x_mark:0.55 ; s44 true=got pred=negative top=x_mark:0.45
file_4779a278b028aa94,asset_93e8a1c52eeed49d,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01013_got_asset_93e8a1c52eeed49d.png,3,0.6100579500198364,0.31192368268966675,0,361,s42 true=got pred=got|x_mark top=x_mark:0.61 ; s43 true=got pred=x_mark top=x_mark:0.61 ; s44 true=got pred=negative top=x_mark:0.46
file_a5745491741dd931,asset_d94098ff97a6d4e1,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103115_232\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01043_got_asset_d94098ff97a6d4e1.png,3,0.6054449677467346,0.3363865315914154,0,360,s42 true=got pred=got|x_mark top=got:0.61 ; s43 true=got pred=x_mark top=x_mark:0.55 ; s44 true=got pred=negative top=x_mark:0.50
file_a6dbca664e932053,asset_fe9d31d6ed9b602d,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100202_021\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_01010_got_asset_fe9d31d6ed9b602d.png,3,0.5959082245826721,0.29377517104148865,0,359,s42 true=got pred=got|x_mark top=got:0.63 ; s43 true=got pred=negative top=x_mark:0.50 ; s44 true=got pred=negative top=x_mark:0.47
file_8711b5e5a308a203,asset_cfc5b6cc2ed31dc0,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000196.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00493_negative_asset_cfc5b6cc2ed31dc0.png,3,0.5903406143188477,1.0,0,359,s42 true=negative pred=x_mark top=x_mark:0.59 ; s43 true=negative pred=x_mark top=x_mark:0.59 ; s44 true=negative pred=x_mark top=x_mark:0.51
file_cae6fec426076907,asset_cfc5b6cc2ed31dc0,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000203.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00500_negative_asset_cfc5b6cc2ed31dc0.png,3,0.5903406143188477,1.0,0,359,s42 true=negative pred=x_mark top=x_mark:0.59 ; s43 true=negative pred=x_mark top=x_mark:0.59 ; s44 true=negative pred=x_mark top=x_mark:0.51
file_0d431070739ad3e5,asset_cfc5b6cc2ed31dc0,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000210.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00507_negative_asset_cfc5b6cc2ed31dc0.png,3,0.5903406143188477,1.0,0,359,s42 true=negative pred=x_mark top=x_mark:0.59 ; s43 true=negative pred=x_mark top=x_mark:0.59 ; s44 true=negative pred=x_mark top=x_mark:0.51
file_7a30ab4de7eb758c,asset_b2c26a493402602b,x_mark,ads2\assets\1_templates\close_icons\close_x_end.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00047_x_mark_asset_b2c26a493402602b.png,3,0.5981642007827759,0.46578919887542725,0,359,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.63 ; s43 true=x_mark pred=negative top=next:0.48 ; s44 true=x_mark pred=arrow|x_mark top=arrow:0.60
file_20a9c5333b15a0aa,asset_4a60fdfab002b186,arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000176.png,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_after_label_fix\dataset\images\vf_00251_arrow_asset_4a60fdfab002b186.png,3,0.578801691532135,0.7096773386001587,0,357,s42 true=arrow pred=arrow|next top=arrow:0.71 ; s43 true=arrow pred=arrow|next top=arrow:0.76 ; s44 true=arrow pred=arrow|next top=arrow:0.82
