reason,score,seeds_wrong,fp_count,fn_count,max_wrong_prob,min_true_prob,instance_id,content_id,families,relative_path,image_path,seed_details
train_repeated_model_disagreement,35,3,3,0,0.8484,0.5989,file_3c1dd248079e27eb,asset_22931ff7d50a4007,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095042_528\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00989_arrow_next_asset_22931ff7d50a4007.png,s42 true=arrow|next pred=arrow|next|x_mark top=arrow:0.89 ; s43 true=arrow|next pred=arrow|next|x_mark top=next:0.91 ; s44 true=arrow|next pred=arrow|next|x_mark top=arrow:0.82
train_repeated_model_disagreement,35,3,2,2,0.7465,0.4279,file_b45e660a5a2b7d8d,asset_0d4b215867996981,got,ads2\assets\1_templates\got_icons\got_1.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00061_got_asset_0d4b215867996981.png,s42 true=got pred=free|got top=free:0.55 ; s43 true=got pred=negative top=arrow:0.46 ; s44 true=got pred=arrow top=arrow:0.75
train_repeated_model_disagreement,35,3,3,0,0.7625,0.6156,file_5e99e876883b9184,asset_d082cffe4e8f8f90,got,ads2\assets\1_templates\got_icons\got_6.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00065_got_asset_d082cffe4e8f8f90.png,s42 true=got pred=free|got top=free:0.76 ; s43 true=got pred=free|google_play|got top=got:0.74 ; s44 true=got pred=free|got top=got:0.66
train_repeated_model_disagreement,35,3,3,0,0.7264,0.6694,file_0504a1c09e534466,asset_86b6f2dd24a02f43,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000012.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00087_got_asset_86b6f2dd24a02f43.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.77 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7389,0.6673,file_2529cd8543729086,asset_3339e98614734240,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000017.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00092_got_asset_3339e98614734240.png,s42 true=got pred=free|got top=free:0.74 ; s43 true=got pred=free|got top=got:0.76 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7197,0.6774,file_277c59c085cb6c63,asset_91180915c5701b39,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000027.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00102_got_asset_91180915c5701b39.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.77 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7275,0.6634,file_5f44ff9abab2b6a8,asset_56d6ee45d39394a2,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000033.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00108_got_asset_56d6ee45d39394a2.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.76 ; s44 true=got pred=free|got top=got:0.68
train_repeated_model_disagreement,35,3,3,0,0.7244,0.6770,file_cfd1964100ca8aaa,asset_6a071a9554a7c352,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000048.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00123_got_asset_6a071a9554a7c352.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.78 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7185,0.6827,file_35b03c30d0dda3e6,asset_7dac488a639456b7,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000051.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00126_got_asset_7dac488a639456b7.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.78 ; s44 true=got pred=free|got top=got:0.70
train_repeated_model_disagreement,35,3,3,0,0.7198,0.6790,file_94a20eedf014cf98,asset_72017d57ab286b02,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000090.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00165_got_asset_72017d57ab286b02.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.77 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7153,0.6846,file_899ef938ddd45fcb,asset_469378814dd76c28,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000098.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00173_got_asset_469378814dd76c28.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.78 ; s44 true=got pred=free|got top=got:0.70
train_repeated_model_disagreement,35,3,3,0,0.7180,0.6773,file_092f15fb75ba6dec,asset_1b3a6e6f798fa5a2,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000101.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00176_got_asset_1b3a6e6f798fa5a2.png,s42 true=got pred=free|got top=free:0.72 ; s43 true=got pred=free|got top=got:0.77 ; s44 true=got pred=free|got top=got:0.69
train_repeated_model_disagreement,35,3,3,0,0.7307,0.6380,file_c55a07ff89eb44d9,asset_07806939f8188a93,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000161.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00236_got_asset_07806939f8188a93.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.73 ; s44 true=got pred=free|got top=got:0.64
train_repeated_model_disagreement,35,3,3,0,0.7354,0.6502,file_9b5b5c10ec158498,asset_f8a2f617d0ab962b,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000181.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00256_got_asset_f8a2f617d0ab962b.png,s42 true=got pred=free|got top=free:0.74 ; s43 true=got pred=free|got top=got:0.74 ; s44 true=got pred=free|got top=got:0.65
train_repeated_model_disagreement,35,3,3,0,0.7312,0.6490,file_3ede1657ecbdcef2,asset_e0f9b0b7ef47940a,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000190.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00265_got_asset_e0f9b0b7ef47940a.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.74 ; s44 true=got pred=free|got top=got:0.66
train_repeated_model_disagreement,35,3,3,0,0.7309,0.6487,file_15ed11e405321cbb,asset_6a1897f966d58730,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000194.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00269_got_asset_6a1897f966d58730.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.74 ; s44 true=got pred=free|got top=got:0.65
train_repeated_model_disagreement,35,3,3,0,0.7346,0.6477,file_fb5bc0ac494902be,asset_486695bef386ffa5,got,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000204.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00279_got_asset_486695bef386ffa5.png,s42 true=got pred=free|got top=free:0.73 ; s43 true=got pred=free|got top=got:0.74 ; s44 true=got pred=free|got top=got:0.65
train_repeated_model_disagreement,35,3,3,0,0.8218,1.0000,file_37c927539f69d7db,asset_17a648c454f69753,negative,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000418.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00712_negative_asset_17a648c454f69753.png,s42 true=negative pred=arrow|next top=arrow:0.68 ; s43 true=negative pred=arrow top=arrow:0.64 ; s44 true=negative pred=arrow|next top=arrow:0.82
train_repeated_model_disagreement,35,3,3,1,0.7220,0.4995,file_0796700f3e89b234,asset_62c0598db37c8764,x_mark,ads2\assets\1_templates\close_icons\ad_issue_20260606_042429_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00003_x_mark_asset_62c0598db37c8764.png,s42 true=x_mark pred=arrow|x_mark top=arrow:0.59 ; s43 true=x_mark pred=arrow top=arrow:0.50 ; s44 true=x_mark pred=arrow|x_mark top=arrow:0.72
train_repeated_model_disagreement,35,3,3,0,0.8814,0.5688,file_88b1cc8a3de93123,asset_44aa502360ac075b,x_mark,ads2\assets\1_templates\close_icons\close_12.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00019_x_mark_asset_44aa502360ac075b.png,s42 true=x_mark pred=arrow|x_mark top=arrow:0.88 ; s43 true=x_mark pred=arrow|next|x_mark top=next:0.75 ; s44 true=x_mark pred=arrow|next|x_mark top=arrow:0.87
train_repeated_model_disagreement,35,3,3,0,0.8054,0.7469,file_4a39bc8220b54bcf,asset_0adb2ecfead6543b,x_mark,ads2\assets\1_templates\close_icons\close_24.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00032_x_mark_asset_0adb2ecfead6543b.png,s42 true=x_mark pred=arrow|next|x_mark top=x_mark:0.85 ; s43 true=x_mark pred=arrow|next|x_mark top=x_mark:0.75 ; s44 true=x_mark pred=arrow|next|x_mark top=arrow:0.81
train_repeated_model_disagreement,35,3,3,0,0.8135,0.5137,file_0da1190477d9a899,asset_720686941c854cbf,x_mark,ads2\assets\1_templates\close_icons\close_x_left.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00051_x_mark_asset_720686941c854cbf.png,s42 true=x_mark pred=arrow|x_mark top=arrow:0.74 ; s43 true=x_mark pred=arrow|next|x_mark top=arrow:0.63 ; s44 true=x_mark pred=arrow|next|x_mark top=arrow:0.81
train_repeated_model_disagreement,35,3,3,0,0.8274,0.7680,file_d69076ccf60a2327,asset_172ddc86ac086eee,x_mark,ads2\assets\1_templates\close_icons\close_x_momo.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00052_x_mark_asset_172ddc86ac086eee.png,s42 true=x_mark pred=arrow|x_mark top=arrow:0.83 ; s43 true=x_mark pred=arrow|next|x_mark top=x_mark:0.83 ; s44 true=x_mark pred=arrow|next|x_mark top=x_mark:0.77
train_repeated_model_disagreement,35,3,3,0,0.7790,0.8143,file_350e5e44d7026bec,asset_f100a9014b2156a1,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000016.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00091_x_mark_asset_f100a9014b2156a1.png,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.81 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.89 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.85
train_repeated_model_disagreement,35,3,3,0,0.7341,0.9549,file_17d3cc87b3c2ec90,asset_0f3b38cb29c91625,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000038.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00113_x_mark_asset_0f3b38cb29c91625.png,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.95 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.96 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.96
train_repeated_model_disagreement,35,3,3,0,0.7341,0.9549,file_f7dfb27948729023,asset_0f3b38cb29c91625,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000047.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00122_x_mark_asset_0f3b38cb29c91625.png,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.95 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.96 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.96
train_repeated_model_disagreement,35,3,3,1,0.7013,0.3987,file_61a3dc2e4a8cfa70,asset_6788df1119bb2c5c,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000198.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00273_x_mark_asset_6788df1119bb2c5c.png,s42 true=x_mark pred=arrow|x_mark top=arrow:0.70 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.63 ; s44 true=x_mark pred=arrow top=arrow:0.69
train_repeated_model_disagreement,35,3,3,0,0.7790,0.8143,file_be3dbd3a49dbb80b,asset_f100a9014b2156a1,x_mark,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000212.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00287_x_mark_asset_f100a9014b2156a1.png,s42 true=x_mark pred=arrow|x_mark top=x_mark:0.81 ; s43 true=x_mark pred=arrow|x_mark top=x_mark:0.89 ; s44 true=x_mark pred=arrow|x_mark top=x_mark:0.85
train_repeated_model_disagreement,33,3,0,3,0.0000,0.0378,file_b3d3d941c081f532,asset_713d9bd8585df68b,arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000201.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00276_arrow_asset_713d9bd8585df68b.png,s42 true=arrow pred=negative top=arrow:0.17 ; s43 true=arrow pred=negative top=x_mark:0.09 ; s44 true=arrow pred=negative top=free:0.07
train_repeated_model_disagreement,33,3,3,3,0.5906,0.1000,file_8ffbba45af380a08,asset_02c72c16cadd5f8d,free|got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135749_996\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01075_free_got_x_mark_asset_02c72c16cadd5f8d.png,s42 true=free|got|x_mark pred=arrow|free top=free:0.81 ; s43 true=free|got|x_mark pred=arrow|free top=free:0.71 ; s44 true=free|got|x_mark pred=free|next top=free:0.87
train_repeated_model_disagreement,33,3,2,3,0.5358,0.1903,file_f17f0597f4a960bf,asset_28434918920405bd,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00862_got_asset_28434918920405bd.png,s42 true=got pred=negative top=x_mark:0.43 ; s43 true=got pred=arrow|x_mark top=x_mark:0.54 ; s44 true=got pred=x_mark top=x_mark:0.51
train_repeated_model_disagreement,33,3,1,3,0.5048,0.1687,file_8530abf2f6494c7a,asset_963baf19279319e4,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00882_got_asset_963baf19279319e4.png,s42 true=got pred=negative top=x_mark:0.36 ; s43 true=got pred=negative top=x_mark:0.46 ; s44 true=got pred=x_mark top=x_mark:0.50
train_repeated_model_disagreement,33,3,1,3,0.5505,0.2201,file_15d57ab21d089397,asset_737da74c398dd713,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00885_got_asset_737da74c398dd713.png,s42 true=got pred=negative top=x_mark:0.36 ; s43 true=got pred=negative top=arrow:0.45 ; s44 true=got pred=x_mark top=x_mark:0.55
train_repeated_model_disagreement,33,3,0,3,0.0000,0.1974,file_3fb8b5064903ca0c,asset_11db72d833ab9f3d,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00891_got_asset_11db72d833ab9f3d.png,s42 true=got pred=negative top=x_mark:0.32 ; s43 true=got pred=negative top=arrow:0.42 ; s44 true=got pred=negative top=x_mark:0.40
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2022,file_1d474dd251495027,asset_64468130aeae340f,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00894_got_asset_64468130aeae340f.png,s42 true=got pred=negative top=x_mark:0.31 ; s43 true=got pred=negative top=arrow:0.43 ; s44 true=got pred=negative top=x_mark:0.42
train_repeated_model_disagreement,33,3,2,3,0.5761,0.1900,file_2099c897741bb7ac,asset_3f76ae4068c4ab21,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00897_got_asset_3f76ae4068c4ab21.png,s42 true=got pred=negative top=x_mark:0.50 ; s43 true=got pred=x_mark top=x_mark:0.55 ; s44 true=got pred=arrow|x_mark top=x_mark:0.58
train_repeated_model_disagreement,33,3,2,3,0.5580,0.2081,file_9036c20d93a62e90,asset_bac6666a761e1adc,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00909_got_asset_bac6666a761e1adc.png,s42 true=got pred=negative top=x_mark:0.43 ; s43 true=got pred=x_mark top=x_mark:0.51 ; s44 true=got pred=x_mark top=x_mark:0.56
train_repeated_model_disagreement,33,3,1,3,0.5873,0.1832,file_89f5783d6a5d01a2,asset_5e68128f2f5b8dab,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00918_got_asset_5e68128f2f5b8dab.png,s42 true=got pred=negative top=x_mark:0.47 ; s43 true=got pred=x_mark top=x_mark:0.59 ; s44 true=got pred=negative top=x_mark:0.49
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2176,file_b651671549196160,asset_00f7d7b29ed47ea4,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00927_got_asset_00f7d7b29ed47ea4.png,s42 true=got pred=negative top=got:0.35 ; s43 true=got pred=negative top=x_mark:0.46 ; s44 true=got pred=negative top=x_mark:0.43
train_repeated_model_disagreement,33,3,2,3,0.5112,0.2763,file_84a8d2e130401c22,asset_d66a3b4c3a54e582,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00962_got_asset_d66a3b4c3a54e582.png,s42 true=got pred=negative top=x_mark:0.40 ; s43 true=got pred=x_mark top=x_mark:0.50 ; s44 true=got pred=x_mark top=x_mark:0.51
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2174,file_a067bd798a422f13,asset_183568ccccf9b17c,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095216_081\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00993_got_asset_183568ccccf9b17c.png,s42 true=got pred=negative top=got:0.31 ; s43 true=got pred=negative top=x_mark:0.38 ; s44 true=got pred=negative top=got:0.36
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2580,file_2d8c856bebd75ce8,asset_741a7dc2efc4ab03,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095626_251\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01002_got_asset_741a7dc2efc4ab03.png,s42 true=got pred=negative top=got:0.35 ; s43 true=got pred=negative top=x_mark:0.42 ; s44 true=got pred=negative top=x_mark:0.36
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2872,file_396637fffb08b166,asset_6464ee682b6e9539,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102018_720\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01022_got_asset_6464ee682b6e9539.png,s42 true=got pred=negative top=got:0.37 ; s43 true=got pred=negative top=arrow:0.32 ; s44 true=got pred=negative top=x_mark:0.38
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2779,file_62c3dd3102650707,asset_a6a1a807225333d3,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102143_549\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01025_got_asset_a6a1a807225333d3.png,s42 true=got pred=negative top=got:0.37 ; s43 true=got pred=negative top=x_mark:0.31 ; s44 true=got pred=negative top=x_mark:0.34
train_repeated_model_disagreement,33,3,1,3,0.5446,0.1906,file_e41974232e7b3369,asset_25a22f5df74ffae1,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132613_620\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01063_got_asset_25a22f5df74ffae1.png,s42 true=got pred=negative top=x_mark:0.43 ; s43 true=got pred=negative top=x_mark:0.42 ; s44 true=got pred=x_mark top=x_mark:0.54
train_repeated_model_disagreement,33,3,0,3,0.0000,0.1927,file_ebae8724ba32676c,asset_a7d9dca074810b98,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135913_569\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01083_got_x_mark_asset_a7d9dca074810b98.png,s42 true=got|x_mark pred=negative top=arrow:0.43 ; s43 true=got|x_mark pred=negative top=arrow:0.46 ; s44 true=got|x_mark pred=x_mark top=x_mark:0.58
train_repeated_model_disagreement,33,3,0,3,0.0000,0.1748,file_dddc8918627d32c5,asset_fbc8aa9f5506c36f,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_163205_424\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01092_got_x_mark_asset_fbc8aa9f5506c36f.png,s42 true=got|x_mark pred=negative top=x_mark:0.39 ; s43 true=got|x_mark pred=negative top=x_mark:0.38 ; s44 true=got|x_mark pred=negative top=x_mark:0.47
train_repeated_model_disagreement,33,3,0,3,0.0000,0.2523,file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,next,ads2\assets\1_templates\close_icons\close_skip_next.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,s42 true=next pred=negative top=next:0.37 ; s43 true=next pred=negative top=next:0.43 ; s44 true=next pred=negative top=arrow:0.37
train_repeated_model_disagreement,30,3,3,1,0.6072,0.3903,file_ecb42889e244410f,asset_600c1aa4b826d2ff,arrow,ads2\assets\1_templates\備份\close_4.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00068_arrow_asset_600c1aa4b826d2ff.png,s42 true=arrow pred=arrow|x_mark top=arrow:0.81 ; s43 true=arrow pred=x_mark top=x_mark:0.59 ; s44 true=arrow pred=arrow|next|x_mark top=arrow:0.73
