distance,content_id_a,families_a,path_a,image_a,content_id_b,families_b,path_b,image_b
0,asset_085f1c813551e8c9,free|play_triangle,ads2\assets\1_templates\備份\btn_free_ad.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00067_free_play_triangle_asset_085f1c813551e8c9.png,asset_b9f13ebbb5033ec5,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000126.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00201_free_asset_b9f13ebbb5033ec5.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00076_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00077_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00078_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000008.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00083_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000009.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00084_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000013.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00088_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000014.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00089_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000015.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00090_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000018.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00093_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000019.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00094_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000022.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00097_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000025.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00100_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000028.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00103_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000029.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00104_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000030.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00105_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_a2b1e091a21628ed,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000031.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00106_free_asset_a2b1e091a21628ed.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000034.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00109_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000035.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00110_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000036.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00111_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_a2b1e091a21628ed,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000037.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00112_free_asset_a2b1e091a21628ed.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000040.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00115_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000041.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00116_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_21c5da20d19c35cc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000042.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00117_free_asset_21c5da20d19c35cc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000045.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00120_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000046.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00121_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000049.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00124_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000052.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00127_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000055.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00130_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000058.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00133_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000061.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00136_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000064.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00139_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000067.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00142_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000070.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00145_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000071.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00146_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000072.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00147_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000077.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00152_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000078.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00153_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000079.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00154_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000084.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00159_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000085.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00160_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_21c5da20d19c35cc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000086.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00161_free_asset_21c5da20d19c35cc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000091.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00166_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000092.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00167_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000096.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00171_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000099.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00174_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000102.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00177_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000105.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00180_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000108.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00183_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000111.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00186_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000114.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00189_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000117.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00192_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000118.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00193_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000119.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00194_free_asset_0a4e900ac50de596.png
