group,count,positives,negatives,tp,fp,tn,fn,precision,recall,fpr
asset_2c6a23f7e8a27094,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_2cedb61455e635df,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_2d0a2d5cbd70de6b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_2d4285c872071c5e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_3357841f0220f11b,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_34c38e9f001fb40e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_366c2e827a864d08,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_389445e37698af62,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_38da3057c3705cb4,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_3911db3a08d8407c,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_3d092f5cbb66ff78,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_3d50df392fb8fb02,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_3de81cdd6f81f932,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_3f76ae4068c4ab21,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_3ff30ec14961a04f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_45968d6db941cf70,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_48a6890751ecb3ae,1,0,1,0,1,0,0,0.0,0.0,1.0
asset_497df773d3786fa2,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_4b13bba290a85eab,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4ba424888f0b45ad,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4bdd3141488cd5aa,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4c5ecc2064292de8,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4c8db5114e4a4e20,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4cee2ed92030b8f4,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4e6b0076cf9cba79,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4ed1135887f5c9e0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4f7b9cd72f46366a,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_4fbcd7df4f1e9032,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_505dc525203b5c2d,2,0,2,0,0,2,0,0.0,0.0,0.0
asset_52b30b748dca3bc4,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_53138261dc91e34d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_53464257d29506c2,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_53debd4fe80fc84a,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_54bc08d83f0e897e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_565f2f8c61c441ed,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_56d393572f6f818f,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_570f2a62b087fc92,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_57551126a57fcf65,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_5d603996821c6630,2,0,2,0,0,2,0,0.0,0.0,0.0
asset_5e68128f2f5b8dab,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_600c1aa4b826d2ff,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_6245704c040830e6,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_6249381a8b9ada8d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_649ddbb0bb1f8942,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_64cbc0a8bb929048,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_65b07531441c999d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_673e1ce09b1c7183,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_67f3b920de018b28,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_67f638e9c40b3b4e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_68017aac18164e18,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_683215c4ec99223d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_6b509c9315eeaf78,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_6c4361db35dc6101,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_6f4b0c9027e8882f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_702ce9c110ac8383,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7107feb27893b34d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_722dd607cecfbea7,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_73a7f78b53b77bea,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_760cdc4c1937c204,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_77b23536ead19af5,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_79637e5fd72f95ea,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_7a4697aa90795534,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7acc39b655a0bda9,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7dbc3094aa7539f0,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7e25ffb66d6ac8ce,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7e28f00f839fce1f,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_7e41dc9f4d44bb18,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_7ea505252b3da083,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_7effdcd52ed3801b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_7fb7bd1919b179e8,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_81d3441074ec44cd,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8246d10f6c6dfb69,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_832711dbd218c139,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_83b91869426baa8c,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_853e9dd9f93de3b9,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_860994ece406753d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_868795824afcde6f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8873d291854be2d1,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8a6ebc957d7bacf2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8d1e690a0d02e3a6,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8d59ffce62d7cb97,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_8f59617264161f1d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_917bc11cb365ab77,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_927b02d71a0d5e87,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_93e8a1c52eeed49d,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_96c598a095c06f03,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_97db52526fea1d31,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_9856ac6b3f298f71,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_99981f36c1293ec4,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_99b2e2fbe1bfb4af,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9a21504bfdc8a637,4,0,4,0,0,4,0,0.0,0.0,0.0
asset_9bd83ce1a9915ca0,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_9c3005e8cf61b486,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9caf5ab24f607598,3,0,3,0,0,3,0,0.0,0.0,0.0
asset_9dbff90d19654513,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9e5678d3de44482f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9e94bd7f0e647f3d,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_9ee89726bc11e54c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a1b3a224df4f0c51,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a267329783339e3b,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_a2d77598d0693c89,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a3236fb8bf0be3f2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a3e3e7ee9b3ea925,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a6b2ee383b064fde,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a8d5814c47c4ff46,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a91cc48870a330e4,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_a93ae39cee636960,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a9844f4b2a827a21,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_abdad0a829b22ec2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_acdbf97adac6c560,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_ad69ea5249520fd6,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_aebc821f3ab849ed,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_af4cf6ef1f7406d0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_af58ae44a4d53219,1,0,1,0,1,0,0,0.0,0.0,1.0
asset_b08b4d69d4e9292d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b0fec82eff8c1cde,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b1d8db537d5c066d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b3d2dc810356b37f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b3fc26fb5e9db431,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_b7ad3c8fa00ae64d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b7e64faadd9ca7c4,2,2,0,0,0,0,2,0.0,0.0,0.0
asset_bafa07a8590b3576,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_bbe7c3cc34708b56,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_becbe3dac5374389,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c4122a982de9a90e,3,0,3,0,0,3,0,0.0,0.0,0.0
asset_c419cad03363541c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c6ba138c66245947,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c789654b6543eac8,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_cada2ef3fd481717,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ce7831113f2bc0e7,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ce83eb3b41479e6c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_cef23608dc872452,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_d0037e3a2d056477,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d0c43c6062f54e39,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_d34192105bd91f3e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d56f197484815c71,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d65f076043023e54,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d6ede7713b52b5c0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d7325b503fd4b488,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d7e63da6bce07de7,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_d9b4a93cc253ae66,2,2,0,2,0,0,0,1.0,1.0,0.0
asset_da20f68a045d0135,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_de7b8c7922f1f900,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_e00e2c737117266f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e4ffffeae449791a,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e5badd6c198477e0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e683135cedeb88ab,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e734e54a377cc85c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ea6642c3c3ac92c6,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_eaa49f6694344ff9,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_eada6361fb72f57b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ebdc895ca71436f4,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_ec4cebf942982f72,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ecb016283fbb78e7,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ed5a1a752a30bef4,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ed79339c38e25f85,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ee02f730b82612e5,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_f0c3c71bf68afa86,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f0ec6a4655f7ce45,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f18a4ea8d7151235,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f3cb07eb8f4577f4,3,0,3,0,0,3,0,0.0,0.0,0.0
asset_f4635d966947b24b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f999348b3f09139c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_fb82d16aeb73e169,1,0,1,0,1,0,0,0.0,0.0,1.0
asset_fb87ab28d945f35e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_fd835ebab067525d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_fe628b894f9e9d17,1,1,0,1,0,0,0,1.0,1.0,0.0
