annotation_id,screen_id,image_path,event_id,source_session,bbox_x,bbox_y,bbox_w,bbox_h,category,label,proposal_source,template_name,screen_change_score,split_group,split
click_ann_000070,click_det_000070,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000070.png,20260719_103738_937,ads2_click_success_20260719_103738_937,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,36.80715277777778,click_success:ads2_click_success_20260719_103738_937,
click_ann_000071,click_det_000071,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000071.png,20260719_103745_300,ads2_click_success_20260719_103745_300,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,50.75465277777778,click_success:ads2_click_success_20260719_103745_300,
click_ann_000072,click_det_000072,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000072.png,20260719_103802_890,ads2_click_success_20260719_103802_890,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,27.513680555555556,click_success:ads2_click_success_20260719_103802_890,
click_ann_000073,click_det_000073,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000073.png,20260719_103807_546,ads2_click_success_20260719_103807_546,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,33.587361111111115,click_success:ads2_click_success_20260719_103807_546,
click_ann_000074,click_det_000074,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000074.png,20260719_104040_426,ads2_click_success_20260719_104040_426,376.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,84.34409722222222,click_success:ads2_click_success_20260719_104040_426,
click_ann_000075,click_det_000075,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000075.png,20260719_104058_778,ads2_click_success_20260719_104058_778,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.93201388888889,click_success:ads2_click_success_20260719_104058_778,
click_ann_000076,click_det_000076,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000076.png,20260719_104104_182,ads2_click_success_20260719_104104_182,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.2757638888889,click_success:ads2_click_success_20260719_104104_182,
click_ann_000077,click_det_000077,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000077.png,20260719_104121_989,ads2_click_success_20260719_104121_989,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,82.02333333333333,click_success:ads2_click_success_20260719_104121_989,
click_ann_000078,click_det_000078,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000078.png,20260719_104126_971,ads2_click_success_20260719_104126_971,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.80548611111111,click_success:ads2_click_success_20260719_104126_971,
click_ann_000079,click_det_000079,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000079.png,20260719_104132_340,ads2_click_success_20260719_104132_340,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.2161111111111,click_success:ads2_click_success_20260719_104132_340,
click_ann_000080,click_det_000080,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000080.png,20260719_104150_255,ads2_click_success_20260719_104150_255,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,82.65833333333333,click_success:ads2_click_success_20260719_104150_255,
click_ann_000081,click_det_000081,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000081.png,20260719_104155_349,ads2_click_success_20260719_104155_349,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.9276388888889,click_success:ads2_click_success_20260719_104155_349,
click_ann_000082,click_det_000082,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000082.png,20260719_104200_678,ads2_click_success_20260719_104200_678,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.16166666666666,click_success:ads2_click_success_20260719_104200_678,
click_ann_000083,click_det_000083,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000083.png,20260719_104218_527,ads2_click_success_20260719_104218_527,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,69.335,click_success:ads2_click_success_20260719_104218_527,
click_ann_000084,click_det_000084,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000084.png,20260719_104223_529,ads2_click_success_20260719_104223_529,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.89298611111111,click_success:ads2_click_success_20260719_104223_529,
click_ann_000085,click_det_000085,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000085.png,20260719_110246_831,ads2_click_success_20260719_110246_831,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,66.68861111111111,click_success:ads2_click_success_20260719_110246_831,
click_ann_000086,click_det_000086,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000086.png,20260719_110304_494,ads2_click_success_20260719_110304_494,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,35.770833333333336,click_success:ads2_click_success_20260719_110304_494,
click_ann_000087,click_det_000087,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000087.png,20260719_110309_257,ads2_click_success_20260719_110309_257,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,44.87798611111111,click_success:ads2_click_success_20260719_110309_257,
click_ann_000088,click_det_000088,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000088.png,20260719_110315_415,ads2_click_success_20260719_110315_415,878.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,66.82930555555555,click_success:ads2_click_success_20260719_110315_415,
click_ann_000089,click_det_000089,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000089.png,20260719_110333_073,ads2_click_success_20260719_110333_073,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,42.538333333333334,click_success:ads2_click_success_20260719_110333_073,
click_ann_000090,click_det_000090,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000090.png,20260719_110337_799,ads2_click_success_20260719_110337_799,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,42.395694444444445,click_success:ads2_click_success_20260719_110337_799,
click_ann_000091,click_det_000091,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000091.png,20260719_110343_870,ads2_click_success_20260719_110343_870,462.000,354.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,62.318125,click_success:ads2_click_success_20260719_110343_870,
click_ann_000092,click_det_000092,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000092.png,20260719_110401_544,ads2_click_success_20260719_110401_544,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,47.83159722222222,click_success:ads2_click_success_20260719_110401_544,
click_ann_000093,click_det_000093,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000093.png,20260719_110406_245,ads2_click_success_20260719_110406_245,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,41.64361111111111,click_success:ads2_click_success_20260719_110406_245,
