screen_id,image_path,original_path,event_json,event_id,source_session,timestamp,proposal_source,template_name,screen_change_score,width,height,positive_bbox_count,dataset_role,split_group,split
click_det_000020,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000020.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094422_597\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094422_597\event.json,20260719_094422_597,ads2_click_success_20260719_094422_597,2026-07-19T09:44:22+0800,free_ad_template,close_26.png,70.45263888888888,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094422_597,
click_det_000021,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000021.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\event.json,20260719_094440_190,ads2_click_success_20260719_094440_190,2026-07-19T09:44:40+0800,close_template,close_11.png,47.613194444444446,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094440_190,
click_det_000022,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000022.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\event.json,20260719_094457_076,ads2_click_success_20260719_094457_076,2026-07-19T09:44:57+0800,close_template,close_11.png,94.40569444444445,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094457_076,
click_det_000023,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000023.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094502_188\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094502_188\event.json,20260719_094502_188,ads2_click_success_20260719_094502_188,2026-07-19T09:45:02+0800,got_template,got2.png,83.82826388888888,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094502_188,
click_det_000024,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000024.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094507_884\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094507_884\event.json,20260719_094507_884,ads2_click_success_20260719_094507_884,2026-07-19T09:45:07+0800,free_ad_template,close_26.png,98.71409722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094507_884,
click_det_000025,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000025.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094541_425\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094541_425\event.json,20260719_094541_425,ads2_click_success_20260719_094541_425,2026-07-19T09:45:41+0800,close_template,ad_issue_20260606_043419_roi_0.png,169.00104166666668,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094541_425,
click_det_000026,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000026.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094546_590\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094546_590\event.json,20260719_094546_590,ads2_click_success_20260719_094546_590,2026-07-19T09:45:46+0800,got_template,got2.png,83.88256944444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094546_590,
click_det_000027,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000027.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\event.json,20260719_094610_216,ads2_click_success_20260719_094610_216,2026-07-19T09:46:10+0800,close_template,close_11.png,47.27194444444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094610_216,
click_det_000028,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000028.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\event.json,20260719_094627_345,ads2_click_success_20260719_094627_345,2026-07-19T09:46:27+0800,close_template,close_11.png,93.60097222222223,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094627_345,
click_det_000029,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000029.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094632_530\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094632_530\event.json,20260719_094632_530,ads2_click_success_20260719_094632_530,2026-07-19T09:46:32+0800,got_template,got2.png,83.94131944444445,960,540,1,weak_positive,click_success:ads2_click_success_20260719_094632_530,
click_det_000030,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000030.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100706_535\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100706_535\event.json,20260719_100706_535,ads2_click_success_20260719_100706_535,2026-07-19T10:07:06+0800,free_ad_template,close_26.png,76.74416666666667,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100706_535,
click_det_000031,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000031.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100737_177\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100737_177\event.json,20260719_100737_177,ads2_click_success_20260719_100737_177,2026-07-19T10:07:37+0800,close_template,ad_issue_20260606_052002_roi_15.png,121.52666666666667,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100737_177,
click_det_000032,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000032.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100742_015\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100742_015\event.json,20260719_100742_015,ads2_click_success_20260719_100742_015,2026-07-19T10:07:42+0800,got_template,got2.png,43.526666666666664,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100742_015,
click_det_000033,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000033.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100748_731\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100748_731\event.json,20260719_100748_731,ads2_click_success_20260719_100748_731,2026-07-19T10:07:48+0800,free_ad_template,close_26.png,66.60381944444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100748_731,
click_det_000034,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000034.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100818_285\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100818_285\event.json,20260719_100818_285,ads2_click_success_20260719_100818_285,2026-07-19T10:08:18+0800,close_template,ad_issue_20260606_052002_roi_15.png,123.34958333333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100818_285,
click_det_000035,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000035.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100823_240\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100823_240\event.json,20260719_100823_240,ads2_click_success_20260719_100823_240,2026-07-19T10:08:23+0800,got_template,got2.png,41.17979166666667,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100823_240,
click_det_000036,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000036.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100829_630\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100829_630\event.json,20260719_100829_630,ads2_click_success_20260719_100829_630,2026-07-19T10:08:29+0800,free_ad_template,close_26.png,60.204861111111114,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100829_630,
click_det_000037,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000037.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100848_151\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100848_151\event.json,20260719_100848_151,ads2_click_success_20260719_100848_151,2026-07-19T10:08:48+0800,close_template,close_24.png,118.05472222222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100848_151,
click_det_000038,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000038.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100852_946\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100852_946\event.json,20260719_100852_946,ads2_click_success_20260719_100852_946,2026-07-19T10:08:52+0800,got_template,got2.png,40.21180555555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100852_946,
click_det_000039,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000039.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100918_100\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100918_100\event.json,20260719_100918_100,ads2_click_success_20260719_100918_100,2026-07-19T10:09:18+0800,close_template,close_24.png,112.97756944444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100918_100,
click_det_000040,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000040.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100922_776\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100922_776\event.json,20260719_100922_776,ads2_click_success_20260719_100922_776,2026-07-19T10:09:22+0800,got_template,got2.png,37.26486111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100922_776,
click_det_000041,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000041.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100929_383\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100929_383\event.json,20260719_100929_383,ads2_click_success_20260719_100929_383,2026-07-19T10:09:29+0800,free_ad_template,free_ad_3.png,51.56118055555555,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100929_383,
click_det_000042,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000042.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100947_354\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100947_354\event.json,20260719_100947_354,ads2_click_success_20260719_100947_354,2026-07-19T10:09:47+0800,close_template,close_24.png,119.741875,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100947_354,
click_det_000043,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000043.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_100952_060\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_100952_060\event.json,20260719_100952_060,ads2_click_success_20260719_100952_060,2026-07-19T10:09:52+0800,got_template,got2.png,37.361041666666665,960,540,1,weak_positive,click_success:ads2_click_success_20260719_100952_060,
click_det_000044,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000044.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101016_908\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101016_908\event.json,20260719_101016_908,ads2_click_success_20260719_101016_908,2026-07-19T10:10:16+0800,close_template,close_24.png,114.22909722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101016_908,
click_det_000045,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000045.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101021_661\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101021_661\event.json,20260719_101021_661,ads2_click_success_20260719_101021_661,2026-07-19T10:10:21+0800,got_template,got2.png,34.211666666666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101021_661,
click_det_000046,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000046.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101209_346\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101209_346\event.json,20260719_101209_346,ads2_click_success_20260719_101209_346,2026-07-19T10:12:09+0800,free_ad_template,close_26.png,83.91701388888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101209_346,
click_det_000047,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000047.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101227_582\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101227_582\event.json,20260719_101227_582,ads2_click_success_20260719_101227_582,2026-07-19T10:12:27+0800,got_template,got2.png,83.80111111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101227_582,
click_det_000048,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000048.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101252_074\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101252_074\event.json,20260719_101252_074,ads2_click_success_20260719_101252_074,2026-07-19T10:12:52+0800,close_template,close_24.png,91.75680555555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101252_074,
click_det_000049,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000049.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101257_107\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101257_107\event.json,20260719_101257_107,ads2_click_success_20260719_101257_107,2026-07-19T10:12:57+0800,got_template,got2.png,83.84923611111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101257_107,
click_det_000050,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000050.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101302_590\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101302_590\event.json,20260719_101302_590,ads2_click_success_20260719_101302_590,2026-07-19T10:13:02+0800,free_ad_template,close_26.png,133.26208333333332,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101302_590,
click_det_000051,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000051.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101321_354\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101321_354\event.json,20260719_101321_354,ads2_click_success_20260719_101321_354,2026-07-19T10:13:21+0800,close_template,close_24.png,92.02791666666667,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101321_354,
click_det_000052,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000052.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101326_376\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101326_376\event.json,20260719_101326_376,ads2_click_success_20260719_101326_376,2026-07-19T10:13:26+0800,got_template,got2.png,83.75708333333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101326_376,
click_det_000053,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000053.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101331_717\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101331_717\event.json,20260719_101331_717,ads2_click_success_20260719_101331_717,2026-07-19T10:13:31+0800,free_ad_template,close_26.png,133.23097222222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101331_717,
click_det_000054,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000054.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101349_744\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101349_744\event.json,20260719_101349_744,ads2_click_success_20260719_101349_744,2026-07-19T10:13:49+0800,close_template,close_24.png,100.35597222222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101349_744,
click_det_000055,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000055.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_101354_790\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_101354_790\event.json,20260719_101354_790,ads2_click_success_20260719_101354_790,2026-07-19T10:13:54+0800,got_template,got2.png,84.02291666666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_101354_790,
click_det_000056,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000056.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103521_241\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103521_241\event.json,20260719_103521_241,ads2_click_success_20260719_103521_241,2026-07-19T10:35:21+0800,free_ad_template,close_26.png,63.75625,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103521_241,
click_det_000057,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000057.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103538_992\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103538_992\event.json,20260719_103538_992,ads2_click_success_20260719_103538_992,2026-07-19T10:35:39+0800,close_template,close_2.png,38.09986111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103538_992,
click_det_000058,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000058.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103543_766\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103543_766\event.json,20260719_103543_766,ads2_click_success_20260719_103543_766,2026-07-19T10:35:43+0800,got_template,got2.png,42.97645833333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103543_766,
click_det_000059,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000059.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103549_876\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103549_876\event.json,20260719_103549_876,ads2_click_success_20260719_103549_876,2026-07-19T10:35:49+0800,free_ad_template,close_26.png,63.76368055555555,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103549_876,
click_det_000060,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000060.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103607_635\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103607_635\event.json,20260719_103607_635,ads2_click_success_20260719_103607_635,2026-07-19T10:36:07+0800,close_template,close_2.png,32.12284722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103607_635,
