family,score,true_label,families,instance_id,content_id,image_path,original_path,relative_path,source_root,best_reference_instance_id,best_reference_content_id
next,0.8050780892372131,0,arrow,file_857e5225a2b06af8,asset_927b02d71a0d5e87,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00029_arrow_asset_927b02d71a0d5e87.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_21.png,ads2\assets\1_templates\close_icons\close_21.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.47302529215812683,0,arrow,file_d109bb027585db3a,asset_384d89598f4f57fc,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00030_arrow_asset_384d89598f4f57fc.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_22.png,ads2\assets\1_templates\close_icons\close_22.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.5343113541603088,0,arrow,file_abf6a9593a794d4f,asset_0f7f87e6da29ae62,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00031_arrow_asset_0f7f87e6da29ae62.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_23.png,ads2\assets\1_templates\close_icons\close_23.png,ads2\assets\1_templates,file_8adc86c006864b12,asset_8829832efa233731
next,0.48555392026901245,0,x_mark,file_4a39bc8220b54bcf,asset_0adb2ecfead6543b,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00032_x_mark_asset_0adb2ecfead6543b.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_24.png,ads2\assets\1_templates\close_icons\close_24.png,ads2\assets\1_templates,file_8adc86c006864b12,asset_8829832efa233731
next,0.46794408559799194,0,x_mark,file_acc7870ed969732e,asset_d9b4a93cc253ae66,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00033_x_mark_asset_d9b4a93cc253ae66.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_25.png,ads2\assets\1_templates\close_icons\close_25.png,ads2\assets\1_templates,file_8adc86c006864b12,asset_8829832efa233731
next,0.6039416790008545,0,arrow,file_2aafaa2342e7ff6d,asset_649d289a08c9fe33,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00034_arrow_asset_649d289a08c9fe33.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_3.png,ads2\assets\1_templates\close_icons\close_3.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.7186118960380554,0,arrow,file_d4c87444e5015593,asset_00f02ef77adb18c4,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00035_arrow_asset_00f02ef77adb18c4.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_4.png,ads2\assets\1_templates\close_icons\close_4.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.6908534169197083,0,arrow,file_cd80a32dc3ce69d3,asset_59b134576fd486a2,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00036_arrow_asset_59b134576fd486a2.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_5.png,ads2\assets\1_templates\close_icons\close_5.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.8148170709609985,1,next,file_144f33590c886b45,asset_acdbf97adac6c560,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00037_next_asset_acdbf97adac6c560.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_6.png,ads2\assets\1_templates\close_icons\close_6.png,ads2\assets\1_templates,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89
next,0.5253857374191284,0,x_mark,file_53c205606c848750,asset_38da3057c3705cb4,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00038_x_mark_asset_38da3057c3705cb4.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_7.png,ads2\assets\1_templates\close_icons\close_7.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.7785584330558777,0,arrow,file_af0af020e1d87e2e,asset_071ca7bff74e053c,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00039_arrow_asset_071ca7bff74e053c.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_8.png,ads2\assets\1_templates\close_icons\close_8.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.6737754344940186,0,arrow,file_55b41688a921e7a4,asset_f54277695108c8b6,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00040_arrow_asset_f54277695108c8b6.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_9.png,ads2\assets\1_templates\close_icons\close_9.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.4331215023994446,0,arrow,file_c88fffda1bde6376,asset_fc192034daaaf1b7,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00041_arrow_asset_fc192034daaaf1b7.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_back_gp.png,ads2\assets\1_templates\close_icons\close_back_gp.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.8151048421859741,0,google_play,file_bde160b4ff62fd23,asset_14abfab802adf40c,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00042_google_play_asset_14abfab802adf40c.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp.png,ads2\assets\1_templates\close_icons\close_skip_gp.png,ads2\assets\1_templates,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89
next,0.8098004460334778,0,google_play,file_e43f95fcbeed911e,asset_bc5f8a22689dda23,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00043_google_play_asset_bc5f8a22689dda23.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads2\assets\1_templates,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89
next,0.7986363172531128,0,google_play,file_85f3c0bdc5e04e1d,asset_5d48c64cdd081609,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00044_google_play_asset_5d48c64cdd081609.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads2\assets\1_templates,file_9d15a57210e6aeca,asset_e4368f59b3fb23a5
next,0.7527743577957153,1,next,file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next.png,ads2\assets\1_templates\close_icons\close_skip_next.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.8148170709609985,1,next,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next2.png,ads2\assets\1_templates\close_icons\close_skip_next2.png,ads2\assets\1_templates,file_144f33590c886b45,asset_acdbf97adac6c560
next,0.5108089447021484,0,x_mark,file_7a30ab4de7eb758c,asset_b2c26a493402602b,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00047_x_mark_asset_b2c26a493402602b.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end.png,ads2\assets\1_templates\close_icons\close_x_end.png,ads2\assets\1_templates,file_8adc86c006864b12,asset_8829832efa233731
next,0.49165037274360657,0,x_mark,file_7b6a90286e8fac3a,asset_f23d35799ad854e5,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00048_x_mark_asset_f23d35799ad854e5.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end2.png,ads2\assets\1_templates\close_icons\close_x_end2.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.34817618131637573,0,x_mark,file_91bbfc8a9546e898,asset_702ce9c110ac8383,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00049_x_mark_asset_702ce9c110ac8383.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp.png,ads2\assets\1_templates\close_icons\close_x_gp.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.4739190340042114,0,x_mark,file_3dbd94023a2aefb9,asset_ae17f2d94d0c0ab9,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00050_x_mark_asset_ae17f2d94d0c0ab9.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp2.png,ads2\assets\1_templates\close_icons\close_x_gp2.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.6457030773162842,0,x_mark,file_0da1190477d9a899,asset_720686941c854cbf,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00051_x_mark_asset_720686941c854cbf.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_left.png,ads2\assets\1_templates\close_icons\close_x_left.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.5516722798347473,0,x_mark,file_d69076ccf60a2327,asset_172ddc86ac086eee,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00052_x_mark_asset_172ddc86ac086eee.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_momo.png,ads2\assets\1_templates\close_icons\close_x_momo.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.7696669697761536,0,x_mark,file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00053_x_mark_asset_6802a78b1f5efa66.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_valor.png,ads2\assets\1_templates\close_icons\close_x_valor.png,ads2\assets\1_templates,file_9d15a57210e6aeca,asset_e4368f59b3fb23a5
next,0.6528787016868591,0,free,file_ac306bdc17a9bfa0,asset_2af1b7045f897a9e,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00054_free_asset_2af1b7045f897a9e.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\close_26.png,ads2\assets\1_templates\free_ad_icons\close_26.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.7198549509048462,0,play_triangle,file_b4be82e5125f9663,asset_48f6dabf3e612bc9,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00055_play_triangle_asset_48f6dabf3e612bc9.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_1.png,ads2\assets\1_templates\free_ad_icons\free_ad_1.png,ads2\assets\1_templates,file_9d15a57210e6aeca,asset_e4368f59b3fb23a5
next,0.7435706853866577,0,free,file_5e0324fe7516c5f3,asset_52da1398bb93a963,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00056_free_asset_52da1398bb93a963.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_2.png,ads2\assets\1_templates\free_ad_icons\free_ad_2.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.6046375632286072,0,free,file_761ee5c898e32ec0,asset_60d2812156135339,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00057_free_asset_60d2812156135339.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_3.png,ads2\assets\1_templates\free_ad_icons\free_ad_3.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.5793105959892273,0,play_triangle,file_1bc799289cb34fdb,asset_5c6d076a9a21278e,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00058_play_triangle_asset_5c6d076a9a21278e.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_9.png,ads2\assets\1_templates\free_ad_icons\free_ad_9.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.3727668821811676,0,play_triangle,file_ed1467fb03b0b8ba,asset_d8a2f9660c5625b5,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00059_play_triangle_asset_d8a2f9660c5625b5.png,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\播放.png,ads2\assets\1_templates\free_ad_icons\播放.png,ads2\assets\1_templates,file_bf38f78053afa077,asset_6bf76d3fd5c9b55e
next,0.6959405541419983,0,got,file_ec6a1f4e95a8737e,asset_58ed244c7878bcd7,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00060_got_asset_58ed244c7878bcd7.png,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got2.png,ads2\assets\1_templates\got_icons\got2.png,ads2\assets\1_templates,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89
next,0.8373273015022278,0,got,file_b45e660a5a2b7d8d,asset_0d4b215867996981,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00061_got_asset_0d4b215867996981.png,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_1.png,ads2\assets\1_templates\got_icons\got_1.png,ads2\assets\1_templates,file_9d15a57210e6aeca,asset_e4368f59b3fb23a5
next,0.7497914433479309,0,got,file_6f7c7aba74ab1f28,asset_0cf037e096857467,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00062_got_asset_0cf037e096857467.png,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_3.png,ads2\assets\1_templates\got_icons\got_3.png,ads2\assets\1_templates,file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89
