bbox_id,instance_id,content_id,original_path,relative_path,x,y,w,h,vision_domain,asset_type,representation,screen_state,candidate_label,sample_role,sub_role,class_name,class_purpose,label,note,created_at,updated_at
118,file_164a2c3f6130317e,asset_60d328a08c9a6aaf,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260614_155157_edit.png,ads2\assets\2_communication\manual_rescue_20260614_155157_edit.png,913.1095477386933,23.155778894472355,24.699497487437156,20.84020100502512,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:49:56.476934+00:00,2026-07-12T08:49:58.115024+00:00
90,file_17c948c4450ba29c,asset_beac250e4661b225,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,441.40703517587934,475.1758793969849,78.39195979899495,19.2964824120603,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:40:13.369122+00:00,2026-07-12T07:40:13.369122+00:00
40,file_1922bb97a02f78e7,asset_0ef85ef6c3008061,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,908.1407035175879,24.120603015075375,34.9748743718593,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:31:53.936914+00:00,2026-07-12T07:31:53.936914+00:00
257,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:27:36.814384+00:00,2026-07-12T09:27:36.843487+00:00
258,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,85.62814070351757,108.54271356783919,48.24120603015075,38.592964824120614,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:27:44.374252+00:00,2026-07-12T09:27:44.479695+00:00
333,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,434.0425531914894,395.74468085106383,81.7021276595745,38.297872340425556,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:07.601824+00:00,2026-07-12T09:43:07.622677+00:00
334,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,217.0212765957447,502.97872340425533,65.10638297872342,24.255319148936223,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:12.401697+00:00,2026-07-12T09:43:12.419833+00:00
335,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,51.06382978723404,508.0851063829787,67.65957446808511,15.31914893617028,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:15.859074+00:00,2026-07-12T09:43:15.954494+00:00
336,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,681.7021276595746,505.53191489361706,67.65957446808511,22.978723404255277,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:20.369588+00:00,2026-07-12T09:43:20.392377+00:00
337,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,797.872340425532,390.63829787234044,68.93617021276589,74.04255319148939,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:23.809866+00:00,2026-07-12T09:43:23.826204+00:00
280,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.718342+00:00,2026-07-12T09:29:12.718342+00:00
281,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,85.62814070351757,108.54271356783919,48.24120603015075,38.592964824120614,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.733256+00:00,2026-07-12T09:29:12.733256+00:00
282,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.750530+00:00,2026-07-12T09:29:12.750530+00:00
283,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.765950+00:00,2026-07-12T09:29:12.765950+00:00
284,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.785166+00:00,2026-07-12T09:29:12.785166+00:00
285,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.804719+00:00,2026-07-12T09:29:12.804719+00:00
286,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.822271+00:00,2026-07-12T09:29:12.822271+00:00
287,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.839232+00:00,2026-07-12T09:29:12.839232+00:00
288,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.854882+00:00,2026-07-12T09:29:12.854882+00:00
289,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.871951+00:00,2026-07-12T09:29:12.871951+00:00
290,file_1d0fb75f91c7abe3,asset_f6c3c72ac302e407,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,ads2\assets\3_reference_screens\menu_test_2_20260605_104131.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:12.887891+00:00,2026-07-12T09:29:12.887891+00:00
13,file_1d66d77457cb8524,asset_012e1c6083b7edb3,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082726_original.png,ads2\assets\2_communication\manual_rescue_20260607_082726_original.png,420.56074766355135,131.21495327102804,122.24299065420558,39.25233644859813,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:23:37.210018+00:00,2026-07-12T07:23:37.210018+00:00
5,file_1dc86af4d362d037,asset_ab05d9f4b4d29489,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,ads2\assets\2_communication\manual_rescue_20260606_231704_edit.png,283.72469635627533,340.7287449392713,89.39271255060726,20.728744939271223,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:12:52.970878+00:00,2026-07-12T07:12:52.970878+00:00
144,file_1e4f4b18bcc07ea6,asset_c81ab2155760df3c,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260625_144957_edit.png,ads2\assets\2_communication\manual_rescue_20260625_144957_edit.png,908.1407035175879,22.914572864321606,36.18090452261299,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:57:01.888258+00:00,2026-07-12T08:57:01.888258+00:00
226,file_1eb21421ca9b9649,asset_2867e99380860ce4,D:\Projects\adb_vl\ads2\assets\3_reference_screens\debug_end_20260605_081007.png,ads2\assets\3_reference_screens\debug_end_20260605_081007.png,414.87437185929645,135.0753768844221,127.83919597989944,42.2110552763819,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-12T09:23:37.341201+00:00,2026-07-12T09:23:37.441646+00:00
43,file_1f61fa69df283b55,asset_6b5f8cdfb057831b,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_153732_original.png,ads2\assets\2_communication\manual_rescue_20260607_153732_original.png,908.1407035175879,24.120603015075375,34.9748743718593,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:31:59.124197+00:00,2026-07-12T07:31:59.124197+00:00
162,file_1f7b0b6d79c84dad,asset_1f86aa5565dbc45f,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260703_095006_original.png,ads2\assets\2_communication\manual_rescue_20260703_095006_original.png,94.61235216819973,18.922470433639948,36.58344283837057,30.275952693823914,ads,uncertain,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:02:01.645336+00:00,2026-07-12T09:02:01.645336+00:00
213,file_20310899d33cdbc9,asset_30d7092e08e623bc,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_083314.png,ads2\assets\3_reference_screens\ad_issue_20260606_083314.png,281.0050251256281,338.894472361809,91.65829145728645,20.502512562814104,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T09:21:35.500076+00:00,2026-07-12T09:21:35.514601+00:00
338,file_22ca921e76653352,asset_a3346f5bfa58e3d4,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260703_113909_edit.png,ads2\assets\2_communication\manual_rescue_20260703_113909_edit.png,27.745664739884393,29.13294797687861,27.745664739884393,27.74566473988439,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T13:45:59.488985+00:00,2026-07-12T13:45:59.488985+00:00
20,file_243b7b7509dbd3e4,asset_ae18f7ee593c2fee,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,428.1407035175879,143.51758793969847,97.6884422110553,31.356783919598,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:24:17.781814+00:00,2026-07-12T07:24:17.781814+00:00
214,file_26c3b4730cf5f4db,asset_6f78b2b98af5b30c,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,158.0653266331658,602.4790619765492,51.557788944723626,36.44891122278063,shared,uncertain,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T09:21:41.834882+00:00,2026-07-12T09:21:41.834882+00:00
215,file_26c3b4730cf5f4db,asset_6f78b2b98af5b30c,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,ads2\assets\3_reference_screens\ad_issue_20260606_083435.png,23.968462549277266,16.39947437582129,132.45729303547964,30.275952693823914,ads,uncertain,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T09:21:51.740282+00:00,2026-07-12T09:21:51.762795+00:00
64,file_29cd8a9b6ed552f6,asset_84d107a9ad22d8c6,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_165932_edit.png,ads2\assets\2_communication\manual_rescue_20260607_165932_edit.png,911.4114572864319,25.93447236180904,29.639396984924588,18.524623115577885,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:36:11.091378+00:00,2026-07-12T07:36:11.091378+00:00
197,file_2a37f7231e6a6bf5,asset_3975333343c205ac,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_045316.png,ads2\assets\3_reference_screens\ad_issue_20260606_045316.png,908.1407035175879,21.708542713567837,38.5929648241206,22.914572864321606,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:07:21.145070+00:00,2026-07-12T09:07:21.145070+00:00
218,file_2afb0226acc27ab5,asset_efd27acdc6f9a82d,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_083806.png,ads2\assets\3_reference_screens\ad_issue_20260606_083806.png,25.229960578186596,21.445466491458607,75.68988173455979,22.706964520367936,ads,uncertain,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T09:22:07.437003+00:00,2026-07-12T09:22:07.455184+00:00
78,file_30d80381e71c4229,asset_011d6b03e2375afe,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260609_093141_original.png,ads2\assets\2_communication\manual_rescue_20260609_093141_original.png,909.2502512562812,23.15577889447236,33.96180904522612,20.84020100502512,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:38:22.888716+00:00,2026-07-12T07:38:22.888716+00:00
110,file_30e20ba407f2e735,asset_be918d46cdab9963,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260613_153604_original.png,ads2\assets\2_communication\manual_rescue_20260613_153604_original.png,906.9346733668341,21.708542713567837,39.798994974874404,21.708542713567837,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:42:35.093312+00:00,2026-07-12T07:42:35.093312+00:00
229,file_33bed67dff2f586f,asset_316d342ae711a0b1,D:\Projects\adb_vl\ads2\assets\3_reference_screens\IMG_1800.PNG,ads2\assets\3_reference_screens\IMG_1800.PNG,14.23366834170838,17.08040201005025,85.4020100502513,68.321608040201,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:23:52.086440+00:00,2026-07-12T09:23:56.523347+00:00
135,file_3476742336d99f85,asset_8cb870edb6b0eae0,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260624_122449_edit.png,ads2\assets\2_communication\manual_rescue_20260624_122449_edit.png,910.4234773869346,24.20550753768844,31.61535678391965,19.265608040201002,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:55:09.661998+00:00,2026-07-12T08:55:09.661998+00:00
36,file_36c42bd7e00afcdc,asset_003a3c06113bbe55,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150413_original.png,ads2\assets\2_communication\manual_rescue_20260607_150413_original.png,916.5829145728642,24.120603015075375,20.261306532663298,18.33165829145728,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:31:30.943195+00:00,2026-07-12T07:31:30.943195+00:00
116,file_36d2228858cb0cce,asset_adbff24fa4cef34d,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260614_150919_original.png,ads2\assets\2_communication\manual_rescue_20260614_150919_original.png,908.3240201005023,24.699497487437178,35.19678391959792,18.52462311557788,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:48:48.614001+00:00,2026-07-12T08:48:48.614001+00:00
17,file_36e3a5114617b811,asset_9747d2b044514da5,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_edit.png,ads2\assets\2_communication\manual_rescue_20260607_084044_edit.png,428.1407035175879,143.51758793969847,97.6884422110553,31.356783919598,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:24:13.200477+00:00,2026-07-12T07:24:13.200477+00:00
269,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.002559+00:00,2026-07-12T09:28:57.002559+00:00
270,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,85.62814070351757,108.54271356783919,48.24120603015075,38.592964824120614,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.016321+00:00,2026-07-12T09:28:57.016321+00:00
271,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.034739+00:00,2026-07-12T09:28:57.034739+00:00
272,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.049275+00:00,2026-07-12T09:28:57.049275+00:00
273,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.067260+00:00,2026-07-12T09:28:57.067260+00:00
274,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.094246+00:00,2026-07-12T09:28:57.094246+00:00
275,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.115170+00:00,2026-07-12T09:28:57.115170+00:00
276,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.134612+00:00,2026-07-12T09:28:57.134612+00:00
277,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.156094+00:00,2026-07-12T09:28:57.156094+00:00
278,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:28:57.176364+00:00,2026-07-12T09:28:57.176364+00:00
279,file_37a8b418e2d879fe,asset_065b12a0e022f1c9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_20260605_103846.png,ads2\assets\3_reference_screens\menu_test_20260605_103846.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:06.118177+00:00,2026-07-12T09:29:06.228217+00:00
