instance_id,content_id,original_path,relative_path,vision_domain,asset_role,image_scope,asset_type,representation,families,review_status,note,created_at,updated_at
file_af0af020e1d87e2e,asset_071ca7bff74e053c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_8.png,ads2\assets\1_templates\close_icons\close_8.png,ads,template,crop,template,raw,arrow,reviewed,,2026-07-14T14:44:41.992618+00:00,2026-07-14T14:44:42.844618+00:00
file_55b41688a921e7a4,asset_f54277695108c8b6,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_9.png,ads2\assets\1_templates\close_icons\close_9.png,ads,template,crop,template,raw,arrow,reviewed,,2026-07-14T14:42:57.787188+00:00,2026-07-14T14:43:01.738194+00:00
file_c88fffda1bde6376,asset_fc192034daaaf1b7,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_back_gp.png,ads2\assets\1_templates\close_icons\close_back_gp.png,ads,template,crop,template,raw,arrow,reviewed,,2026-07-14T14:44:55.132954+00:00,2026-07-14T14:44:55.667882+00:00
file_bde160b4ff62fd23,asset_14abfab802adf40c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp.png,ads2\assets\1_templates\close_icons\close_skip_gp.png,ads,template,crop,template,raw,google_play,reviewed,,2026-07-14T14:44:14.902974+00:00,2026-07-14T14:44:15.561826+00:00
file_e43f95fcbeed911e,asset_bc5f8a22689dda23,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads,template,crop,template,raw,google_play,reviewed,,2026-07-14T13:10:00.713557+00:00,2026-07-14T13:10:09.010950+00:00
file_85f3c0bdc5e04e1d,asset_5d48c64cdd081609,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads,template,crop,template,raw,google_play,reviewed,,2026-07-14T14:40:14.567540+00:00,2026-07-16T12:37:32.808637+00:00
file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next.png,ads2\assets\1_templates\close_icons\close_skip_next.png,ads,template,crop,template,raw,next,reviewed,,2026-07-14T14:40:54.203691+00:00,2026-07-14T14:40:57.966091+00:00
file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next2.png,ads2\assets\1_templates\close_icons\close_skip_next2.png,ads,template,crop,template,raw,next,reviewed,,2026-07-14T14:41:27.981860+00:00,2026-07-14T14:41:31.998073+00:00
file_7a30ab4de7eb758c,asset_b2c26a493402602b,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end.png,ads2\assets\1_templates\close_icons\close_x_end.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T13:09:41.908021+00:00,2026-07-14T13:09:45.532760+00:00
file_7b6a90286e8fac3a,asset_f23d35799ad854e5,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end2.png,ads2\assets\1_templates\close_icons\close_x_end2.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T13:09:52.545695+00:00,2026-07-14T13:10:00.694136+00:00
file_91bbfc8a9546e898,asset_702ce9c110ac8383,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp.png,ads2\assets\1_templates\close_icons\close_x_gp.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:44:59.229004+00:00,2026-07-14T14:44:59.617765+00:00
file_3dbd94023a2aefb9,asset_ae17f2d94d0c0ab9,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp2.png,ads2\assets\1_templates\close_icons\close_x_gp2.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:44:50.515164+00:00,2026-07-14T14:44:50.996675+00:00
file_0da1190477d9a899,asset_720686941c854cbf,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_left.png,ads2\assets\1_templates\close_icons\close_x_left.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:43:15.572921+00:00,2026-07-14T14:43:19.232650+00:00
file_d69076ccf60a2327,asset_172ddc86ac086eee,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_momo.png,ads2\assets\1_templates\close_icons\close_x_momo.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:41:32.020134+00:00,2026-07-14T14:41:37.153793+00:00
file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_valor.png,ads2\assets\1_templates\close_icons\close_x_valor.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:41:03.022821+00:00,2026-07-14T14:41:09.315166+00:00
file_ac306bdc17a9bfa0,asset_2af1b7045f897a9e,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\close_26.png,ads2\assets\1_templates\free_ad_icons\close_26.png,ads,template,crop,template,raw,free,reviewed,,2026-07-14T14:42:06.562667+00:00,2026-07-14T14:42:11.981731+00:00
file_b4be82e5125f9663,asset_48f6dabf3e612bc9,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_1.png,ads2\assets\1_templates\free_ad_icons\free_ad_1.png,ads,template,crop,template,raw,play_triangle,reviewed,,2026-07-14T14:41:56.518763+00:00,2026-07-14T14:41:58.016917+00:00
file_5e0324fe7516c5f3,asset_52da1398bb93a963,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_2.png,ads2\assets\1_templates\free_ad_icons\free_ad_2.png,ads,template,crop,template,raw,free,reviewed,,2026-07-14T14:41:09.335565+00:00,2026-07-14T14:41:18.138590+00:00
file_761ee5c898e32ec0,asset_60d2812156135339,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_3.png,ads2\assets\1_templates\free_ad_icons\free_ad_3.png,ads,template,crop,template,raw,free,reviewed,,2026-07-14T14:42:17.247158+00:00,2026-07-14T14:42:19.751253+00:00
file_1bc799289cb34fdb,asset_5c6d076a9a21278e,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_9.png,ads2\assets\1_templates\free_ad_icons\free_ad_9.png,ads,template,crop,template,raw,play_triangle,reviewed,,2026-07-14T14:41:58.783648+00:00,2026-07-16T12:38:19.200534+00:00
file_ed1467fb03b0b8ba,asset_d8a2f9660c5625b5,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\播放.png,ads2\assets\1_templates\free_ad_icons\播放.png,ads,template,crop,template,raw,play_triangle,reviewed,,2026-07-14T14:42:02.642518+00:00,2026-07-14T14:42:06.530855+00:00
file_ec6a1f4e95a8737e,asset_58ed244c7878bcd7,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got2.png,ads2\assets\1_templates\got_icons\got2.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:19.473786+00:00,2026-07-14T14:44:23.711522+00:00
file_b45e660a5a2b7d8d,asset_0d4b215867996981,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_1.png,ads2\assets\1_templates\got_icons\got_1.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:31.109738+00:00,2026-07-14T14:44:36.868864+00:00
file_5d287e76413cf837,asset_de76b9f42f405252,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_2.png,ads2\assets\1_templates\got_icons\got_2.png,ads,template,crop,template,raw,other,reviewed,,2026-07-14T14:42:45.751514+00:00,2026-07-14T14:42:53.654063+00:00
file_6f7c7aba74ab1f28,asset_0cf037e096857467,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_3.png,ads2\assets\1_templates\got_icons\got_3.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:23.738125+00:00,2026-07-14T14:44:24.171266+00:00
file_f1f313c24a4c1de2,asset_804eb0458e78934d,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_4.png,ads2\assets\1_templates\got_icons\got_4.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:25.098567+00:00,2026-07-16T12:38:33.374563+00:00
file_3c94de29e8445680,asset_a1abf4a4f6070cea,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_5.png,ads2\assets\1_templates\got_icons\got_5.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:24.190871+00:00,2026-07-14T14:44:24.604853+00:00
file_5e99e876883b9184,asset_d082cffe4e8f8f90,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_6.png,ads2\assets\1_templates\got_icons\got_6.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:44:24.624007+00:00,2026-07-16T12:38:32.406336+00:00
file_18fbfa6f2629be44,asset_365caeff8fffb5c6,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_7.png,ads2\assets\1_templates\got_icons\got_7.png,ads,template,crop,template,raw,other,reviewed,,2026-07-14T14:42:53.681903+00:00,2026-07-14T14:42:57.767383+00:00
file_1a74405b65ea4cd0,asset_97756967a933d35b,D:\Projects\adb_vl\ads2\assets\1_templates\nav_icons\nav_back.png,ads2\assets\1_templates\nav_icons\nav_back.png,ads,template,crop,template,raw,other,pending,,2026-07-14T13:10:09.856741+00:00,2026-07-14T13:11:06.287512+00:00
file_b8830cb4ed6ae986,asset_7f84bdcd38bbb605,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\scene_5.png,ads2\assets\1_templates\scene_anchors\scene_5.png,ads,template,crop,template,raw,,pending,,2026-07-14T13:10:41.034543+00:00,2026-07-14T13:10:42.590920+00:00
file_ec85e8680fb6449d,asset_ca2b6cba35c5b2d0,D:\Projects\adb_vl\ads2\assets\1_templates\備份\ad_issue_20260606_043707_roi_0.png,ads2\assets\1_templates\備份\ad_issue_20260606_043707_roi_0.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:45:00.123396+00:00,2026-07-14T14:45:00.812037+00:00
file_00db74143475636c,asset_085f1c813551e8c9,D:\Projects\adb_vl\ads2\assets\1_templates\備份\btn_free_ad.png,ads2\assets\1_templates\備份\btn_free_ad.png,ads,template,crop,template,raw,free|play_triangle,reviewed,,2026-07-14T14:42:12.010210+00:00,2026-07-14T14:42:17.223759+00:00
file_ecb42889e244410f,asset_600c1aa4b826d2ff,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_4.png,ads2\assets\1_templates\備份\close_4.png,ads,template,crop,template,raw,arrow,reviewed,,2026-07-14T14:42:42.896983+00:00,2026-07-14T14:42:45.731292+00:00
file_7d7da0ebe8757d20,asset_799dbc67f3bfef79,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_x_1.png,ads2\assets\1_templates\備份\close_x_1.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T13:10:36.439554+00:00,2026-07-14T13:10:41.012761+00:00
file_91401f9fb819693a,asset_36b1b5a10f89b840,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_x_trans.png,ads2\assets\1_templates\備份\close_x_trans.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:44:59.637190+00:00,2026-07-14T14:45:00.092364+00:00
file_39c21fa7d94cb2a7,asset_4fbcd7df4f1e9032,D:\Projects\adb_vl\ads2\assets\1_templates\備份\close_x_white.png,ads2\assets\1_templates\備份\close_x_white.png,ads,template,crop,template,raw,x_mark,reviewed,,2026-07-14T14:44:42.863454+00:00,2026-07-14T14:44:48.896314+00:00
file_804b831df127544b,asset_48f6dabf3e612bc9,D:\Projects\adb_vl\ads2\assets\1_templates\備份\free_ad_1.png,ads2\assets\1_templates\備份\free_ad_1.png,ads,template,crop,template,raw,play_triangle,reviewed,,2026-07-14T14:41:58.037391+00:00,2026-07-14T14:41:58.761515+00:00
file_1cb4e2befa222329,asset_72c839c107ebef49,D:\Projects\adb_vl\ads2\assets\1_templates\備份\got1.png,ads2\assets\1_templates\備份\got1.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:43:33.145989+00:00,2026-07-14T14:43:56.667172+00:00
file_c9b0f3fff6864aab,asset_86d49425885a0694,D:\Projects\adb_vl\ads2\assets\1_templates\備份\got_2.png,ads2\assets\1_templates\備份\got_2.png,ads,template,crop,template,raw,got,reviewed,,2026-07-14T14:43:19.815435+00:00,2026-07-14T14:43:33.101024+00:00
file_cb080ed8eb8801eb,asset_bddb4860eddcb148,D:\Projects\adb_vl\ads2\assets\1_templates\備份\got_8.png,ads2\assets\1_templates\備份\got_8.png,ads,template,crop,template,raw,play_triangle,reviewed,,2026-07-14T14:41:47.138257+00:00,2026-07-14T14:41:56.493750+00:00
file_7c9178e33b3fff2a,asset_05e39c545c2d589c,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,ads,candidate_crop,crop,crop,raw,play_triangle,pending,model_prefill policy=top1; checkpoint=best.pt; threshold=0.50; uncertain_low=0.15; top=play_triangle:0.218,2026-07-18T23:32:49.579830+00:00,2026-07-18T23:33:37.064510+00:00
file_b842a8b9a73e90f9,asset_3ace1f0522c58233,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,ads,candidate_crop,crop,,,free,pending,model_prefill policy=top1; checkpoint=best.pt; threshold=0.50; uncertain_low=0.15; top=free:0.200,2026-07-18T23:32:49.595652+00:00,2026-07-18T23:33:37.073864+00:00
file_a8bd722b52284058,asset_0a4e900ac50de596,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,ads,candidate_crop,crop,,,free,pending,model_prefill policy=top1; checkpoint=best.pt; threshold=0.50; uncertain_low=0.15; top=free:0.423,2026-07-18T23:32:49.605619+00:00,2026-07-18T23:33:37.086645+00:00
