instance_id,content_id,original_path,relative_path,vision_domain,asset_type,representation,label,screen_state,candidate_label,sample_role,sub_role,class_name,class_purpose,review_status,has_no_target,note,created_at,updated_at
file_53f6b240d7847ed6,asset_ca994ca16a3dcd00,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_052002_roi_15.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_052002_roi_15.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:16.565391+00:00,2026-07-16T22:48:25.449909+00:00
file_a4f0c7925d120a09,asset_2a7b5573529608a3,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_052302_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_052302_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:17.607940+00:00,2026-07-14T15:04:13.481902+00:00
file_8adc86c006864b12,asset_8829832efa233731,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:18.458889+00:00,2026-07-14T15:04:13.481902+00:00
file_541955e3cd16d297,asset_bf08eee05826fbbb,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_082946_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_082946_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:19.504509+00:00,2026-07-14T15:04:13.481902+00:00
file_f897e9b9181629ee,asset_d67b35832487e707,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:20.510510+00:00,2026-07-16T22:48:25.449909+00:00
file_183d636c777c6ea5,asset_0038b293d3fef86c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_084107_roi_0.png,ads2\assets\1_templates\close_icons\ad_issue_20260606_084107_roi_0.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:21.376882+00:00,2026-07-14T15:04:13.481902+00:00
file_50c793b7bc956a13,asset_c67d1ef1a4afa50d,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_1.png,ads2\assets\1_templates\close_icons\close_1.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:22.122161+00:00,2026-07-16T22:48:25.449909+00:00
file_13eecab8cd7c9374,asset_5b3fbaac886e6b1c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_10.png,ads2\assets\1_templates\close_icons\close_10.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:44:25.678181+00:00,2026-07-14T15:04:13.481902+00:00
file_910f6d13ad48178b,asset_814457f65714bfe8,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_11.png,ads2\assets\1_templates\close_icons\close_11.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:24.266451+00:00,2026-07-14T15:04:13.481902+00:00
file_88b1cc8a3de93123,asset_44aa502360ac075b,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_12.png,ads2\assets\1_templates\close_icons\close_12.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:25.741788+00:00,2026-07-14T15:04:13.481902+00:00
file_a5a5bd5ba2f1d724,asset_781a510f3a857316,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_13.png,ads2\assets\1_templates\close_icons\close_13.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:27.159832+00:00,2026-07-14T15:04:13.481902+00:00
file_e01dd7c029653e86,asset_7513f11f0e141a8c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_14.png,ads2\assets\1_templates\close_icons\close_14.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:28.456659+00:00,2026-07-16T22:48:25.449909+00:00
file_4bf9c732ffcf4bd7,asset_b7e64faadd9ca7c4,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_15.png,ads2\assets\1_templates\close_icons\close_15.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:29.393865+00:00,2026-07-14T14:17:45.104005+00:00
file_f1c7f92038128586,asset_5d7e57a62103e2c1,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_16.png,ads2\assets\1_templates\close_icons\close_16.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:30.259834+00:00,2026-07-14T15:04:13.481902+00:00
file_c6293287feb9bff3,asset_9fdb4db2e3fe6848,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_17.png,ads2\assets\1_templates\close_icons\close_17.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:31.119841+00:00,2026-07-14T15:04:13.481902+00:00
file_54f5287c84fc7e1d,asset_db80ab2f7ad7e606,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_18.png,ads2\assets\1_templates\close_icons\close_18.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:32.050185+00:00,2026-07-14T15:04:13.481902+00:00
file_a195dd7ba6135547,asset_e3aa0c73c537c671,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_19.png,ads2\assets\1_templates\close_icons\close_19.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:56:33.089884+00:00,2026-07-14T15:04:13.481902+00:00
file_e16e35dc922172f8,asset_565f2f8c61c441ed,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_2.png,ads2\assets\1_templates\close_icons\close_2.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,故意裁歪  實際上是左邊的X,2026-07-12T05:56:34.034981+00:00,2026-07-14T14:17:45.104005+00:00
file_2200224e47c6acf2,asset_fe436527d7d5643c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_20.png,ads2\assets\1_templates\close_icons\close_20.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:02.889478+00:00,2026-07-16T22:48:25.449909+00:00
file_857e5225a2b06af8,asset_927b02d71a0d5e87,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_21.png,ads2\assets\1_templates\close_icons\close_21.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:03.798918+00:00,2026-07-14T15:04:13.481902+00:00
file_d109bb027585db3a,asset_384d89598f4f57fc,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_22.png,ads2\assets\1_templates\close_icons\close_22.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:04.468606+00:00,2026-07-14T15:04:13.481902+00:00
file_abf6a9593a794d4f,asset_0f7f87e6da29ae62,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_23.png,ads2\assets\1_templates\close_icons\close_23.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:05.326789+00:00,2026-07-14T14:17:45.104005+00:00
file_4a39bc8220b54bcf,asset_0adb2ecfead6543b,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_24.png,ads2\assets\1_templates\close_icons\close_24.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:06.195047+00:00,2026-07-14T14:17:45.104005+00:00
file_acc7870ed969732e,asset_d9b4a93cc253ae66,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_25.png,ads2\assets\1_templates\close_icons\close_25.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:06.897072+00:00,2026-07-14T15:04:13.481902+00:00
file_2aafaa2342e7ff6d,asset_649d289a08c9fe33,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_3.png,ads2\assets\1_templates\close_icons\close_3.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:07.535596+00:00,2026-07-14T15:04:13.481902+00:00
file_d4c87444e5015593,asset_00f02ef77adb18c4,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_4.png,ads2\assets\1_templates\close_icons\close_4.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:12.806640+00:00,2026-07-16T22:48:25.449909+00:00
file_cd80a32dc3ce69d3,asset_59b134576fd486a2,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_5.png,ads2\assets\1_templates\close_icons\close_5.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:13.603045+00:00,2026-07-14T15:04:13.481902+00:00
file_144f33590c886b45,asset_acdbf97adac6c560,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_6.png,ads2\assets\1_templates\close_icons\close_6.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:57:14.338224+00:00,2026-07-14T15:04:13.481902+00:00
file_53c205606c848750,asset_38da3057c3705cb4,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_7.png,ads2\assets\1_templates\close_icons\close_7.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:24.356849+00:00,2026-07-14T14:17:45.104005+00:00
file_af0af020e1d87e2e,asset_071ca7bff74e053c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_8.png,ads2\assets\1_templates\close_icons\close_8.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:25.251369+00:00,2026-07-14T15:04:13.481902+00:00
file_55b41688a921e7a4,asset_f54277695108c8b6,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_9.png,ads2\assets\1_templates\close_icons\close_9.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:26.004237+00:00,2026-07-14T15:04:13.481902+00:00
file_c88fffda1bde6376,asset_fc192034daaaf1b7,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_back_gp.png,ads2\assets\1_templates\close_icons\close_back_gp.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:26.552078+00:00,2026-07-14T15:04:13.481902+00:00
file_bde160b4ff62fd23,asset_14abfab802adf40c,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp.png,ads2\assets\1_templates\close_icons\close_skip_gp.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:27.746608+00:00,2026-07-14T15:04:13.481902+00:00
file_e43f95fcbeed911e,asset_bc5f8a22689dda23,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads2\assets\1_templates\close_icons\close_skip_gp2.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:28.613316+00:00,2026-07-14T14:17:45.104005+00:00
file_85f3c0bdc5e04e1d,asset_5d48c64cdd081609,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads2\assets\1_templates\close_icons\close_skip_gp3.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:29.251181+00:00,2026-07-16T22:48:25.449909+00:00
file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next.png,ads2\assets\1_templates\close_icons\close_skip_next.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:29.897738+00:00,2026-07-14T15:04:13.481902+00:00
file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next2.png,ads2\assets\1_templates\close_icons\close_skip_next2.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:30.470390+00:00,2026-07-14T15:04:13.481902+00:00
file_7a30ab4de7eb758c,asset_b2c26a493402602b,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end.png,ads2\assets\1_templates\close_icons\close_x_end.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:31.394196+00:00,2026-07-14T14:17:45.104005+00:00
file_7b6a90286e8fac3a,asset_f23d35799ad854e5,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_end2.png,ads2\assets\1_templates\close_icons\close_x_end2.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:32.154493+00:00,2026-07-14T14:17:45.104005+00:00
file_91bbfc8a9546e898,asset_702ce9c110ac8383,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp.png,ads2\assets\1_templates\close_icons\close_x_gp.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:34.376425+00:00,2026-07-14T15:04:13.481902+00:00
file_3dbd94023a2aefb9,asset_ae17f2d94d0c0ab9,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_gp2.png,ads2\assets\1_templates\close_icons\close_x_gp2.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:35.449184+00:00,2026-07-14T15:04:13.481902+00:00
file_0da1190477d9a899,asset_720686941c854cbf,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_left.png,ads2\assets\1_templates\close_icons\close_x_left.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:47.306202+00:00,2026-07-14T15:04:13.481902+00:00
file_d69076ccf60a2327,asset_172ddc86ac086eee,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_momo.png,ads2\assets\1_templates\close_icons\close_x_momo.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:48.553397+00:00,2026-07-14T15:04:13.481902+00:00
file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_x_valor.png,ads2\assets\1_templates\close_icons\close_x_valor.png,ads,template,raw,positive,uncertain,action_target,action_target,,,,reviewed,0,,2026-07-12T05:59:49.801756+00:00,2026-07-14T15:04:13.481902+00:00
file_ac306bdc17a9bfa0,asset_2af1b7045f897a9e,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\close_26.png,ads2\assets\1_templates\free_ad_icons\close_26.png,shared,template,raw,positive,uncertain,action_target,action_target,free,,,reviewed,0,,2026-07-12T05:44:39.038674+00:00,2026-07-14T15:04:13.481902+00:00
file_b4be82e5125f9663,asset_48f6dabf3e612bc9,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_1.png,ads2\assets\1_templates\free_ad_icons\free_ad_1.png,shared,template,raw,positive,uncertain,action_target,action_target,play,,,reviewed,0,,2026-07-12T06:14:24.649809+00:00,2026-07-14T15:04:13.481902+00:00
file_5e0324fe7516c5f3,asset_52da1398bb93a963,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_2.png,ads2\assets\1_templates\free_ad_icons\free_ad_2.png,shared,template,raw,positive,uncertain,action_target,action_target,free,,,reviewed,0,,2026-07-12T05:45:23.773592+00:00,2026-07-14T15:04:13.481902+00:00
file_761ee5c898e32ec0,asset_60d2812156135339,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_3.png,ads2\assets\1_templates\free_ad_icons\free_ad_3.png,shared,template,raw,positive,uncertain,action_target,action_target,免費,,,reviewed,0,,2026-07-12T05:44:34.972663+00:00,2026-07-14T15:04:13.481902+00:00
file_1bc799289cb34fdb,asset_5c6d076a9a21278e,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\free_ad_9.png,ads2\assets\1_templates\free_ad_icons\free_ad_9.png,shared,template,raw,positive,uncertain,action_target,action_target,play,,,reviewed,0,,2026-07-12T06:15:35.453972+00:00,2026-07-16T22:48:25.449909+00:00
file_ed1467fb03b0b8ba,asset_d8a2f9660c5625b5,D:\Projects\adb_vl\ads2\assets\1_templates\free_ad_icons\播放.png,ads2\assets\1_templates\free_ad_icons\播放.png,shared,template,raw,positive,uncertain,action_target,action_target,play,,,reviewed,0,,2026-07-12T05:44:29.072120+00:00,2026-07-14T15:04:13.481902+00:00
file_ec6a1f4e95a8737e,asset_58ed244c7878bcd7,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got2.png,ads2\assets\1_templates\got_icons\got2.png,shared,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:16:04.336496+00:00,2026-07-14T15:04:13.481902+00:00
file_b45e660a5a2b7d8d,asset_0d4b215867996981,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_1.png,ads2\assets\1_templates\got_icons\got_1.png,shared,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:16:17.891724+00:00,2026-07-14T15:04:13.481902+00:00
file_5d287e76413cf837,asset_de76b9f42f405252,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_2.png,ads2\assets\1_templates\got_icons\got_2.png,game,template,raw,positive,uncertain,action_target,action_target,continue,,,reviewed,0,,2026-07-12T06:16:28.490846+00:00,2026-07-14T15:04:13.481902+00:00
file_6f7c7aba74ab1f28,asset_0cf037e096857467,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_3.png,ads2\assets\1_templates\got_icons\got_3.png,shared,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:17:05.750716+00:00,2026-07-14T15:04:13.481902+00:00
file_f1f313c24a4c1de2,asset_804eb0458e78934d,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_4.png,ads2\assets\1_templates\got_icons\got_4.png,shared,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:17:22.757472+00:00,2026-07-16T22:48:25.449909+00:00
file_3c94de29e8445680,asset_a1abf4a4f6070cea,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_5.png,ads2\assets\1_templates\got_icons\got_5.png,shared,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:17:45.231258+00:00,2026-07-14T15:04:13.481902+00:00
file_5e99e876883b9184,asset_d082cffe4e8f8f90,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_6.png,ads2\assets\1_templates\got_icons\got_6.png,game,template,raw,positive,uncertain,action_target,action_target,got,,,reviewed,0,,2026-07-12T06:17:56.481030+00:00,2026-07-16T22:48:25.449909+00:00
file_18fbfa6f2629be44,asset_365caeff8fffb5c6,D:\Projects\adb_vl\ads2\assets\1_templates\got_icons\got_7.png,ads2\assets\1_templates\got_icons\got_7.png,shared,template,raw,positive,uncertain,action_target,action_target,確定,,,reviewed,0,,2026-07-12T06:18:16.678753+00:00,2026-07-14T15:04:13.481902+00:00
file_1a74405b65ea4cd0,asset_97756967a933d35b,D:\Projects\adb_vl\ads2\assets\1_templates\nav_icons\nav_back.png,ads2\assets\1_templates\nav_icons\nav_back.png,game,template,raw,positive,uncertain,action_target,action_target,back,,,reviewed,0,,2026-07-12T06:18:34.859714+00:00,2026-07-14T14:17:45.104005+00:00
file_468517d3a2aac25e,asset_0352f80e1f2e2621,D:\Projects\adb_vl\ads2\assets\1_templates\nav_icons\nav_kingdom.png,ads2\assets\1_templates\nav_icons\nav_kingdom.png,game,template,raw,positive,uncertain,action_target,action_target,王國事件,,,reviewed,0,,2026-07-12T06:19:11.400196+00:00,2026-07-12T13:39:54.414077+00:00
file_3b9440a90e0773ac,asset_4515c2add0ec6aa6,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\ads main\051515_sweep_retry.png,ads2\assets\1_templates\scene_anchors\ads main\051515_sweep_retry.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,時間沙漏,,,reviewed,0,,2026-07-12T06:20:05.137469+00:00,2026-07-12T06:20:50.486574+00:00
file_696351fec41d8a7b,asset_a87523ab25e58e4f,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\ads main\2.png,ads2\assets\1_templates\scene_anchors\ads main\2.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,,,,reviewed,0,,2026-07-12T06:20:54.760021+00:00,2026-07-12T06:21:14.185739+00:00
file_92ee59bc50805573,asset_9cdd7b4eff5c9b96,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\ads main\3.png,ads2\assets\1_templates\scene_anchors\ads main\3.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,,,,reviewed,0,,2026-07-12T06:21:18.789443+00:00,2026-07-12T06:21:27.498022+00:00
file_7bac2988fd8b988d,asset_5d02fd3b99aa433a,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\ads main\ball.png,ads2\assets\1_templates\scene_anchors\ads main\ball.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,,,,reviewed,0,,2026-07-12T06:21:31.140172+00:00,2026-07-12T06:21:39.532272+00:00
file_17d9fe90d3aefddf,asset_7fb48eb675f9f2d8,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\ads main\scene_1.png,ads2\assets\1_templates\scene_anchors\ads main\scene_1.png,game,template,raw,positive,uncertain,uncertain,reference_only,,,,reviewed,0,,2026-07-12T06:21:44.591139+00:00,2026-07-12T13:40:22.535972+00:00
file_92cf3b71956857b4,asset_b9a7f7d2743d3ea0,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\scene_1.png,ads2\assets\1_templates\scene_anchors\scene_1.png,game,template,raw,positive,uncertain,action_target,action_target,禮物屋,,,reviewed,0,,2026-07-12T06:22:04.114355+00:00,2026-07-12T13:40:42.094984+00:00
file_b0bca87bf3793c53,asset_b899a1551a4caae2,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\scene_2.png,ads2\assets\1_templates\scene_anchors\scene_2.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,時間沙漏,,,reviewed,0,,2026-07-12T06:22:04.254128+00:00,2026-07-12T06:22:48.658699+00:00
file_9d452ad7cfee6cc4,asset_32ca1dbfa59909e8,D:\Projects\adb_vl\ads2\assets\1_templates\scene_anchors\scene_3.png,ads2\assets\1_templates\scene_anchors\scene_3.png,shared,template,raw,positive,uncertain,not_action_target,non_action_target,探寶鏟,,,reviewed,0,,2026-07-12T06:22:52.569980+00:00,2026-07-12T06:42:40.247116+00:00
