bbox_id,instance_id,content_id,original_path,relative_path,x,y,w,h,vision_domain,asset_type,representation,screen_state,candidate_label,sample_role,sub_role,class_name,class_purpose,label,note,created_at,updated_at
530,file_0573961976a03050,asset_3eeb22b551675460,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_110337_701\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_110337_701\pre_click.png,903.4418604651163,19.348837209302324,41.67441860465112,34.23255813953488,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:42:17.780725+00:00,2026-07-18T08:42:17.882015+00:00
645,file_05e0e38a9c989543,asset_e4f1d9034c2cb468,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102502_935\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260720_102502_935\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:27.967623+00:00,2026-07-21T10:04:27.967623+00:00
738,file_06f587637e9bbf49,asset_17822857f048ea8f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092529_928\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092529_928\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:05:00.273709+00:00,2026-07-21T10:05:00.273709+00:00
675,file_072a53878072c037,asset_e029f000775a8b04,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103641_046\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103641_046\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:38.642501+00:00,2026-07-21T10:04:38.642501+00:00
656,file_0874240e0b995576,asset_2ba5407f2b090b44,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094121_626\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094121_626\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:31.286929+00:00,2026-07-21T10:04:31.286929+00:00
382,file_08b2ef9c872ccb12,asset_e389f72eb8ee6040,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093053_539\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093053_539\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:31:59.103587+00:00,2026-07-18T08:31:59.103587+00:00
585,file_09faf2cefbf35bfe,asset_ca0de173c996fb3c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100320_770\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100320_770\pre_click.png,11.906976744185954,20.837209302325583,61.02325581395348,41.674418604651166,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:48:17.219424+00:00,2026-07-18T08:48:22.242457+00:00
353,file_0a2b0d3c8161ca42,asset_3a47bef8e6d22863,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094410_692\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_094410_692\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:29:13.777118+00:00,2026-07-18T08:29:13.777118+00:00
547,file_0a532226a5de6f69,asset_6452ed8c706702e0,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103916_962\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103916_962\pre_click.png,22.325581395348838,19.348837209302324,87.81395348837209,43.16279069767442,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:44:57.694618+00:00,2026-07-18T08:44:57.694618+00:00
444,file_0b66694597b54f68,asset_1a8f1057dabc1298,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,692.0930232558139,348.27906976744185,81.8604651162791,32.74418604651163,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:14.174893+00:00,2026-07-18T08:36:14.174893+00:00
445,file_0b66694597b54f68,asset_1a8f1057dabc1298,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,558.1395348837209,349.7674418604651,74.41860465116281,29.767441860465112,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:14.197287+00:00,2026-07-18T08:36:14.197287+00:00
450,file_0b84730eb8e78244,asset_0d460d22bdf818b9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101458_434\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101458_434\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:45.911270+00:00,2026-07-18T08:36:45.911270+00:00
467,file_0be5a71b43dcde7d,asset_53310d81fb5be3a1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_110348_333\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_110348_333\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:54.172559+00:00,2026-07-18T08:36:54.172559+00:00
24,file_0cc3b419504e6c6d,asset_31248d6ed529be48,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_101333_edit.png,ads2\assets\2_communication\manual_rescue_20260607_101333_edit.png,900.9045226130653,24.120603015075375,44.62311557788939,24.120603015075375,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:24:36.736407+00:00,2026-07-12T07:24:36.751547+00:00
457,file_0d813f9f799e61f1,asset_6b4c19cb5f3c16b9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101630_832\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101630_832\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:49.681694+00:00,2026-07-18T08:36:49.681694+00:00
578,file_0da279b51f55bf02,asset_8703752af0de26e6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103539_279\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103539_279\pre_click.png,17.86046511627907,17.86046511627907,92.27906976744185,50.60465116279069,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:47:50.755632+00:00,2026-07-18T08:47:50.755632+00:00
646,file_0e1511de98a3814d,asset_8ffb27a92f5e5fd7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092534_935\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092534_935\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:28.188008+00:00,2026-07-21T10:04:28.188008+00:00
642,file_0e3d1e33edb89251,asset_2c5a96e46727b676,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110532_655\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110532_655\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:27.147873+00:00,2026-07-21T10:04:27.147873+00:00
747,file_0eaf52264ce21b8e,asset_2347bcbf66834439,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085839_414\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085839_414\pre_click.png,903.4418604651163,17.86046511627907,41.67441860465112,32.74418604651163,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:05:02.857117+00:00,2026-07-21T10:05:02.857117+00:00
142,file_0ff60244c2316f2f,asset_45b271ddcf104c5f,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260625_144927_edit.png,ads2\assets\2_communication\manual_rescue_20260625_144927_edit.png,908.1407035175879,22.914572864321606,36.18090452261299,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:56:57.478942+00:00,2026-07-12T08:56:57.478942+00:00
644,file_0ff7e15a584a829f,asset_5e68ae411ecb6f65,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103807_546\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103807_546\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:27.745667+00:00,2026-07-21T10:04:27.745667+00:00
81,file_100daa938b119d8f,asset_0062ef6acaf85735,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151332_original.png,ads2\assets\2_communication\manual_rescue_20260610_151332_original.png,809.2462311557788,467.9396984924623,49.44723618090461,26.532663316582898,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:38:59.995790+00:00,2026-07-12T07:38:59.995790+00:00
465,file_101f6ee53a1779d3,asset_e5b57ad112f91be0,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105509_202\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105509_202\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:52.814165+00:00,2026-07-18T08:36:52.814165+00:00
690,file_10fa69125fbdf9ea,asset_46717db5a2a3987b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:43.437929+00:00,2026-07-21T10:04:43.437929+00:00
538,file_112e4d98d4d3187e,asset_a22015a39ceeea98,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103334_541\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103334_541\pre_click.png,904.9302325581396,20.837209302325583,50.604651162790674,38.69767441860465,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:44:08.345609+00:00,2026-07-18T08:44:08.345609+00:00
389,file_118ccccd700b3f80,asset_c289a1a1431e6f2c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105938_563\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105938_563\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:32:02.064919+00:00,2026-07-18T08:32:02.064919+00:00
662,file_137b4e74ff9881a0,asset_10a6ffac53f2707e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110406_245\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110406_245\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:33.873129+00:00,2026-07-21T10:04:33.873129+00:00
632,file_148448ef2ae44fe9,asset_60b0ca490abdb611,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094207_685\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094207_685\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:24.426865+00:00,2026-07-21T10:04:24.426865+00:00
199,file_150ad0c752d1b6a2,asset_54f7e7a96285b7ed,D:\Projects\adb_vl\ads2\assets\3_reference_screens\ad_issue_20260606_045709.png,ads2\assets\3_reference_screens\ad_issue_20260606_045709.png,27.752956636005255,23.968462549277266,123.62680683311433,20.183968462549277,ads,uncertain,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:07:38.656548+00:00,2026-07-12T09:07:38.656548+00:00
424,file_1512a496da3ac94d,asset_5c79abe051e20b85,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100430_513\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100430_513\pre_click.png,692.0930232558139,348.27906976744185,81.8604651162791,32.74418604651163,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:35:16.921766+00:00,2026-07-18T08:35:16.921766+00:00
627,file_1520c7eea24d2ae7,asset_a4609824b075598a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182728_072\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_182728_072\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:22.091442+00:00,2026-07-21T10:04:22.091442+00:00
52,file_154d7198b0daa7f8,asset_9a6df08755b20a33,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161637_edit.png,ads2\assets\2_communication\manual_rescue_20260607_161637_edit.png,32.552704336399465,27.902318002628114,64.07198948751642,12.401030223390272,ads,uncertain,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:34:02.752422+00:00,2026-07-12T07:34:02.752422+00:00
663,file_15976bc883873837,asset_30d6f15302d8e81d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102427_930\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102427_930\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:34.102507+00:00,2026-07-21T10:04:34.102507+00:00
371,file_15ea449a75832a30,asset_3c829e9e6ac64fb0,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100256_410\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100256_410\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:31:51.745173+00:00,2026-07-18T08:31:51.745173+00:00
118,file_164a2c3f6130317e,asset_60d328a08c9a6aaf,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260614_155157_edit.png,ads2\assets\2_communication\manual_rescue_20260614_155157_edit.png,913.1095477386933,23.155778894472355,24.699497487437156,20.84020100502512,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:49:56.476934+00:00,2026-07-12T08:49:58.115024+00:00
559,file_16c75175160f6cd9,asset_87a7688bd140cc86,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101411_699\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101411_699\pre_click.png,16.372093023255815,23.813953488372093,47.627906976744185,41.674418604651166,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:46:10.853004+00:00,2026-07-18T08:46:10.853004+00:00
408,file_17701a062d36f771,asset_ec83c2c1ebe46b39,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_085131_891\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_085131_891\pre_click.png,907.9069767441861,16.372093023255815,38.697674418604606,37.20930232558139,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:33:27.692258+00:00,2026-07-18T08:33:27.692258+00:00
90,file_17c948c4450ba29c,asset_beac250e4661b225,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,441.40703517587934,475.1758793969849,78.39195979899495,19.2964824120603,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:40:13.369122+00:00,2026-07-12T07:40:13.369122+00:00
728,file_18df67095ae460ad,asset_aab217fc5ba214ed,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164543_978\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_164543_978\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:57.190424+00:00,2026-07-21T10:04:57.190424+00:00
40,file_1922bb97a02f78e7,asset_0ef85ef6c3008061,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,908.1407035175879,24.120603015075375,34.9748743718593,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:31:53.936914+00:00,2026-07-12T07:31:53.936914+00:00
676,file_1944c628bb8a900a,asset_2baa4cd711e471f1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:38.880305+00:00,2026-07-21T10:04:38.880305+00:00
595,file_1b48c02f71399e8f,asset_eae065bae3dae185,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_110114_573\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_110114_573\pre_click.png,19.348837209302324,19.348837209302324,47.62790697674419,46.139534883720934,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:49:43.416799+00:00,2026-07-18T08:49:43.416799+00:00
257,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:27:36.814384+00:00,2026-07-12T09:27:36.843487+00:00
258,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,85.62814070351757,108.54271356783919,48.24120603015075,38.592964824120614,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:27:44.374252+00:00,2026-07-12T09:27:44.479695+00:00
333,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,434.0425531914894,395.74468085106383,81.7021276595745,38.297872340425556,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:07.601824+00:00,2026-07-12T09:43:07.622677+00:00
334,file_1b67921bb1d324da,asset_ce439f8a4dbcb1ce,D:\Projects\adb_vl\ads2\assets\3_reference_screens\manual_check_20260605_101959.png,ads2\assets\3_reference_screens\manual_check_20260605_101959.png,217.0212765957447,502.97872340425533,65.10638297872342,24.255319148936223,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:43:12.401697+00:00,2026-07-12T09:43:12.419833+00:00
