candidate_id,parent_screen_id,parent_screen_path,source_screen_path,source_session,timestamp,creative_id_or_group,bbox,bbox_x,bbox_y,bbox_w,bbox_h,raw_bbox_crop_path,context_crop_path,canonical_crop_path,overlay_path,proposal_sources,proposal_types,proposal_scores,proposal_score_max,raw_proposal_ids,nms_group_id,raw_proposal_count,overflow,review_status,visual_families,is_holdout,split_group,classifier_x_mark,classifier_play_triangle,classifier_google_play,classifier_next,classifier_free,classifier_got,classifier_arrow
cxp_s0002_004,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[909,58,43,46]",909,58,43,46,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_004_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_004_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_004_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.819788,0.819788,raw_s0002_0001,nms_s0002_004,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.59803,0.00457,0.00131,0.00724,0.00994,0.00324,0.71292
cxp_s0002_005,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[375,175,43,24]",375,175,43,24,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_005_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_005_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_005_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.807050,0.80705,raw_s0002_0005,nms_s0002_005,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.0549,0.00667,0.0209,0.09678,0.2525,0.07525,0.577
cxp_s0002_006,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[451,141,43,24]",451,141,43,24,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_006_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_006_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_006_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.803485,0.803485,raw_s0002_0006,nms_s0002_006,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.09805,0.01519,0.0699,0.19728,0.34022,0.05886,0.79681
cxp_s0002_007,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[513,113,43,24]",513,113,43,24,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_007_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_007_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_007_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.802123,0.802123,raw_s0002_0007,nms_s0002_007,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.11364,0.04333,0.15554,0.34109,0.52767,0.14975,0.86824
cxp_s0002_008,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[580,11,43,46]",580,11,43,46,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_008_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_008_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_008_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.780801,0.780801,raw_s0002_0002,nms_s0002_008,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.81164,0.11167,0.21743,0.20153,0.11204,0.10317,0.79713
cxp_s0002_009,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[457,23,38,25]",457,23,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_009_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_009_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_009_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.744757,0.744757,raw_s0002_0008,nms_s0002_009,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.1352,0.05888,0.05159,0.16348,0.09594,0.02477,0.12492
cxp_s0002_010,screen_0002,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0002.png,vision_platform\ads\collections\input_preclick_latest30_20260720\002_click_success_20260720_131747_541_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[386,70,38,25]",386,70,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_010_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0002_010_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0002_010_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0002_overlay.png,close_template,template_match,0.728607,0.728607,raw_s0002_0009,nms_s0002_010,1,0,pending,,0,input_preclick_latest30_20260720:screen_0002,0.03755,0.00372,0.01063,0.01993,0.0472,0.00375,0.74615
cxp_s0003_001,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[21,24,87,33]",21,24,87,33,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_001_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_001_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,close_template,template_match,0.966310|0.850450,0.96631,raw_s0003_0002|raw_s0003_0003,nms_s0003_001,2,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.04484,0.34111,0.13825,0.32565,0.09623,0.19952,0.86532
cxp_s0003_002,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[76,35,16,17]",76,35,16,17,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_002_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_002_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_002_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,geometry_x,x_geometry,0.925243,0.925243,raw_s0003_0004,nms_s0003_002,1,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.71508,0.00102,0.00011,0.00536,0.00762,0.0021,0.02956
cxp_s0003_003,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[598,141,17,16]",598,141,17,16,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_003_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_003_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_003_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,geometry_x,x_geometry,0.918508,0.918508,raw_s0003_0005,nms_s0003_003,1,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.25231,0.02767,0.05254,0.24874,0.30189,0.02833,0.68761
cxp_s0003_004,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[905,28,28,30]",905,28,28,30,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_004_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_004_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_004_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,geometry_x,x_geometry,0.880045,0.880045,raw_s0003_0006,nms_s0003_004,1,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.80928,0.01183,0.00674,0.04439,0.1024,0.01017,0.71027
cxp_s0003_005,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[528,141,16,16]",528,141,16,16,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_005_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_005_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_005_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,geometry_x,x_geometry,0.874889,0.874889,raw_s0003_0007,nms_s0003_005,1,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.5474,0.0079,0.00718,0.06534,0.07734,0.01539,0.09887
cxp_s0003_006,screen_0003,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0003.png,vision_platform\ads\collections\input_preclick_latest30_20260720\003_click_success_20260720_131727_006_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[365,123,41,37]",365,123,41,37,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0003_006_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0003_006_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0003_006_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0003_overlay.png,geometry_x,x_geometry,0.863337,0.863337,raw_s0003_0008,nms_s0003_006,1,0,pending,,0,input_preclick_latest30_20260720:screen_0003,0.39824,0.00104,0.00188,0.08416,0.01648,0.00621,0.1179
