instance_id,content_id,current_families,review_reason,relative_path,original_path,filename,source_root,vision_domain,representation
file_fbe9b62828150c24,asset_8a405ab7fdc540ad,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png,cxp_s0029_001_bbox.png,vision_platform\ads\collections,ads,unknown
file_4eefc26471689c0a,asset_5772a8b0669a0af2,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png,cxp_s0030_001_bbox.png,vision_platform\ads\collections,ads,unknown
file_c76d99f6c4af455c,asset_4640d13776664f72,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png,cxp_s0030_002_bbox.png,vision_platform\ads\collections,ads,unknown
file_e5fbe2037a78cd57,asset_c0186045b6874763,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png,cxp_s0030_003_bbox.png,vision_platform\ads\collections,ads,unknown
file_da19c57762f2f1dc,asset_c31b7de21038be99,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png,cxp_s0030_004_bbox.png,vision_platform\ads\collections,ads,unknown
file_0cd3ce94c632a450,asset_774d342d0c3d98d7,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png,cxp_s0030_005_bbox.png,vision_platform\ads\collections,ads,unknown
file_0b13f6b8a95bccf4,asset_2c0ed1d97b26cd23,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png,cxp_s0030_006_bbox.png,vision_platform\ads\collections,ads,unknown
file_1a158de408f4f1cb,asset_aa073b6f3954fac0,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png,cxp_s0030_007_bbox.png,vision_platform\ads\collections,ads,unknown
file_e0dfd0fe7ae78c14,asset_7895b8d944d46a2f,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png,cxp_s0030_008_bbox.png,vision_platform\ads\collections,ads,unknown
file_15460702272fc7af,asset_3a95ad16e806539e,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png,cxp_s0030_009_bbox.png,vision_platform\ads\collections,ads,unknown
file_f6e95f314d54cd7a,asset_4ecf7bc38a53730f,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png,cxp_s0030_010_bbox.png,vision_platform\ads\collections,ads,unknown
file_1aff9c0a5b83157e,asset_f723b6d82cb03eff,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png,cxp_s0030_011_bbox.png,vision_platform\ads\collections,ads,unknown
file_93568720c6489be8,asset_452e55d94c1f5d93,arrow,current_arrow,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png,cxp_s0030_012_bbox.png,vision_platform\ads\collections,ads,unknown
file_c001ecd3dd8e6f5a,asset_23e27746bf9acb75,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000074.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000074.png,rb_000074.png,vision_platform\ads\collections,ads,raw
file_98cf339e99854527,asset_1a15a1aedf1315ed,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000075.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000075.png,rb_000075.png,vision_platform\ads\collections,ads,unknown
file_305f139217f54d07,asset_c966fc39fcf6d4e7,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000081.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000081.png,rb_000081.png,vision_platform\ads\collections,ads,raw
file_2aa5e3355a1f71c5,asset_31c3f0fd5986e5c4,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000082.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000082.png,rb_000082.png,vision_platform\ads\collections,ads,unknown
file_b28b9ec89b84ce89,asset_226c1d36e84e0a83,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000093.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000093.png,rb_000093.png,vision_platform\ads\collections,ads,raw
file_a0ba5fcc9704c144,asset_3dd1cf465dd4e1fc,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000094.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000094.png,rb_000094.png,vision_platform\ads\collections,ads,unknown
file_09262bd1f2321a7b,asset_b2038ae70ba4928b,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000138.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000138.png,rb_000138.png,vision_platform\ads\collections,ads,raw
file_d434d859462d0aee,asset_9374af084265b151,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000139.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000139.png,rb_000139.png,vision_platform\ads\collections,ads,raw
file_3d395ad108b7d05d,asset_d0d6af500a45886e,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000142.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000142.png,rb_000142.png,vision_platform\ads\collections,ads,raw
file_4135329ece6fef7b,asset_5367678d7e7c5c9e,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000143.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000143.png,rb_000143.png,vision_platform\ads\collections,ads,unknown
file_92bf9affe27f402d,asset_0ef553bd6095965f,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000149.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000149.png,rb_000149.png,vision_platform\ads\collections,ads,raw
file_8f81870f1b024972,asset_83b54a80ca6e589f,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000150.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000150.png,rb_000150.png,vision_platform\ads\collections,ads,raw
file_0174b767cdb80e0d,asset_50ad02b705cc23fb,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000153.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000153.png,rb_000153.png,vision_platform\ads\collections,ads,raw
file_bedd66115ab8ef28,asset_a419bfb7ea738f2f,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000154.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000154.png,rb_000154.png,vision_platform\ads\collections,ads,raw
file_20a9c5333b15a0aa,asset_4a60fdfab002b186,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000176.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000176.png,rb_000176.png,vision_platform\ads\collections,ads,raw
file_70eab4aa71566fed,asset_3ddc68d29fa37c7a,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000177.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000177.png,rb_000177.png,vision_platform\ads\collections,ads,raw
file_835c9ccfae3bc599,asset_9336f42fcea7e0b7,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000182.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000182.png,rb_000182.png,vision_platform\ads\collections,ads,unknown
file_b5862f5eee2bd34d,asset_258dc7524dde6bfe,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000183.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000183.png,rb_000183.png,vision_platform\ads\collections,ads,raw
file_5d85190da480ef0d,asset_2814a8612c24914c,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000188.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000188.png,rb_000188.png,vision_platform\ads\collections,ads,unknown
file_583d3e5f16175353,asset_ba06f6fe6e90bf35,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000189.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000189.png,rb_000189.png,vision_platform\ads\collections,ads,raw
file_b3d3d941c081f532,asset_713d9bd8585df68b,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000201.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000201.png,rb_000201.png,vision_platform\ads\collections,ads,raw
file_b3bac06a83836101,asset_93e074b680c4fe7b,arrow,current_arrow,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000202.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000202.png,rb_000202.png,vision_platform\ads\collections,ads,raw
file_da24a97c4580a385,asset_8246d10f6c6dfb69,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080135_133\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080135_133\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_993270f6ad69f631,asset_b3e20e7760a44b0a,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_7003e76f1c605201,asset_57a3a364e16b9e38,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080355_864\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080355_864\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_89bf80364d6050d5,asset_8263ab7cd58c1c1f,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080451_263\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080451_263\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_80933b388bcd6724,asset_52eb220e60027c56,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_819590d43e808e84,asset_de74d2f098c11963,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_74eb22cf9cc7cda8,asset_1a3ff2eb8f7093d8,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_5dd1802e3abed8ce,asset_7c2cc704821e7c64,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_a54b16efa4d7551a,asset_8524767750bea86e,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_cd87cbee7fb17dd2,asset_8246d10f6c6dfb69,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_ee0387d4d77b785c,asset_ff5fa003b27b535b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_094919_639\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_094919_639\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_3c1dd248079e27eb,asset_22931ff7d50a4007,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095042_528\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095042_528\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_8b0c0a1b8dcc6487,asset_7c2cc704821e7c64,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095207_013\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095207_013\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_bf5064b3c751fece,asset_57057a2072ac0aa9,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095331_314\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095331_314\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_acb5f507ac5a49a9,asset_a267329783339e3b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095453_234\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095453_234\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_80043a8ad38fcdf0,asset_c7e460477e6815ca,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095617_140\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095617_140\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_4f0533509dde0ef4,asset_83893a37ecb22a22,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095949_902\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095949_902\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_c09160be9fefe870,asset_7b1a58c3ef6bea6c,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100244_003\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100244_003\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_e220e13fef12d437,asset_7b686d6471fd540c,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_1d5e457bcbcb4021,asset_7e28f00f839fce1f,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100332_771\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100332_771\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_3dc0d458cc883ee3,asset_57057a2072ac0aa9,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100447_093\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100447_093\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_1621862b6acb7cf3,asset_ff5fa003b27b535b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102134_709\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102134_709\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_ee87316a9ecc6f93,asset_c7e460477e6815ca,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102257_097\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102257_097\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_3aaed400e7ccbc64,asset_7fa875a023c06075,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102419_119\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102419_119\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_1c610c21e82f0a3b,asset_3e2ac2ef5377fc3b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_4b40434ea29380f7,asset_7acc39b655a0bda9,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102601_006\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102601_006\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
