candidate_id,crop_path,source_screen,source_instance_id,source_content_id,source_session,bbox,bbox_x,bbox_y,bbox_w,bbox_h,proposal_source,proposal_score,initial_label,review_status,max_iou_positive
hn_000135,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000135.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150413_edit.png,file_6dac895af9d30ef2,asset_ee7c08a720254382,ads2\assets\2_communication,"[457, 211, 14, 11]",457,211,14,11,geometry_close_hard_negative,0.913581157575769,pending_non_action_candidate,pending,0.0000
hn_000139,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000139.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150413_original.png,file_36c42bd7e00afcdc,asset_003a3c06113bbe55,ads2\assets\2_communication,"[457, 211, 14, 11]",457,211,14,11,geometry_close_hard_negative,0.913581157575769,pending_non_action_candidate,pending,0.0000
hn_000143,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000143.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150759_edit.png,file_8a31e0f727b3b9cb,asset_36bc47380f8b1aa2,ads2\assets\2_communication,"[457, 211, 14, 11]",457,211,14,11,geometry_close_hard_negative,0.913581157575769,pending_non_action_candidate,pending,0.0000
hn_000147,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000147.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150759_original.png,file_6498acc37b738765,asset_e944939861a0d57c,ads2\assets\2_communication,"[457, 211, 14, 11]",457,211,14,11,geometry_close_hard_negative,0.913581157575769,pending_non_action_candidate,pending,0.0000
hn_000177,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000177.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_163135_edit.png,file_958cead94d8e1841,asset_3205a944e419dafa,ads2\assets\2_communication,"[457, 211, 14, 11]",457,211,14,11,geometry_close_hard_negative,0.913581157575769,pending_non_action_candidate,pending,0.0000
hn_000153,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000153.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,file_e7bee6618f781e5d,asset_db6a9540a21dfe61,ads2\assets\2_communication,"[811, 289, 14, 11]",811,289,14,11,geometry_close_hard_negative,0.9119254939326081,pending_non_action_candidate,pending,0.0000
hn_000161,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000161.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,file_70f4558ba79f206e,asset_b26970a43dfdf0e2,ads2\assets\2_communication,"[811, 289, 14, 11]",811,289,14,11,geometry_close_hard_negative,0.9119254939326081,pending_non_action_candidate,pending,0.0000
hn_000169,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000169.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,ads2\assets\2_communication,"[811, 289, 14, 11]",811,289,14,11,geometry_close_hard_negative,0.9119254939326081,pending_non_action_candidate,pending,0.0000
hn_000002,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000002.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[297, 0, 11, 14]",297,0,11,14,geometry_close_hard_negative,0.911818663786672,pending_non_action_candidate,pending,0.0000
hn_000039,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000039.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_edit.png,file_d212015305644917,asset_36d0173a1ee8f012,ads2\assets\2_communication,"[297, 0, 11, 14]",297,0,11,14,geometry_close_hard_negative,0.911818663786672,pending_non_action_candidate,pending,0.0000
hn_000047,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000047.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_original.png,file_dd3404a95461a35b,asset_a8624d3b6b62bbd3,ads2\assets\2_communication,"[297, 0, 11, 14]",297,0,11,14,geometry_close_hard_negative,0.911818663786672,pending_non_action_candidate,pending,0.0000
hn_000040,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000040.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_edit.png,file_d212015305644917,asset_36d0173a1ee8f012,ads2\assets\2_communication,"[154, 491, 11, 17]",154,491,11,17,geometry_close_hard_negative,0.9113417614680719,pending_non_action_candidate,pending,0.0000
hn_000048,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000048.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_original.png,file_dd3404a95461a35b,asset_a8624d3b6b62bbd3,ads2\assets\2_communication,"[154, 491, 11, 17]",154,491,11,17,geometry_close_hard_negative,0.9113417614680719,pending_non_action_candidate,pending,0.0000
hn_000029,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000029.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,file_b7ee94d02191862f,asset_636cdeb26ca95f12,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000034,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000034.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_original.png,file_a38025dbb89180ef,asset_18251ebb4fbe0ec2,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000055,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000055.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082726_edit.png,file_b83f222024e4dce3,asset_aa6d0cc26c800a10,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000058,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000058.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082726_original.png,file_1d66d77457cb8524,asset_012e1c6083b7edb3,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000061,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000061.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082949_edit.png,file_4302c7d9cabc3a27,asset_42d55640f5e0078b,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000064,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000064.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082949_original.png,file_884882948f49225e,asset_db91c1f09cec9eb8,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000067,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000067.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_edit.png,file_36e3a5114617b811,asset_9747d2b044514da5,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000071,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000071.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_original.png,file_7e8dc83206c303ea,asset_cdbc112f29c50c6a,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000075,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000075.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_edit.png,file_a3ae38fcad2f22f2,asset_fa172a2f563a6c00,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000079,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000079.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,file_243b7b7509dbd3e4,asset_ae18f7ee593c2fee,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000085,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000085.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085540_edit.png,file_921bc8370c557d92,asset_952d77d5dade7206,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000091,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000091.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085540_original.png,file_fdb8b473ec271a1b,asset_105b675b3aaac632,ads2\assets\2_communication,"[23, 246, 11, 14]",23,246,11,14,geometry_close_hard_negative,0.9058741537605776,pending_non_action_candidate,pending,0.0000
hn_000154,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000154.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,file_e7bee6618f781e5d,asset_db6a9540a21dfe61,ads2\assets\2_communication,"[789, 17, 17, 14]",789,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000155,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000155.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,file_e7bee6618f781e5d,asset_db6a9540a21dfe61,ads2\assets\2_communication,"[926, 17, 17, 14]",926,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000162,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000162.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,file_70f4558ba79f206e,asset_b26970a43dfdf0e2,ads2\assets\2_communication,"[789, 17, 17, 14]",789,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000163,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000163.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,file_70f4558ba79f206e,asset_b26970a43dfdf0e2,ads2\assets\2_communication,"[926, 17, 17, 14]",926,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000170,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000170.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,ads2\assets\2_communication,"[789, 17, 17, 14]",789,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000171,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000171.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,ads2\assets\2_communication,"[926, 17, 17, 14]",926,17,17,14,geometry_close_hard_negative,0.8993543046468361,pending_non_action_candidate,pending,0.0000
hn_000096,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000096.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_edit.png,file_930ab51f7142d475,asset_278755527ca1a3e5,ads2\assets\2_communication,"[429, 420, 34, 34]",429,420,34,34,geometry_close_hard_negative,0.8984241619430688,pending_non_action_candidate,pending,0.0000
hn_000104,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000104.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_original.png,file_e0303f06c1dea025,asset_517dffb127e8e353,ads2\assets\2_communication,"[429, 420, 34, 34]",429,420,34,34,geometry_close_hard_negative,0.8984241619430688,pending_non_action_candidate,pending,0.0000
hn_000112,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000112.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_edit.png,file_f79203642ccdd8a7,asset_54284dbf33086654,ads2\assets\2_communication,"[429, 420, 34, 34]",429,420,34,34,geometry_close_hard_negative,0.8984241619430688,pending_non_action_candidate,pending,0.0000
hn_000120,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000120.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_original.png,file_e277a86da364ce73,asset_7711801e12745d2a,ads2\assets\2_communication,"[429, 420, 34, 34]",429,420,34,34,geometry_close_hard_negative,0.8984241619430688,pending_non_action_candidate,pending,0.0000
hn_000097,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000097.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_edit.png,file_930ab51f7142d475,asset_278755527ca1a3e5,ads2\assets\2_communication,"[377, 331, 17, 20]",377,331,17,20,geometry_close_hard_negative,0.8967086810834894,pending_non_action_candidate,pending,0.0000
hn_000105,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000105.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_original.png,file_e0303f06c1dea025,asset_517dffb127e8e353,ads2\assets\2_communication,"[377, 331, 17, 20]",377,331,17,20,geometry_close_hard_negative,0.8967086810834894,pending_non_action_candidate,pending,0.0000
hn_000113,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000113.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_edit.png,file_f79203642ccdd8a7,asset_54284dbf33086654,ads2\assets\2_communication,"[377, 331, 17, 20]",377,331,17,20,geometry_close_hard_negative,0.8967086810834894,pending_non_action_candidate,pending,0.0000
hn_000121,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000121.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_original.png,file_e277a86da364ce73,asset_7711801e12745d2a,ads2\assets\2_communication,"[377, 331, 17, 20]",377,331,17,20,geometry_close_hard_negative,0.8967086810834894,pending_non_action_candidate,pending,0.0000
hn_000076,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000076.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_edit.png,file_a3ae38fcad2f22f2,asset_fa172a2f563a6c00,ads2\assets\2_communication,"[334, 211, 31, 26]",334,211,31,26,geometry_close_hard_negative,0.8892612037725696,pending_non_action_candidate,pending,0.0000
hn_000080,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000080.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,file_243b7b7509dbd3e4,asset_ae18f7ee593c2fee,ads2\assets\2_communication,"[334, 211, 31, 26]",334,211,31,26,geometry_close_hard_negative,0.8892612037725696,pending_non_action_candidate,pending,0.0000
hn_000003,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000003.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[863, 34, 17, 26]",863,34,17,26,geometry_close_hard_negative,0.8885725009043657,pending_non_action_candidate,pending,0.0000
hn_000041,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000041.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_edit.png,file_d212015305644917,asset_36d0173a1ee8f012,ads2\assets\2_communication,"[863, 34, 17, 26]",863,34,17,26,geometry_close_hard_negative,0.8885725009043657,pending_non_action_candidate,pending,0.0000
hn_000049,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000049.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_original.png,file_dd3404a95461a35b,asset_a8624d3b6b62bbd3,ads2\assets\2_communication,"[863, 34, 17, 26]",863,34,17,26,geometry_close_hard_negative,0.8885725009043657,pending_non_action_candidate,pending,0.0000
hn_000156,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000156.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,file_e7bee6618f781e5d,asset_db6a9540a21dfe61,ads2\assets\2_communication,"[717, 237, 14, 17]",717,237,14,17,geometry_close_hard_negative,0.8777948960948033,pending_non_action_candidate,pending,0.0000
hn_000164,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000164.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,file_70f4558ba79f206e,asset_b26970a43dfdf0e2,ads2\assets\2_communication,"[717, 237, 14, 17]",717,237,14,17,geometry_close_hard_negative,0.8777948960948033,pending_non_action_candidate,pending,0.0000
hn_000172,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000172.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,ads2\assets\2_communication,"[717, 237, 14, 17]",717,237,14,17,geometry_close_hard_negative,0.8777948960948033,pending_non_action_candidate,pending,0.0000
hn_000004,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000004.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_capture_20260606_203317.png,file_cb92658830fac8b5,asset_1cbbbee4c4d36bef,ads2\assets\2_communication,"[523, 100, 11, 11]",523,100,11,11,geometry_close_hard_negative,0.8726318682890696,pending_non_action_candidate,pending,0.0000
hn_000042,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000042.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_edit.png,file_d212015305644917,asset_36d0173a1ee8f012,ads2\assets\2_communication,"[523, 100, 11, 11]",523,100,11,11,geometry_close_hard_negative,0.8726318682890696,pending_non_action_candidate,pending,0.0000
hn_000050,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000050.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_082421_original.png,file_dd3404a95461a35b,asset_a8624d3b6b62bbd3,ads2\assets\2_communication,"[523, 100, 11, 11]",523,100,11,11,geometry_close_hard_negative,0.8726318682890696,pending_non_action_candidate,pending,0.0000
hn_000068,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000068.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_edit.png,file_36e3a5114617b811,asset_9747d2b044514da5,ads2\assets\2_communication,"[806, 440, 11, 17]",806,440,11,17,geometry_close_hard_negative,0.8722186346963552,pending_non_action_candidate,pending,0.0000
hn_000072,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000072.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_original.png,file_7e8dc83206c303ea,asset_cdbc112f29c50c6a,ads2\assets\2_communication,"[806, 440, 11, 17]",806,440,11,17,geometry_close_hard_negative,0.8722186346963552,pending_non_action_candidate,pending,0.0000
hn_000030,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000030.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_edit.png,file_b7ee94d02191862f,asset_636cdeb26ca95f12,ads2\assets\2_communication,"[317, 194, 14, 11]",317,194,14,11,geometry_close_hard_negative,0.8707332214247935,pending_non_action_candidate,pending,0.0000
hn_000035,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000035.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_232156_original.png,file_a38025dbb89180ef,asset_18251ebb4fbe0ec2,ads2\assets\2_communication,"[317, 194, 14, 11]",317,194,14,11,geometry_close_hard_negative,0.8707332214247935,pending_non_action_candidate,pending,0.0000
hn_000009,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_full_40\crops\hn_000009.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260606_225520.png,file_d5b98b055872b01a,asset_750d55c7609ca258,ads2\assets\2_communication,"[897, 17, 17, 11]",897,17,17,11,geometry_close_hard_negative,0.8659053648337167,pending_non_action_candidate,pending,0.0000
