instance_id,content_id,relative_path,image_path,families,source_screen,group_key
file_d3fa8550365f8fe4,asset_35ac884fc325961e,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000232.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00530_negative_asset_35ac884fc325961e.png,negative,,content:asset_35ac884fc325961e
file_8c4907b15f97a471,asset_fbcc564523d58e3a,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000234.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00532_negative_asset_fbcc564523d58e3a.png,negative,,content:asset_fbcc564523d58e3a
file_9571d299368d849d,asset_f41984001785bb2e,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000235.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00533_negative_asset_f41984001785bb2e.png,negative,,content:asset_f41984001785bb2e
file_d19c1ae5042e913b,asset_cc04ebf72c4073f4,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000308.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00606_negative_asset_cc04ebf72c4073f4.png,negative,,content:asset_cc04ebf72c4073f4
file_9d37ff9d74a486c1,asset_cc04ebf72c4073f4,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000315.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00613_negative_asset_cc04ebf72c4073f4.png,negative,,content:asset_cc04ebf72c4073f4
file_3fb23508805b4005,asset_0b590b370863f8c6,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000472.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00765_negative_asset_0b590b370863f8c6.png,negative,,content:asset_0b590b370863f8c6
file_247878eeb2153bcd,asset_0b590b370863f8c6,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000482.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00775_negative_asset_0b590b370863f8c6.png,negative,,content:asset_0b590b370863f8c6
file_0ca7929710908e6d,asset_f41984001785bb2e,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000506.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00799_negative_asset_f41984001785bb2e.png,negative,,content:asset_f41984001785bb2e
file_72f9e642b73ff79f,asset_30eada6e537ba869,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000513.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00806_negative_asset_30eada6e537ba869.png,negative,,content:asset_30eada6e537ba869
file_ee319f420cecc510,asset_30eada6e537ba869,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000516.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00809_negative_asset_30eada6e537ba869.png,negative,,content:asset_30eada6e537ba869
file_a57c45f4c381c6f3,asset_8226bffb9ee871c5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000522.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00815_negative_asset_8226bffb9ee871c5.png,negative,,content:asset_8226bffb9ee871c5
file_2b55d011077b8365,asset_8226bffb9ee871c5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000531.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00824_negative_asset_8226bffb9ee871c5.png,negative,,content:asset_8226bffb9ee871c5
file_f47a194a48eb303f,asset_b8e24783cba5f65a,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000536.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00829_negative_asset_b8e24783cba5f65a.png,negative,,content:asset_b8e24783cba5f65a
file_7dcfcd1d8a9ce3aa,asset_aaa0d5a713804a65,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000538.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00831_negative_asset_aaa0d5a713804a65.png,negative,,content:asset_aaa0d5a713804a65
file_330819cac3745bbd,asset_aaa0d5a713804a65,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000547.png,vision_platform\ads\pilot\visual_family_smoke_20260721\development_retrain_with_20260720_click_success\dataset\images\vf_00840_negative_asset_aaa0d5a713804a65.png,negative,,content:asset_aaa0d5a713804a65
