group,count,positives,negatives,tp,fp,tn,fn,precision,recall,fpr
asset_95a20430000878ef,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9856ac6b3f298f71,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_987df0d8b3b391c2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_98932977e64f9db2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_98a6f59dfca8976a,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_98bbe20fd28f9eaa,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_998b73fc2323cc1c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9a10780f2d36ab87,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_9a21504bfdc8a637,4,0,4,0,0,4,0,0.0,0.0,0.0
asset_9b431dfcccce122a,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9c3005e8cf61b486,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9d58288c3f8df317,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_9f19bccef72c2c6f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a530bc5f48522270,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a5bab22c5327c1c8,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a618d16b03785160,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_a8d5814c47c4ff46,1,0,1,0,1,0,0,0.0,0.0,1.0
asset_abdad0a829b22ec2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ae17f2d94d0c0ab9,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_ae39a2a005a39867,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_af54beefe2d5a6b2,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b11bd236a49a8aef,3,0,3,0,0,3,0,0.0,0.0,0.0
asset_b12a5682aa09c91e,12,0,12,0,0,12,0,0.0,0.0,0.0
asset_b2c2279a78b7a46c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b316731cbc49378b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b35b7168b6193cae,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b3d2dc810356b37f,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_b7ad3c8fa00ae64d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ba2f8f094f7f6a74,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_bbe7c3cc34708b56,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_bd0db35d86d5fa07,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_be7ba4cc0831053d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_bf67cbb2e28353db,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_bfbc786a951d56b0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c1360872b6351ed9,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c269a1e17f8c0157,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c41d245fb4c84db3,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_c5baf12d61cdbd4b,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_c94723e71004f422,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ca2b6cba35c5b2d0,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_cc72cd4202e1a506,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_cd28afeb00146427,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_cdbb53ff95e4d4d4,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_cdf5843814233b4c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_cef23608dc872452,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_d082cffe4e8f8f90,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_d0c43c6062f54e39,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_d15740a487b16ec6,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d7325b503fd4b488,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d7490885dc333b3b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d761ea3c85686904,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d836a989c77ce7be,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_d94a12829e570c5c,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_da24cf2cd15d754b,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_dc60821c5f660327,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_de631495415cb9f3,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_dea8ae9d91e5e666,1,1,0,0,0,0,1,0.0,0.0,0.0
asset_dec4ce7aa05c4320,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_dfc556b32c903a93,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e11e82036e454f5e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e167c74648f20edd,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e18d2d36b4462d42,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_e8db4fdd3fa8314c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_e9ee4043583dbad7,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ec4cebf942982f72,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ef8824e2b0e42aaf,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_f09c242e163645d0,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f0b83b5fe8c3d40d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f0eb4ff11506273a,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f1c98843644e7186,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f343af98723d828e,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f969550042dd8a5c,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_f999348b3f09139c,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_f9e617def8b67fd8,2,0,2,0,0,2,0,0.0,0.0,0.0
asset_fb90c4fafece1292,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_fd835ebab067525d,1,0,1,0,0,1,0,0.0,0.0,0.0
asset_ff4135452321c27d,1,1,0,1,0,0,0,1.0,1.0,0.0
asset_ff81ca2f0f5c74da,1,0,1,0,0,1,0,0.0,0.0,0.0
