source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
click_success_20260713_081038_362,asset_d0c43c6062f54e39,1,1,close,0.998160,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01074_close_asset_d0c43c6062f54e39.png,,
click_success_20260713_081621_578,asset_003f01a0aee6b9bc,1,1,close,0.620796,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01080_close_asset_003f01a0aee6b9bc.png,,
click_success_20260713_081645_261,asset_30c8ee229aa044f4,1,1,close,0.417437,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00138_close_asset_30c8ee229aa044f4.png,,
click_success_20260713_081934_414,asset_3f76ae4068c4ab21,1,1,close,0.919586,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01083_close_asset_3f76ae4068c4ab21.png,,
click_success_20260713_082003_150,asset_3666987badf94225,1,1,close,0.604362,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01084_close_asset_3666987badf94225.png,,
click_success_20260713_082026_800,asset_e18d2d36b4462d42,1,1,close,0.998798,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00141_close_asset_e18d2d36b4462d42.png,,
click_success_20260713_085616_610,asset_5c41eb2044704344,1,1,close,0.436826,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01089_close_asset_5c41eb2044704344.png,,
click_success_20260713_085652_323,asset_f969550042dd8a5c,1,1,close,0.981666,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01091_close_asset_f969550042dd8a5c.png,,
click_success_20260713_085751_923,asset_cd28afeb00146427,1,1,close,0.995743,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01095_close_asset_cd28afeb00146427.png,,
click_success_20260713_090213_965,asset_dea8ae9d91e5e666,1,1,close,0.205455,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01100_close_asset_dea8ae9d91e5e666.png,,
click_success_20260713_090311_972,asset_3911db3a08d8407c,1,1,close,0.345184,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01102_close_asset_3911db3a08d8407c.png,,
click_success_20260713_092403_554,asset_ff4135452321c27d,1,1,close,0.625180,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01107_close_asset_ff4135452321c27d.png,,
click_success_20260713_092651_933,asset_5d48d448576b133c,1,1,close,0.343943,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01112_close_asset_5d48d448576b133c.png,,
click_success_20260713_093033_128,asset_6610b5dfb445dd5f,1,1,close,0.920506,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00161_close_asset_6610b5dfb445dd5f.png,,
click_success_20260713_095216_081,asset_183568ccccf9b17c,1,1,close,0.941427,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01120_close_asset_183568ccccf9b17c.png,,
click_success_20260713_095502_252,asset_c5baf12d61cdbd4b,1,1,close,0.980430,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01123_close_asset_c5baf12d61cdbd4b.png,,
click_success_20260713_095859_772,asset_53debd4fe80fc84a,1,1,close,0.325748,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01126_close_asset_53debd4fe80fc84a.png,,
click_success_20260713_100053_163,asset_959ff3cdd6771a3f,1,1,close,0.976716,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01128_close_asset_959ff3cdd6771a3f.png,,
click_success_20260713_102601_006,asset_7acc39b655a0bda9,1,1,close,0.989295,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00174_close_asset_7acc39b655a0bda9.png,,
click_success_20260713_102609_950,asset_8f85cf781a2c4892,1,1,close,0.944871,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01144_close_asset_8f85cf781a2c4892.png,,
click_success_20260713_102840_468,asset_13fae01f38c68d9b,1,0,not_close,0.367916,0,0,0,0,1,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01032_not_close_asset_13fae01f38c68d9b.png,,
click_success_20260713_102941_228,asset_161fe2d19fd904c5,1,1,close,0.999132,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00175_close_asset_161fe2d19fd904c5.png,,
click_success_20260713_103248_223,asset_472bfd838b165cc8,1,1,close,0.999109,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01150_close_asset_472bfd838b165cc8.png,,
click_success_20260713_132613_620,asset_25a22f5df74ffae1,1,1,close,0.407462,0,0,0,1,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_01159_close_asset_25a22f5df74ffae1.png,,
close_x_classifier/data/review_batch_001/patches,asset_9181230632ec3bda,35,0,not_close,0.966995,1,1,0,0,0,1,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00663_not_close_asset_9181230632ec3bda.png,,
close_x_classifier/data/stage0_6_canonical_object_poc/images,asset_98a6f59dfca8976a,9,1,close,0.998073,1,1,1,0,0,0,vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00113_close_asset_98a6f59dfca8976a.png,,
