source_screen,source_session,candidate_count,has_close,top1_true_label,top1_p_close,top1_predicted_close,would_click,top1_correct_for_positive_screen,positive_screen_miss_or_abstain,correct_abstain_on_negative_screen,false_click_on_negative_screen,top1_image_path,top1_bbox,top1_geometry_score
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000977_score_0.909_x359_y344_w13_h13_log__20260711_111910_56400_afk_20260711_111910_tiger_每日簽到_route_enter__000007_20260711_111922_before_tap_480_158.png.png,20260711_111910_56400,1,0,not_close,0.013364,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00071_not_close.png,"48,48,13,13",0.909
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001038_score_0.906_x118_y305_w16_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00079_not_close.png,"48,48,16,16",0.906
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001055_score_0.905_x329_y452_w14_h14_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000271_20260711_085409_after_swipe_360_460_360_180_900.png.png,20260711_084610_10484,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00086_not_close.png,"48,48,14,14",0.905
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001575_score_0.900_x45_y125_w17_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,1,0,not_close,0.000003,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00095_not_close.png,"45,48,17,16",0.9
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001577_score_0.900_x450_y222_w15_h15_log__20260711_104622_54288_afk_20260711_104613_311_看廣告_task__000005_20260711_104711_before_tap_483_157.png.png,20260711_104622_54288,1,0,not_close,0.053720,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00096_not_close.png,"48,48,15,15",0.9
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001586_score_0.899_x82_y312_w49_h52_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000002_20260711_095225_before_tap_781_504.png.png,20260711_095223_69352,1,0,not_close,0.014981,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00193_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001588_score_0.898_x82_y312_w49_h52_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000027_20260711_095317_after_tap_913_288.png.png,20260711_095223_69352,1,0,not_close,0.014981,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00195_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001599_score_0.898_x82_y312_w51_h52_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000067_20260711_095500_abyss_final_done_after_exit_tap_02.png.png,20260711_095223_69352,1,0,not_close,0.014981,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00197_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001696_score_0.896_x82_y276_w16_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000006_20260711_100551_after_tap_80_164.png.png,20260711_100541_44936,1,0,not_close,0.000004,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00103_not_close.png,"48,48,16,17",0.896
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001721_score_0.893_x424_y265_w23_h23_log__tiger_廣告探寶鏟_task_fail_stuck_static__000046_20260711_015138_after_tap_301_350.png.png,20260711_015138_after,1,0,not_close,0.006395,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00190_not_close.png,"48,48,23,23",0.868
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001811_score_0.892_x268_y107_w18_h18_log__20260711_085840_33128_afk_20260711_085840_14_看廣告_route_enter__000003_20260711_085846_before_tap_67_340.png.png,20260711_085840_33128,1,0,not_close,0.000077,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00123_not_close.png,"48,48,18,18",0.892
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001914_score_0.892_x606_y222_w15_h15_log__20260711_085849_37020_afk_20260711_085840_14_看廣告_task__000025_20260711_090105_before_tap_757_364.png.png,20260711_085849_37020,1,0,not_close,0.000001,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00124_not_close.png,"48,48,15,15",0.892
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001945_score_0.891_x467_y222_w14_h15_log__20260711_104622_54288_afk_20260711_104613_311_看廣告_task__000017_20260711_104918_before_tap_483_157.png.png,20260711_104622_54288,1,0,not_close,0.005762,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00125_not_close.png,"48,48,14,15",0.891
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001986_score_0.890_x45_y219_w17_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000004_20260711_100548_after_swipe_86_130_86_430_420.png.png,20260711_100541_44936,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00206_not_close.png,"45,48,17,17",0.865
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001988_score_0.890_x45_y120_w17_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000002_20260711_100544_after_swipe_86_430_86_130_420.png.png,20260711_100541_44936,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00129_not_close.png,"45,48,17,17",0.89
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001993_score_0.890_x82_y312_w49_h52_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000025_20260711_095310_after_tap_809_65.png.png,20260711_095223_69352,1,0,not_close,0.014981,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00200_not_close.png,"133,49,12,13",0.866
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001994_score_0.890_x118_y240_w16_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000002_20260711_100544_after_swipe_86_430_86_130_420.png.png,20260711_100541_44936,1,0,not_close,0.000003,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00133_not_close.png,"48,48,16,17",0.89
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002238_score_0.888_x25_y192_w24_h24_log__20260711_083159_41740_afk_20260711_083021_14_廣告探寶鏟_route_enter__000008_20260711_083217_after_tap_916_352.png.png,20260711_083159_41740,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00166_not_close.png,"72,29,12,13",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002247_score_0.887_x84_y72_w16_h17_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000092_20260711_084917_before_tap_349_253.png.png,20260711_084610_10484,1,0,not_close,0.146378,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00144_not_close.png,"48,48,16,17",0.887
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002630_score_0.881_x395_y167_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000018_20260711_095300_abyss_rental_scan_05.png.png,20260711_095223_69352,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00155_not_close.png,"48,48,14,13",0.881
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002637_score_0.881_x45_y126_w17_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000003_20260711_100546_before_swipe_86_130_86_430_420.png.png,20260711_100541_44936,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00226_not_close.png,"45,48,17,17",0.858
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002893_score_0.874_x82_y461_w15_h15_log__20260711_093806_46808_afk_20260711_093802_14_王國金庫_task__000001_20260711_093808_before_swipe_86_430_86_130_420.png.png,20260711_093806_46808,1,0,not_close,0.000010,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00170_not_close.png,"48,48,15,15",0.874
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003273_score_0.869_x395_y182_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000009_20260711_095244_abyss_rental_scan_02.png.png,20260711_095223_69352,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00183_not_close.png,"48,48,14,14",0.869
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003274_score_0.869_x395_y161_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000012_20260711_095249_abyss_rental_scan_03.png.png,20260711_095223_69352,1,0,not_close,0.000000,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00184_not_close.png,"48,48,14,14",0.869
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003359_score_0.862_x799_y286_w15_h12_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000096_20260711_084923_before_tap_478_150.png.png,20260711_084610_10484,1,0,not_close,0.843992,1,1,0,0,0,1,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00222_not_close.png,"48,48,15,12",0.862
D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003471_score_0.852_x63_y182_w17_h16_log__20260711_093806_46808_afk_20260711_093802_14_王國金庫_task__000002_20260711_093809_after_swipe_86_430_86_130_420.png.png,20260711_093806_46808,1,0,not_close,0.000012,0,0,0,0,1,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00233_not_close.png,"48,48,17,16",0.852
D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\review\close\ad_issue_20260606_052002_roi_15.png,positive_object::ad_issue_20260606_052002_roi_15.png,1,1,close,0.963876,1,1,1,0,0,0,D:\Projects\adb_vl\close_x_classifier\data\stage0_6_canonical_object_poc\images\stage0_6_00007_close.png,,
