annotation_id,screen_id,image_path,instance_id,content_id,bbox_id,bbox_x,bbox_y,bbox_w,bbox_h,category,label,source_class,screen_state,split_group,split
ann_000051,ads_det_000052,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000052.png,file_964499e8c824d89b,asset_0400fa765d75f34b,70,558.392,353.367,77.186,25.327,action_candidate,positive,action_target,actionable,content:asset_0400fa765d75f34b,
ann_000052,ads_det_000052,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000052.png,file_964499e8c824d89b,asset_0400fa765d75f34b,71,698.291,352.161,74.774,27.739,action_candidate,positive,action_target,actionable,content:asset_0400fa765d75f34b,
ann_000053,ads_det_000052,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000052.png,file_964499e8c824d89b,asset_0400fa765d75f34b,72,834.573,354.573,75.980,21.709,action_candidate,positive,action_target,actionable,content:asset_0400fa765d75f34b,
ann_000054,ads_det_000053,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000053.png,file_756d1099ec107314,asset_0d5f9440bc991aa0,77,909.250,23.156,33.962,20.840,action_candidate,positive,action_target,actionable,content:asset_0d5f9440bc991aa0,
ann_000055,ads_det_000054,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000054.png,file_30d80381e71c4229,asset_011d6b03e2375afe,78,909.250,23.156,33.962,20.840,action_candidate,positive,action_target,actionable,content:asset_011d6b03e2375afe,
ann_000056,ads_det_000055,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000055.png,file_54649dd854c2aebf,asset_35050faa6b11f353,80,809.246,467.940,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_35050faa6b11f353,
ann_000057,ads_det_000056,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000056.png,file_100daa938b119d8f,asset_0062ef6acaf85735,81,809.246,467.940,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_0062ef6acaf85735,
ann_000058,ads_det_000057,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000057.png,file_d3915cb50f438194,asset_be156523a3ab5abe,82,809.246,467.940,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_be156523a3ab5abe,
ann_000059,ads_det_000058,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000058.png,file_5f84afe3e6c04d9a,asset_784538fdbee4d196,83,809.246,467.940,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_784538fdbee4d196,
ann_000060,ads_det_000059,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000059.png,file_02c2144cc30cfbe9,asset_fbfb7241e62d249b,84,406.432,401.608,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_fbfb7241e62d249b,
ann_000061,ads_det_000060,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000060.png,file_7f8ff5b6a7200fb8,asset_989c6569acc7af32,85,406.432,401.608,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_989c6569acc7af32,
ann_000062,ads_det_000061,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000061.png,file_89900fa83979cda8,asset_333319d3f78eed9a,86,406.432,401.608,49.447,26.533,action_candidate,positive,action_target,actionable,content:asset_333319d3f78eed9a,
ann_000063,ads_det_000062,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000062.png,file_af69e9cd56b95901,asset_bec79d4dc79846ec,88,441.407,475.176,78.392,19.296,action_candidate,positive,action_target,actionable,content:asset_bec79d4dc79846ec,
ann_000064,ads_det_000063,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000063.png,file_66430019a71b7b32,asset_404f88ea5573b3a0,89,441.407,475.176,78.392,19.296,action_candidate,positive,action_target,actionable,content:asset_404f88ea5573b3a0,
ann_000065,ads_det_000064,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000064.png,file_17c948c4450ba29c,asset_beac250e4661b225,90,441.407,475.176,78.392,19.296,action_candidate,positive,action_target,actionable,content:asset_beac250e4661b225,
ann_000066,ads_det_000065,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000065.png,file_00664230c15bf43f,asset_4a60143af235e4d4,92,557.186,354.573,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_4a60143af235e4d4,
ann_000067,ads_det_000066,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000066.png,file_c4ec37986cd6235f,asset_297f7e488e946558,93,557.186,354.573,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_297f7e488e946558,
ann_000068,ads_det_000067,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000067.png,file_bd70b239a5fbea1e,asset_74d5a532c042508d,94,557.186,354.573,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_74d5a532c042508d,
ann_000069,ads_det_000068,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000068.png,file_c1fdec59744aed96,asset_d38989a326a68217,95,557.186,354.573,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_d38989a326a68217,
ann_000070,ads_det_000069,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000069.png,file_3f49ab4910595497,asset_68033ccf05c6f07c,96,909.347,21.709,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_68033ccf05c6f07c,
ann_000071,ads_det_000070,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000070.png,file_5bd2e84e4b65a94b,asset_efd1608a9c659131,97,909.347,21.709,33.769,22.915,action_candidate,positive,action_target,actionable,content:asset_efd1608a9c659131,
ann_000072,ads_det_000071,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000071.png,file_cbc748e26d09fc65,asset_625cf2818929c1d0,99,420.905,139.899,118.191,32.563,action_candidate,positive,action_target,actionable,content:asset_625cf2818929c1d0,
ann_000073,ads_det_000072,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000072.png,file_88fcbdea1d5d9255,asset_a5f588e5f344bd43,101,908.141,21.709,34.975,21.709,action_candidate,positive,action_target,actionable,content:asset_a5f588e5f344bd43,
ann_000074,ads_det_000073,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000073.png,file_fb32fd3ff288c730,asset_c43fdae72ed2e2d5,102,908.141,21.709,34.975,21.709,action_candidate,positive,action_target,actionable,content:asset_c43fdae72ed2e2d5,
ann_000075,ads_det_000074,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000074.png,file_d5d7c89bd289b315,asset_327e4b7be8c60bf7,103,908.141,21.709,34.975,21.709,action_candidate,positive,action_target,actionable,content:asset_327e4b7be8c60bf7,
ann_000076,ads_det_000075,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000075.png,file_9d1febe871779b70,asset_62b34680da624599,104,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_62b34680da624599,
ann_000077,ads_det_000076,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000076.png,file_4faf51f7efdcb762,asset_4b74d5405d484b1e,105,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_4b74d5405d484b1e,
ann_000078,ads_det_000077,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000077.png,file_d014693b458b08fa,asset_09aaf3abab38f7ff,106,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_09aaf3abab38f7ff,
ann_000079,ads_det_000078,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000078.png,file_b650e197c95d1bd6,asset_8281ebec570c03d6,107,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_8281ebec570c03d6,
ann_000080,ads_det_000079,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000079.png,file_80a71757ba9b2849,asset_09e2530be65c8860,108,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_09e2530be65c8860,
ann_000081,ads_det_000080,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000080.png,file_ea31e3232404f803,asset_739e43c6fb3d6ba0,109,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_739e43c6fb3d6ba0,
ann_000082,ads_det_000081,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000081.png,file_30e20ba407f2e735,asset_be918d46cdab9963,110,906.935,21.709,39.799,21.709,action_candidate,positive,action_target,actionable,content:asset_be918d46cdab9963,
ann_000083,ads_det_000082,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000082.png,file_abeea71426d40417,asset_d62f49a9b89208ee,112,32.563,30.151,72.362,21.709,action_candidate,positive,action_target,actionable,content:asset_d62f49a9b89208ee,
ann_000084,ads_det_000083,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000083.png,file_f01910615219089c,asset_b2e458fd374211e9,113,32.563,30.151,72.362,21.709,action_candidate,positive,action_target,actionable,content:asset_b2e458fd374211e9,
ann_000085,ads_det_000086,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000086.png,file_8b220e19790c2298,asset_4cc22374792bd870,115,908.324,24.699,35.197,18.525,action_candidate,positive,action_target,actionable,content:asset_4cc22374792bd870,
ann_000086,ads_det_000087,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000087.png,file_36d2228858cb0cce,asset_adbff24fa4cef34d,116,908.324,24.699,35.197,18.525,action_candidate,positive,action_target,actionable,content:asset_adbff24fa4cef34d,
ann_000087,ads_det_000092,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000092.png,file_164a2c3f6130317e,asset_60d328a08c9a6aaf,118,913.110,23.156,24.699,20.840,action_candidate,positive,action_target,actionable,content:asset_60d328a08c9a6aaf,
ann_000088,ads_det_000093,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000093.png,file_51e4398b2c2b97f4,asset_a147534feac4f9fe,119,913.110,23.156,24.699,20.840,action_candidate,positive,action_target,actionable,content:asset_a147534feac4f9fe,
ann_000089,ads_det_000096,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000096.png,file_e78cdbed66e90571,asset_0772e77ac58154c7,123,912.893,28.157,30.133,13.832,action_candidate,positive,action_target,actionable,content:asset_0772e77ac58154c7,
ann_000090,ads_det_000097,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000097.png,file_608055de17005875,asset_0b038a10b6c750bf,124,912.893,28.157,30.133,13.832,action_candidate,positive,action_target,actionable,content:asset_0b038a10b6c750bf,
ann_000091,ads_det_000100,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000100.png,file_a9031c67e781d454,asset_874adabac201e985,127,25.934,27.787,32.727,29.639,action_candidate,positive,action_target,actionable,content:asset_874adabac201e985,
ann_000092,ads_det_000101,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000101.png,file_da6ebf372514609a,asset_6233b442a775a94e,128,25.934,27.787,32.727,29.639,action_candidate,positive,action_target,actionable,content:asset_6233b442a775a94e,
ann_000093,ads_det_000102,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000102.png,file_eac8bdd9b1afbef9,asset_8b506144921e692e,130,285.829,336.482,88.040,26.533,action_candidate,positive,action_target,actionable,content:asset_8b506144921e692e,
ann_000094,ads_det_000103,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000103.png,file_930b0e954fd4d20f,asset_a1127cd78d9fdfe0,132,24.121,25.327,83.216,33.769,action_candidate,positive,action_target,actionable,content:asset_a1127cd78d9fdfe0,
ann_000095,ads_det_000104,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000104.png,file_ebae3e2cd1e60c0f,asset_e01f9b6db83bc730,133,24.121,25.327,83.216,33.769,action_candidate,positive,action_target,actionable,content:asset_e01f9b6db83bc730,
ann_000096,ads_det_000107,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000107.png,file_3476742336d99f85,asset_8cb870edb6b0eae0,135,910.423,24.206,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_8cb870edb6b0eae0,
ann_000097,ads_det_000108,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000108.png,file_b1346d2ef973ee63,asset_7f562fa0234169c2,136,910.423,24.206,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_7f562fa0234169c2,
ann_000098,ads_det_000109,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000109.png,file_571724a6f98e4c59,asset_d5764c150aa3271a,137,911.630,22.999,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_d5764c150aa3271a,
ann_000099,ads_det_000110,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000110.png,file_5c48d6bc2314a63a,asset_7c5afa1685004ea5,138,911.630,22.999,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_7c5afa1685004ea5,
ann_000100,ads_det_000111,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000111.png,file_3f3709245f8648f5,asset_2e9c0f72f8a906ff,139,911.630,22.999,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_2e9c0f72f8a906ff,
ann_000101,ads_det_000112,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000112.png,file_75de454102768585,asset_90e3e8ec409fe85c,140,911.630,22.999,31.615,19.266,action_candidate,positive,action_target,actionable,content:asset_90e3e8ec409fe85c,
ann_000102,ads_det_000114,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000114.png,file_0ff60244c2316f2f,asset_45b271ddcf104c5f,142,908.141,22.915,36.181,20.503,action_candidate,positive,action_target,actionable,content:asset_45b271ddcf104c5f,
ann_000103,ads_det_000115,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000115.png,file_985be4a18038c3c7,asset_e616283f4b7706bd,143,908.141,22.915,36.181,20.503,action_candidate,positive,action_target,actionable,content:asset_e616283f4b7706bd,
ann_000104,ads_det_000116,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000116.png,file_1e4f4b18bcc07ea6,asset_c81ab2155760df3c,144,908.141,22.915,36.181,20.503,action_candidate,positive,action_target,actionable,content:asset_c81ab2155760df3c,
