screen_id,image_path,original_path,relative_path,instance_id,content_id,vision_domain,screen_state,asset_type,representation,source_root,width,height,positive_bbox_count,split_group,split
ads_det_000015,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000015.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_084044_original.png,ads2\assets\2_communication\manual_rescue_20260607_084044_original.png,file_7e8dc83206c303ea,asset_cdbc112f29c50c6a,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_cdbc112f29c50c6a,train
ads_det_000016,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000016.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_edit.png,ads2\assets\2_communication\manual_rescue_20260607_085221_edit.png,file_a3ae38fcad2f22f2,asset_fa172a2f563a6c00,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_fa172a2f563a6c00,train
ads_det_000017,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000017.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,ads2\assets\2_communication\manual_rescue_20260607_085221_original.png,file_243b7b7509dbd3e4,asset_ae18f7ee593c2fee,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_ae18f7ee593c2fee,train
ads_det_000018,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000018.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085540_edit.png,ads2\assets\2_communication\manual_rescue_20260607_085540_edit.png,file_921bc8370c557d92,asset_952d77d5dade7206,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_952d77d5dade7206,train
ads_det_000019,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000019.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_085540_original.png,ads2\assets\2_communication\manual_rescue_20260607_085540_original.png,file_fdb8b473ec271a1b,asset_105b675b3aaac632,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_105b675b3aaac632,train
ads_det_000020,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000020.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_101333_edit.png,ads2\assets\2_communication\manual_rescue_20260607_101333_edit.png,file_0cc3b419504e6c6d,asset_31248d6ed529be48,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_31248d6ed529be48,train
ads_det_000021,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000021.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_101333_original.png,ads2\assets\2_communication\manual_rescue_20260607_101333_original.png,file_f006c768e3968916,asset_0bdebd9b5f09c39e,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_0bdebd9b5f09c39e,train
ads_det_000022,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000022.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_edit.png,ads2\assets\2_communication\manual_rescue_20260607_144904_edit.png,file_930ab51f7142d475,asset_278755527ca1a3e5,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_278755527ca1a3e5,train
ads_det_000023,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000023.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_144904_original.png,ads2\assets\2_communication\manual_rescue_20260607_144904_original.png,file_e0303f06c1dea025,asset_517dffb127e8e353,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_517dffb127e8e353,train
ads_det_000024,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000024.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_edit.png,ads2\assets\2_communication\manual_rescue_20260607_145346_edit.png,file_f79203642ccdd8a7,asset_54284dbf33086654,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_54284dbf33086654,train
ads_det_000025,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000025.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145346_original.png,ads2\assets\2_communication\manual_rescue_20260607_145346_original.png,file_e277a86da364ce73,asset_7711801e12745d2a,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_7711801e12745d2a,train
ads_det_000026,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000026.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145608_edit.png,ads2\assets\2_communication\manual_rescue_20260607_145608_edit.png,file_c888bac3e43fdb07,asset_cdf3bcbb678fb092,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_cdf3bcbb678fb092,train
ads_det_000027,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000027.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_145608_original.png,ads2\assets\2_communication\manual_rescue_20260607_145608_original.png,file_836b44de324f1b1a,asset_88d4e00731bb83a4,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_88d4e00731bb83a4,val
ads_det_000028,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000028.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150413_edit.png,ads2\assets\2_communication\manual_rescue_20260607_150413_edit.png,file_6dac895af9d30ef2,asset_ee7c08a720254382,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_ee7c08a720254382,train
ads_det_000029,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000029.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150413_original.png,ads2\assets\2_communication\manual_rescue_20260607_150413_original.png,file_36c42bd7e00afcdc,asset_003a3c06113bbe55,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_003a3c06113bbe55,train
ads_det_000030,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000030.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150759_edit.png,ads2\assets\2_communication\manual_rescue_20260607_150759_edit.png,file_8a31e0f727b3b9cb,asset_36bc47380f8b1aa2,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_36bc47380f8b1aa2,train
ads_det_000031,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000031.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_150759_original.png,ads2\assets\2_communication\manual_rescue_20260607_150759_original.png,file_6498acc37b738765,asset_e944939861a0d57c,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_e944939861a0d57c,train
ads_det_000032,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000032.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,ads2\assets\2_communication\manual_rescue_20260607_151902_edit.png,file_1922bb97a02f78e7,asset_0ef85ef6c3008061,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_0ef85ef6c3008061,val
ads_det_000033,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000033.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_151902_original.png,ads2\assets\2_communication\manual_rescue_20260607_151902_original.png,file_44d80f437474f51b,asset_84c479c28cc73674,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_84c479c28cc73674,train
ads_det_000034,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000034.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_153732_edit.png,ads2\assets\2_communication\manual_rescue_20260607_153732_edit.png,file_ec7b16077fbaef43,asset_452c73fab94708e2,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_452c73fab94708e2,train
ads_det_000035,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000035.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_153732_original.png,ads2\assets\2_communication\manual_rescue_20260607_153732_original.png,file_1f61fa69df283b55,asset_6b5f8cdfb057831b,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_6b5f8cdfb057831b,train
ads_det_000036,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000036.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_154252_edit.png,ads2\assets\2_communication\manual_rescue_20260607_154252_edit.png,file_596fe48bf09caa19,asset_6cb8dabf6719aa9f,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_6cb8dabf6719aa9f,train
ads_det_000037,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000037.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_154252_original.png,ads2\assets\2_communication\manual_rescue_20260607_154252_original.png,file_7bf7eaa14bb5cddc,asset_979a7f289e8b2244,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_979a7f289e8b2244,train
ads_det_000038,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000038.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,ads2\assets\2_communication\manual_rescue_20260607_161122_edit.png,file_e7bee6618f781e5d,asset_db6a9540a21dfe61,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_db6a9540a21dfe61,test
ads_det_000039,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000039.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,ads2\assets\2_communication\manual_rescue_20260607_161122_original.png,file_70f4558ba79f206e,asset_b26970a43dfdf0e2,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_b26970a43dfdf0e2,train
ads_det_000040,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000040.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_148fb06adfea06f2,train
ads_det_000041,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000041.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_163135_edit.png,ads2\assets\2_communication\manual_rescue_20260607_163135_edit.png,file_958cead94d8e1841,asset_3205a944e419dafa,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_3205a944e419dafa,val
ads_det_000042,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000042.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_163135_original.png,ads2\assets\2_communication\manual_rescue_20260607_163135_original.png,file_fb0a9f57a7a57a2c,asset_9a48f187dd79d17e,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_9a48f187dd79d17e,val
ads_det_000043,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000043.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_163211_edit.png,ads2\assets\2_communication\manual_rescue_20260607_163211_edit.png,file_9e466ed58c8c5e3f,asset_419b00ac3f9e1f40,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_419b00ac3f9e1f40,train
ads_det_000044,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000044.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_164029_edit.png,ads2\assets\2_communication\manual_rescue_20260607_164029_edit.png,file_cd7e7dc9299374b5,asset_256291946681e495,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_256291946681e495,train
ads_det_000045,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000045.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_164029_original.png,ads2\assets\2_communication\manual_rescue_20260607_164029_original.png,file_d81dd31cef471171,asset_e7315be7635cfbe4,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_e7315be7635cfbe4,train
ads_det_000046,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000046.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_164127_edit.png,ads2\assets\2_communication\manual_rescue_20260607_164127_edit.png,file_3d0482656b66a8c7,asset_5522d341e2105ef8,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_5522d341e2105ef8,test
ads_det_000047,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000047.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_165932_edit.png,ads2\assets\2_communication\manual_rescue_20260607_165932_edit.png,file_29cd8a9b6ed552f6,asset_84d107a9ad22d8c6,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_84d107a9ad22d8c6,train
ads_det_000048,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000048.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_165932_original.png,ads2\assets\2_communication\manual_rescue_20260607_165932_original.png,file_bed48f9ad2be2f33,asset_8ba1bdf15ecbae79,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_8ba1bdf15ecbae79,train
ads_det_000049,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000049.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260608_082319_edit.png,ads2\assets\2_communication\manual_rescue_20260608_082319_edit.png,file_7b1e49249bd69d55,asset_8cc868336d8add69,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_8cc868336d8add69,train
ads_det_000050,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000050.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260608_082319_original.png,ads2\assets\2_communication\manual_rescue_20260608_082319_original.png,file_e75ab06843e8ce99,asset_391384dd5e30726d,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_391384dd5e30726d,train
ads_det_000051,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000051.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260609_091047_edit.png,ads2\assets\2_communication\manual_rescue_20260609_091047_edit.png,file_ca0c51c17b7442d5,asset_e0d837452f4b5956,shared,waiting,clean_fullscreen,raw,ads2\assets\2_communication,960,540,0,content:asset_e0d837452f4b5956,train
ads_det_000052,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000052.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260609_091118_edit.png,ads2\assets\2_communication\manual_rescue_20260609_091118_edit.png,file_964499e8c824d89b,asset_0400fa765d75f34b,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,4,content:asset_0400fa765d75f34b,train
ads_det_000053,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000053.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260609_093141_edit.png,ads2\assets\2_communication\manual_rescue_20260609_093141_edit.png,file_756d1099ec107314,asset_0d5f9440bc991aa0,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_0d5f9440bc991aa0,train
ads_det_000054,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000054.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260609_093141_original.png,ads2\assets\2_communication\manual_rescue_20260609_093141_original.png,file_30d80381e71c4229,asset_011d6b03e2375afe,ads,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_011d6b03e2375afe,train
ads_det_000055,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000055.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151332_edit.png,ads2\assets\2_communication\manual_rescue_20260610_151332_edit.png,file_54649dd854c2aebf,asset_35050faa6b11f353,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_35050faa6b11f353,train
ads_det_000056,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000056.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151332_original.png,ads2\assets\2_communication\manual_rescue_20260610_151332_original.png,file_100daa938b119d8f,asset_0062ef6acaf85735,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_0062ef6acaf85735,test
ads_det_000057,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000057.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151458_edit.png,ads2\assets\2_communication\manual_rescue_20260610_151458_edit.png,file_d3915cb50f438194,asset_be156523a3ab5abe,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_be156523a3ab5abe,train
ads_det_000058,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000058.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151458_original.png,ads2\assets\2_communication\manual_rescue_20260610_151458_original.png,file_5f84afe3e6c04d9a,asset_784538fdbee4d196,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_784538fdbee4d196,train
ads_det_000059,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000059.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_153906_edit.png,ads2\assets\2_communication\manual_rescue_20260610_153906_edit.png,file_02c2144cc30cfbe9,asset_fbfb7241e62d249b,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_fbfb7241e62d249b,train
ads_det_000060,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000060.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_153906_original.png,ads2\assets\2_communication\manual_rescue_20260610_153906_original.png,file_7f8ff5b6a7200fb8,asset_989c6569acc7af32,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_989c6569acc7af32,val
ads_det_000061,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000061.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_153949_edit.png,ads2\assets\2_communication\manual_rescue_20260610_153949_edit.png,file_89900fa83979cda8,asset_333319d3f78eed9a,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_333319d3f78eed9a,train
ads_det_000062,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000062.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_161942_edit.png,ads2\assets\2_communication\manual_rescue_20260610_161942_edit.png,file_af69e9cd56b95901,asset_bec79d4dc79846ec,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_bec79d4dc79846ec,val
ads_det_000063,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000063.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_161942_original.png,ads2\assets\2_communication\manual_rescue_20260610_161942_original.png,file_66430019a71b7b32,asset_404f88ea5573b3a0,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_404f88ea5573b3a0,train
ads_det_000064,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000064.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,ads2\assets\2_communication\manual_rescue_20260610_162023_edit.png,file_17c948c4450ba29c,asset_beac250e4661b225,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_beac250e4661b225,test
ads_det_000065,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000065.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260611_111718_edit.png,ads2\assets\2_communication\manual_rescue_20260611_111718_edit.png,file_00664230c15bf43f,asset_4a60143af235e4d4,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_4a60143af235e4d4,train
ads_det_000066,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000066.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260611_111718_original.png,ads2\assets\2_communication\manual_rescue_20260611_111718_original.png,file_c4ec37986cd6235f,asset_297f7e488e946558,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_297f7e488e946558,train
ads_det_000067,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000067.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260611_111745_edit.png,ads2\assets\2_communication\manual_rescue_20260611_111745_edit.png,file_bd70b239a5fbea1e,asset_74d5a532c042508d,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_74d5a532c042508d,train
ads_det_000068,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000068.png,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260611_111745_original.png,ads2\assets\2_communication\manual_rescue_20260611_111745_original.png,file_c1fdec59744aed96,asset_d38989a326a68217,shared,actionable,clean_fullscreen,raw,ads2\assets\2_communication,960,540,1,content:asset_d38989a326a68217,train
