image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,split,group_key,instance_id,content_id,relative_path,is_confirmed_strong_hard_negative,review_status,source_root,pool_status,pool_role,is_none_of_the_above,evaluation_status
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_010.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_4b47ffcc6ea722d9,asset_synth_next_ctx_587f5cd93bc71a86,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_011.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_e6654f1825997a2b,asset_synth_next_ctx_4bffc0b0491a928e,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_012.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_d824c969c6956411,asset_synth_next_ctx_bde94d49d0291e6f,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_013.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_8fec6c337d0c6ec3,asset_synth_next_ctx_0d52f14a30b49e8b,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_014.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_a37274a88e98912c,asset_synth_next_ctx_86583c5189f70dce,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_015.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_d9502d707163e430,asset_synth_next_ctx_50a4101047f0d485,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_016.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_35bcb6d77c37adbe,asset_synth_next_ctx_4f00aecfcdc8b0df,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_017.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_afd592d0340b7684,asset_synth_next_ctx_389b89a0f5faf008,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_018.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_4ec4321b906e15e5,asset_synth_next_ctx_6ab8b346ae35892e,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_019.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_6f1eb21b66e9330a,asset_synth_next_ctx_6b67b6a8b5fcb90f,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_020.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_5b548bd3fefa9c10,asset_synth_next_ctx_29b15784f28d6fd2,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_021.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_f00fa265fd87ff9e,asset_synth_next_ctx_84b3c0afeb8cc5b1,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_022.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_3054cc5793257eb9,asset_synth_next_ctx_b53e1688b3d663be,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_023.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_e698495caffdb129,asset_synth_next_ctx_1263450ad424e321,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_024.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_3984a98851cfa12d,asset_synth_next_ctx_ca2edb4ec761844c,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_025.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_abf4ddffa80ff559,asset_synth_next_ctx_a26668e2fd5f0f9d,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_026.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_227afcb64fb0ad20,asset_synth_next_ctx_3bf7139ee6ab0289,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_027.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_704f1a2f8775a111,asset_synth_next_ctx_b509d8e8d70d95f2,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_028.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_6c6162c5d28ad2f9,asset_synth_next_ctx_eaa436d00e36c150,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_8adc86c006864b12_029.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_8adc86c006864b12,file_synth_next_ctx_a5f5f7543dfdcb65,asset_synth_next_ctx_05abdd51202a34a5,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_000.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_b967eac11d0d358b,asset_synth_next_ctx_6f75f997d96416ad,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_001.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_c4752848f29da824,asset_synth_next_ctx_72c7fd4123af7685,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_002.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_1c6023098124dc70,asset_synth_next_ctx_70213907df9fd661,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_003.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_6dcca1607684c297,asset_synth_next_ctx_f537521923a5f920,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_004.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_3b8451e7d956864a,asset_synth_next_ctx_beb93353e2b6401d,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_005.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_032effea203b1750,asset_synth_next_ctx_b777e009d00c67b7,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_006.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_aaada403cae66128,asset_synth_next_ctx_05bb8b8e4faaa3e7,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_007.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_714eae9bc477e09e,asset_synth_next_ctx_91c21cd007b9bcc7,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_008.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_4348179532d761c6,asset_synth_next_ctx_d67a76d1d4a5e749,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_009.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_2e2ddd936e23d9bb,asset_synth_next_ctx_c9953846b398963c,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_010.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_2e0ce8b541d2a804,asset_synth_next_ctx_64cbd0b605132e3b,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_011.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_52e7b2f231eff5ec,asset_synth_next_ctx_0f4907d11fccc326,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_012.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_a59a0a1baa2d3dfe,asset_synth_next_ctx_36fb21bc78a34aee,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_013.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_95912fc5ea70d9a2,asset_synth_next_ctx_cf085845b54f48e1,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_014.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_ba45ce6f54aa98f9,asset_synth_next_ctx_18a6a42760a1d397,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_015.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_51836efa5fe8dc80,asset_synth_next_ctx_7393d82fe91215c8,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_016.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_41a87c6cde7f1726,asset_synth_next_ctx_e40c5021fb03f4ff,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_017.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_b1573d9c6bb2ae01,asset_synth_next_ctx_7c31bc1a553a2705,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_018.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_f2cc8584e2550ee2,asset_synth_next_ctx_c4c86b2f90126657,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_019.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_ce5651c53431bd3b,asset_synth_next_ctx_c1a908d694bd9f62,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_020.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_2bf94678c92ce1a2,asset_synth_next_ctx_357370dc745eb22f,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_021.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_fb45dc51f5da0f97,asset_synth_next_ctx_a7b4fdfdb1eaa0f9,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_022.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_ba4f1e2a6e98fd71,asset_synth_next_ctx_da0664e8829aba87,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_023.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_2cf0a5d1a27681ad,asset_synth_next_ctx_60280a16d10c3202,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_024.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_6714e33f0174a7a1,asset_synth_next_ctx_8261de2ca9edc429,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_context_recrop_aug\seed42_30x\images\synth_next_ctx_file_1cb77f3034b09b56_025.png,next,0,0,0,1,0,0,0,train,synthetic_next_context:file_1cb77f3034b09b56,file_synth_next_ctx_34928ee199f955f6,asset_synth_next_ctx_8c88c357b8dc6897,ads2\assets\1_templates\close_icons\close_skip_next.png,0,synthetic,synthetic_next_context_recrop,trainable,synthetic_next_context_train_only,0,synthetic_train_only_not_for_eval
